timestamp,step,actual,predicted
2019/12/9 10:00,1,15.525886,15.186436
2019/12/9 11:00,2,17.34478,17.580402
2019/12/9 12:00,3,18.198904,18.451694
2019/12/9 13:00,4,17.374086,17.627874
2019/12/9 14:00,5,15.834831,16.06247
2019/12/9 15:00,6,13.34907,13.486002
2019/12/9 16:00,7,9.030235,9.039031
2019/12/9 17:00,8,4.3252554,4.5951595
2019/12/9 18:00,9,1.4193808,1.3732188
2019/12/9 19:00,10,0.054527704,0.19122586
2019/12/9 20:00,11,-0.02176718,0.2890072
2019/12/9 21:00,12,-0.021651322,-0.070987724
2019/12/9 22:00,13,-0.021573469,0.14958863
2019/12/9 23:00,14,-0.021464968,-0.06547882
2019/12/10 0:00,15,-0.021305822,-0.3430303
2019/12/10 1:00,16,-0.021546043,-0.22914445
2019/12/10 2:00,17,-0.021508135,-0.39654905
2019/12/10 3:00,18,-0.021538675,0.5134256
2019/12/10 4:00,19,-0.02169354,-0.02612318
2019/12/10 5:00,20,-0.020809688,-0.6157878
2019/12/10 6:00,21,1.21769,0.73491776
2019/12/10 7:00,22,4.3290815,4.485377
2019/12/10 8:00,23,9.362909,8.804266
2019/12/10 9:00,24,13.351154,13.147073
