iteration,particle,dim,depth,heads,dim_head,batch_size,log10_lr,learning_rate,dropout,gate_lr_mult,dsc_lr_mult,dsc_gamma_lr_mult,dsc_gamma_bound,fitness,best_val_RMSE,best_epoch,train_RMSE_at_best,val_RMSE_at_best,train_val_gap,mean_last10_val_RMSE,late_overfit_gap,deep_night_RMSE_at_best,deep_night_abs_max_at_best,elapsed_seconds,status
3,7,128,2,4,16,128,-3.9145413302468666,0.0001217471124975341,0.12215370172437459,9.983729080382505,2.8673347260271296,3.031791799590511,0.028992373090120774,2.9516128566094504,2.336730414195332,85,1.1747649607041633,2.336730414195332,1.1619654534911688,2.5317786667375213,0.19504825254218927,0.8617740869522095,3.651825428009033,359.75,ok
3,8,192,3,4,16,128,-3.355742547046848,0.00044081610508513245,0.11939682020693457,12.0,2.167429351289827,2.8650449343308004,0.022084609498761173,3.3247018957724173,2.54931776232666,70,1.2158486971931366,2.54931776232666,1.3334690651335233,2.6721408492170395,0.12282308689037968,1.2946031093597412,5.689431190490723,391.34,ok
3,9,192,3,4,32,64,-3.382550676921759,0.00041442822244721386,0.1297085786503793,7.950228760487772,2.2189302872089414,1.6354405711987345,0.02497408981294067,3.1481701213737483,2.322514577600167,64,1.1716427382137062,2.322514577600167,1.150871839386461,2.6428390424190784,0.3203244648189112,1.1260827779769897,6.152469635009766,799.04,ok
3,10,128,2,4,16,128,-3.7337605220715764,0.0001846033075011559,0.12426434702387236,10.383805781863398,2.962418861035224,2.3155092141410343,0.023209430706947733,2.924893625428836,2.2579283371087753,58,1.208119565317054,2.2579283371087753,1.0498087717917213,2.7048551990785574,0.44692686196978215,0.7542545199394226,3.0626754760742188,286.14,ok
4,1,128,3,4,32,128,-3.7520818818291177,0.00017697752536477096,0.1951365478132075,9.595302610011661,3.0240011807037908,2.7276249054337165,0.024888585089249515,3.1026339244383063,2.4059245892738326,148,1.1693743664868759,2.4059245892738326,1.2365502227869567,2.4203496703489416,0.01442508107510898,1.2250046730041504,5.92062520980835,381.04,ok
4,2,192,2,4,16,128,-3.7296206638361853,0.00018637142942609715,0.15649400210816547,8.959676360942725,1.9768731722033315,2.9337128094741636,0.017517182133101886,2.5019372078625377,2.013321143907106,61,1.1645101416192485,2.013321143907106,0.8488110022878577,2.2354450752532986,0.22212393134619246,0.6348778009414673,3.188460350036621,321.64,ok
4,3,192,2,4,16,128,-3.906593039666854,0.0001239957958299493,0.11104185050819013,7.100011934155379,1.4008811408633592,1.306011425975171,0.015032412775857616,2.294812445173491,1.9186958752680503,103,1.1381710776774563,1.9186958752680503,0.780524797590594,1.9941562731937341,0.07546039792568382,0.5130245089530945,3.0585296154022217,291.79,ok
4,4,192,2,4,32,128,-3.899387703440203,0.00012607015783663725,0.13056586208033538,7.535083710365566,2.0194175739986866,2.3250253135203454,0.02096613836586025,2.399317338097274,1.991796298044723,109,1.134931647389353,1.991796298044723,0.8568646506553701,2.0965555877222712,0.10475928967754822,0.634031355381012,2.693577289581299,307.51,ok
4,5,192,2,4,32,128,-3.882560410165061,0.0001310507738656323,0.1960444832046804,6.229056493020607,1.6761920458370232,2.2446996878026093,0.027975581930022034,2.5045587876403177,2.0507112618265704,109,1.1461085364721213,2.0507112618265704,0.9046027253544491,2.1985302654568186,0.14781900363024825,0.6110320687294006,2.949079990386963,329.14,ok
4,6,192,2,4,32,128,-3.6725799352383643,0.00021252991315702483,0.10232355261881168,5.459720219806819,2.618628812889694,1.952929511731043,0.028867167490882296,2.601017995935238,2.0586730825928705,87,1.1190449672114868,2.0586730825928705,0.9396281153813837,2.260067533521828,0.20139445092895736,0.7072667479515076,3.780651569366455,322.69,ok
4,7,192,2,4,16,128,-3.7596746363722806,0.00017391032377305271,0.18215370783385068,7.283729032698789,1.9083392353826067,3.1240758014647945,0.023904861876622528,2.4170466161312736,2.0040183231178528,105,1.125733613191668,2.0040183231178528,0.8782847099261848,2.090259282239886,0.08624095912203344,0.5384892225265503,3.051469564437866,318.13,ok
4,8,192,2,4,16,128,-3.6257425875780065,0.000236732242689428,0.16569358528784986,12.0,1.5527474865249298,2.7229418003616246,0.02512160755094282,2.7659763383155584,2.125579754898318,37,1.2342402227677818,2.125579754898318,0.8913395321305364,2.6062179785088597,0.48063822361054154,0.7385501861572266,3.1764118671417236,315.29,ok
4,9,192,3,4,32,64,-3.6525507174529173,0.00022256111199652046,0.1897085847598554,7.53812467140006,1.8727238536610271,2.6854406427243083,0.023206112372831433,2.8055541517153184,2.2111479857845477,140,1.0402592242399646,2.2111479857845477,1.170888761544583,2.260231342430918,0.0490833566463702,0.89007967710495,4.591797828674316,773.5,ok
4,10,192,2,4,32,128,-3.8374985605616074,0.00014537892040813343,0.14945505030343254,8.515883303649987,1.9124187895096503,2.0789421121399974,0.023020708085645533,2.363259305595314,1.977617668190828,99,1.1902158199274937,1.977617668190828,0.7874018482633343,2.0741060346986906,0.09648836650786263,0.595914900302887,2.8317081928253174,277.37,ok
5,1,192,2,2,32,64,-3.8269867100238146,0.0001489406654794983,0.1351365417037314,8.797571539631784,1.974001109178217,1.7631517574087927,0.024620140232742987,2.496941090335686,2.002149142461587,49,1.1706742811038642,2.002149142461587,0.831474861357723,2.36350049900059,0.36135135653900274,0.5468605160713196,2.1997551918029785,545.99,ok
5,2,192,3,2,16,128,-3.932443626588728,0.00011683053714031113,0.10856945013831511,6.259676313259009,0.9268731006777577,1.8837127379485898,0.017285293983859622,3.1802769610869936,2.414542042530319,150,1.2881363286941234,2.414542042530319,1.1264057138361954,2.4524175205558185,0.03787547802549973,1.4805889129638672,7.216331481933594,348.73,ok
5,3,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,5.210011900776778,0.6658810907954577,0.8326843113346063,0.011921415677446937,2.044344651619197,1.7850918747795053,145,1.1261199568716955,1.7850918747795053,0.6589719179078097,1.805648244112442,0.020556369332936697,0.49129655957221985,2.043067216873169,276.73,ok
5,4,192,3,2,16,128,-4.0,0.0001,0.10000000149011612,6.542902717708551,1.0309744616015237,1.2750252419947716,0.01840527184303754,3.048032317151976,2.342507503501575,150,1.3237379433404333,2.342507503501575,1.0187695601611417,2.3694722993840367,0.0269647958824617,1.4032800197601318,6.921670913696289,351.77,ok
5,5,192,2,4,32,128,-3.8494572939082716,0.0001414303792961778,0.1360444770952043,5.393469327000978,1.5670941076755363,1.3109287376853356,0.02720948003468453,2.3843899704828395,1.9861329469465978,99,1.150931265299076,1.9861329469465978,0.8352016816475218,2.0780235445779924,0.09189059763139462,0.641435980796814,2.752152442932129,283.16,ok
5,6,192,2,2,16,128,-3.942579975769523,0.00011413531039328802,0.10000000149011612,5.005624463954888,1.8212457237858906,1.7584977855705972,0.019867166946989912,2.390304920615447,1.9758564890589714,145,1.1162965329542947,1.9758564890589714,0.8595599561046767,2.037716972053124,0.06186048299415248,0.6216316223144531,3.2697408199310303,281.07,ok
5,7,192,3,2,16,128,-3.661897583934498,0.0002178223384144237,0.1648946366331437,5.301480371870307,0.858339163857033,2.0740757299392207,0.014904861332730144,2.7719671680752316,2.1797386901751064,150,1.179854930591817,2.1797386901751064,0.9998837595832895,2.211434312649699,0.03169562247459279,1.119032621383667,5.290245532989502,393.42,ok
5,8,192,2,2,16,128,-3.895742628109165,0.00012713272968541638,0.1537238574273871,9.911627347156868,1.0585361677489353,1.6729417288360509,0.022974938348373934,2.4493998353678217,2.0003549737626893,79,1.1874041267643287,2.0003549737626893,0.8129508469983606,2.2958411676099963,0.295486193847307,0.5741651058197021,1.9939175844192505,339.95,ok
5,9,192,2,2,32,128,-3.8801272256443933,0.00013178706146096543,0.1297085786503793,6.934259790318855,0.9909138267219177,2.823879521021176,0.021780135151032658,2.311438987132368,1.9485999828095482,109,1.1336708237193145,1.9485999828095482,0.8149291590902337,2.0121391052387194,0.06353912242917126,0.6071927547454834,2.517428398132324,322.13,ok
5,10,192,2,2,16,64,-3.96623856858964,0.00010808400562924413,0.12867391499704067,5.815883255966272,1.1374229427508298,1.0289420406144236,0.017325712844422463,2.2156338702966316,1.8299248467319333,102,1.053443514145596,1.8299248467319333,0.7764813325863373,2.0555127023646422,0.2255878556327089,0.39970695972442627,1.7061434984207153,630.58,ok
6,1,192,2,2,16,64,-3.906722770826039,0.0001239587617053225,0.10000000149011612,7.8151038500671985,0.9240010376526433,0.713151685883219,0.015620139688850603,2.6862376418118132,2.073250582332568,50,1.215302604542803,2.073250582332568,0.8579479777897652,2.6960298193699304,0.6227792370373622,0.4421304762363434,1.618798017501831,648.26,ok
6,2,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,4.089234143862317,1.1800053226540397,0.8337126664230161,0.016706295191477035,2.2119448257841468,1.8519954255749953,146,1.1142876610197452,1.8519954255749953,0.7377077645552501,1.8805922777742174,0.028596852199222145,0.6556572318077087,3.1754584312438965,324.73,ok
6,3,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,3.8870118774117577,0.5,0.501355331086211,0.009999999776482582,2.171075345421686,1.8258338329756154,146,1.115318816240061,1.8258338329756154,0.7105150167355545,1.849581021349372,0.023747188373756556,0.6079198122024536,3.1884286403656006,351.88,ok
6,4,192,2,2,32,128,-4.0,0.0001,0.10792123780538329,4.9798379171978215,0.8100213964255079,0.5,0.011096712878362395,2.1595831893617032,1.8576045864023962,146,1.1262750817151124,1.8576045864023962,0.7313295046872839,1.8945156244474521,0.03691103804505591,0.48575395345687866,2.31097674369812,346.27,ok
6,5,192,2,2,16,128,-3.9119749814863924,0.00012246867480765735,0.10000000149011612,4.591690368252886,0.787186736675433,0.5,0.018209479490792147,2.0910437145157554,1.8049101588961156,146,1.0881391203795097,1.8049101588961156,0.716771038516606,1.8348691409772286,0.029958982081113028,0.4756864011287689,2.1710822582244873,362.92,ok
6,6,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,4.988447753380093,0.9698521443416617,0.7084977140450235,0.010867166403097529,2.0748916771198402,1.7978473188773927,145,1.1275721391999878,1.7978473188773927,0.6702751796774049,1.8146675826385472,0.01682026376115453,0.5052818059921265,2.3404698371887207,285.85,ok
6,7,192,2,2,16,128,-3.8949887361821722,0.0001273536110892301,0.16817512929497844,5.324064377906677,0.6302068101206094,1.024075658413647,0.009999999776482582,2.020776227154239,1.769332234557404,145,1.0964166558489348,1.769332234557404,0.6729155787084693,1.7878914724634316,0.018559237906027537,0.4028970003128052,1.618553876876831,284.25,ok
6,8,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,7.211627299473152,0.5,0.6229416573104771,0.01397493780448155,2.537672169059362,2.07568629302121,83,1.2860021155474928,2.07568629302121,0.7896841774737173,2.341491838597262,0.26580554557605174,0.6382375359535217,2.567081928253174,280.87,ok
6,9,192,2,2,16,128,-4.0,0.0001,0.10000000149011612,5.277179551854371,0.5,1.773879449495602,0.012780134607140274,2.223092514848162,1.885603612690614,122,1.1674232867766614,1.885603612690614,0.7181803259139525,1.9170491603497037,0.0314455476590898,0.655771791934967,2.814697027206421,277.37,ok
6,10,192,2,2,16,128,-4.0,0.0001,0.10163287641285712,3.856143189201618,0.5,0.5,0.009999999776482582,2.177412384200065,1.8295634552615587,146,1.110745778555085,1.8295634552615587,0.7188176767064738,1.8544245035014046,0.024861048239845918,0.6070452928543091,3.1813714504241943,277.23,ok
