epoch,train_r²,validation_r²
1,-4386.982421875,-5388.93701171875
2,-1806.1903076171875,-2126.07177734375
3,-1016.9965209960938,-1197.0953369140625
4,-614.071044921875,-730.2554321289062
5,-387.8853759765625,-467.217041015625
6,-244.686279296875,-294.543701171875
7,-156.01625061035156,-187.80101013183594
8,-80.7825927734375,-100.07710266113281
9,-40.54444122314453,-51.49960708618164
10,-21.088321685791016,-27.4759464263916
11,-12.144570350646973,-16.20166015625
12,-7.575664520263672,-10.281915664672852
13,-5.048215866088867,-6.9254231452941895
14,-3.605297088623047,-5.042764186859131
15,-2.521874189376831,-3.6492223739624023
16,-1.8180570602416992,-2.722545623779297
17,-1.3976335525512695,-2.1383678913116455
18,-0.9416751861572266,-1.5287299156188965
19,-0.5758203268051147,-1.0696077346801758
20,-0.3491380214691162,-0.7789984941482544
21,-0.1833043098449707,-0.5579317808151245
22,-0.01887953281402588,-0.3594909906387329
23,0.09964770078659058,-0.17973101139068604
24,0.2497357726097107,0.0033754706382751465
25,0.2902901768684387,0.06750643253326416
26,0.3943100571632385,0.20387935638427734
27,0.4594004154205322,0.28658437728881836
28,0.5142794251441956,0.3519134521484375
29,0.5573155879974365,0.40717196464538574
30,0.6100256443023682,0.4857484698295593
31,0.6497066020965576,0.5232059955596924
32,0.6821568012237549,0.5720254182815552
33,0.7188640832901001,0.6115962862968445
34,0.7447497248649597,0.6457162499427795
35,0.7663341760635376,0.680206298828125
36,0.7797902822494507,0.6909782290458679
37,0.7980644702911377,0.7200286984443665
38,0.8213821053504944,0.7512617111206055
39,0.8444408178329468,0.7815998792648315
40,0.8511263728141785,0.7974948883056641
41,0.8663947582244873,0.812749981880188
42,0.8688515424728394,0.8176693916320801
43,0.8736610412597656,0.8250595927238464
44,0.8926700353622437,0.8483399152755737
45,0.8963576555252075,0.8548099994659424
46,0.9026750326156616,0.8603549599647522
47,0.9053642153739929,0.8677677512168884
48,0.9141107201576233,0.8774365782737732
49,0.9248050451278687,0.8910150527954102
50,0.9253546595573425,0.8950856328010559
