epoch,gamma_psg,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,-0.011483980342745781,0.016945499926805496,0.028284506872296333,0.03960494324564934,0.016838766634464264,0.011859485879540443,0.009777067229151726
2,-0.05802053585648537,0.04143330827355385,0.07036493718624115,0.09345575422048569,0.0372697114944458,0.03939647972583771,0.02179485559463501
3,-0.14374835789203644,0.07188563793897629,0.13401933014392853,0.12913373112678528,0.06109379231929779,0.07482951134443283,0.03397746756672859
4,-0.2766185700893402,0.13411787152290344,0.22669605910778046,0.1487061083316803,0.08545982837677002,0.10458474606275558,0.044743526726961136
5,-0.5210278630256653,0.3494669795036316,0.39727357029914856,0.16731570661067963,0.11169452965259552,0.14085134863853455,0.06814403086900711
6,-0.8060309290885925,0.6024183034896851,0.4455389380455017,0.22709837555885315,0.14365054666996002,0.20880237221717834,0.10691159963607788
7,-0.8797329068183899,0.7106619477272034,0.4282173812389374,0.3606627285480499,0.2309299111366272,0.2783604562282562,0.19081054627895355
8,-0.877049446105957,0.7200422883033752,0.4180501103401184,0.5071649551391602,0.36921605467796326,0.3429718017578125,0.2631300687789917
9,-0.8809074759483337,0.7218685746192932,0.41495728492736816,0.5977242588996887,0.5129900574684143,0.4198848307132721,0.3206929862499237
10,-0.8908002376556396,0.730158805847168,0.41675034165382385,0.7082019448280334,0.6663814783096313,0.5118997097015381,0.41313880681991577
11,-0.8921140432357788,0.7347351312637329,0.41468343138694763,0.8169054985046387,0.8200613856315613,0.6084965467453003,0.4869755804538727
12,-0.8916934728622437,0.7345303297042847,0.40926435589790344,0.8651154637336731,0.9215985536575317,0.6523370146751404,0.5431829690933228
13,-0.8988453149795532,0.7389642596244812,0.41060811281204224,0.9466314911842346,1.0216680765151978,0.7108790874481201,0.589850664138794
14,-0.8992993831634521,0.7406537532806396,0.4086763262748718,1.02762770652771,1.1033289432525635,0.7567694783210754,0.5927332639694214
