epoch,train_loss,test_loss
1,814.5813869260392,2971.252371651786
2,260.0481082268481,2701.4017246791295
3,102.84216351779003,2394.5888148716517
4,55.4445271042158,2086.8767438616073
5,19.328021256428844,1789.5918666294642
6,2.324349103108892,1491.0694710867745
7,0.05593901383251233,1195.4698486328125
8,0.003978208695837068,943.7387956891741
9,0.00299322973488707,745.8978293282645
10,0.0036179455445271057,594.7372916085379
11,0.0028281774512439405,471.0307377406529
12,0.0023076885252452965,366.46805790492465
13,0.0023095464292158074,289.89439065115795
14,0.001991527945787277,229.07759312220983
15,0.0017786925045755815,181.68507058279855
16,0.0017793040946653149,143.86008180890764
17,0.001649419602472335,114.69019971575055
18,0.001498529197700884,90.24432754516602
19,0.0015591135729578728,71.24144608633858
20,0.00137023134640295,55.130057198660715
21,0.0014776213178059683,43.23587022508894
22,0.0014482257406684166,33.828034673418315
23,0.0011541808292023696,26.05642236982073
24,0.0011018226966525446,19.782820769718715
25,0.0011728936169331646,15.384727137429374
26,0.0009910419681065559,12.153696128300258
27,0.0009562123115481985,9.597170863832746
28,0.0009419802177635918,7.677796261651175
29,0.0007973052665617599,6.117089526993888
30,0.0009165626823164101,4.911375164985657
31,0.001132096536237887,3.9146789482661655
32,0.0009196337552978394,3.1384382843971252
33,0.0007538230499946776,2.571731073515756
34,0.0007277894281905215,2.1201933452061246
35,0.0006443598902924865,1.762252356324877
36,0.0006155935497756802,1.4677814372948237
37,0.0005787395136892128,1.2231912357466561
38,0.000477649461486781,1.024048741374697
39,0.0004886292082582653,0.8604576374803271
40,0.0005341019950376578,0.7238064067704337
41,0.000492884142693343,0.6081961882965905
42,0.00045710229034807954,0.5127422213554382
43,0.000440778940002311,0.4325865719999586
44,0.00042032307993515204,0.36530570898737225
45,0.000387523495174839,0.3090475584779467
46,0.00037501491869817364,0.26192260001386913
47,0.000379650486481622,0.22215797007083893
48,0.0004617923764700843,0.18952382249491556
49,0.00043559417799598414,0.16225130802818707
50,0.000362241495442401,0.13898163235613278
51,0.00032695282178157767,0.11922947210924965
52,0.0002702444080397364,0.10291288633431707
53,0.0002924751332205422,0.0897188415484769
54,0.00028263270126805063,0.07864166796207428
55,0.0002943181725469295,0.06894990455891405
56,0.00028383218516367224,0.06089111923107079
57,0.00026894081960528876,0.05389388012034552
58,0.0002554807131604801,0.04737047531775066
59,0.0002388506706305428,0.04206552915275097
60,0.00023645869105338242,0.037591858367834775
61,0.0002195719251450907,0.03355047771973269
62,0.00020655414681521438,0.030142515764704773
63,0.00020857833414821762,0.027131796016224792
64,0.00021207103267408697,0.02458381000906229
65,0.00020215610719839428,0.022332197720451013
66,0.000194422750764544,0.020342070276715925
67,0.00019027642509790208,0.01859012552137886
68,0.00016262605997738165,0.017054500257862464
69,0.0001623756805476557,0.015675182653857127
70,0.00015255916239869483,0.014472409284540586
71,0.00018183780062003589,0.013441056811383792
72,0.00021518061427895928,0.012515942632619823
73,0.00016724226231915209,0.011687217845714517
74,0.00014316822063915852,0.010954426634790642
75,0.00016351784994048153,0.010277835319616966
76,0.00017909399980024592,0.009703599714807101
77,0.00019416491828314116,0.00919760497553008
78,0.00018685919280440704,0.008759495353193156
79,0.00017250860208768468,0.008344592659601144
80,0.00016636599760221424,0.007973651667790753
81,0.00016205229553205118,0.007654973172715732
82,0.0001656777444537202,0.007366995393697705
83,0.0001754857428681615,0.007105846257348146
84,0.00014552839412266072,0.006876735798349338
85,0.00012844382320697647,0.00667053835266935
86,0.00011892922208611501,0.006487765715324453
87,0.0001181297897655552,0.006327663531659969
88,0.00014350292690752848,0.006177601155026683
89,0.00012678343059719136,0.006038236930700285
90,0.00013266831023051878,0.005916520055117351
91,0.00012159609276458691,0.005801728136637914
92,0.00011323152270875344,0.005703020903248606
93,0.00011134193935607261,0.005609716750249001
94,0.00010501317489608894,0.005522902610079784
95,0.00011536335570678414,0.00544916553189978
96,0.00011613470791039531,0.005383813038601407
97,0.00011834184253941958,0.005322190754148843
98,0.0001236977381576819,0.005271802207321993
99,0.00010370172128874264,0.005220816470682621
100,9.829942448633583e-05,0.005181120592169464
101,9.44894749203363e-05,0.005141317187475839
102,9.517195384141128e-05,0.005103215762314254
103,9.492070074764274e-05,0.005068377691454121
104,9.509489177188063e-05,0.005038012147581737
105,8.894574276845955e-05,0.005011239130648651
106,0.00012418913395794215,0.004986029334499368
107,0.0001158875191940065,0.0049650759901851416
108,9.850008386562859e-05,0.004942973668221384
109,0.00011535186326309142,0.004923251237154805
110,0.00013233269515385815,0.0049035623170701525
111,0.00012281384013751345,0.0048885709048980585
112,0.00011451560279073299,0.00487751465490354
113,0.00010874962246370555,0.004866807305786226
114,9.365659550311184e-05,0.00485244593749355
115,0.00011847372366420766,0.00484703789282191
116,0.00012306060739748954,0.004837268634998638
117,9.92600163851232e-05,0.004832040210853198
118,0.00010040350705066714,0.004826822700644178
119,0.00010473817328259103,0.004819363438790398
120,0.00011175264224667049,0.004816382986194055
121,0.00014044700198936416,0.00481410333720435
122,0.00016956069281012838,0.004809837364259043
123,0.00012199719242075071,0.004809905492168452
124,9.867768401921428e-05,0.004808432189747691
125,8.689677462208015e-05,0.004803835106680968
126,8.242638171584574e-05,0.004795581422513351
127,7.495992374386779e-05,0.004792934749275446
128,6.950366754745976e-05,0.004791928908421791
129,7.728001713436449e-05,0.004789063216386629
130,7.39433335355606e-05,0.004782915127829516
131,6.836205737375356e-05,0.004779720695556274
132,5.8231337222749506e-05,0.004774759793820392
133,5.616863495132113e-05,0.004773008075842101
134,6.468225498947333e-05,0.004769585012192172
135,5.671535081829753e-05,0.004769499130946185
136,6.092817585460648e-05,0.004768559638510591
137,8.434928572826738e-05,0.004763797557513628
138,0.00015325378956062332,0.004767294769408181
139,0.0001646744774847801,0.004772686565827046
140,0.00013891100718196094,0.004777201318315097
141,0.00011402688275820594,0.004776789686210188
142,8.280488094347881e-05,0.004779811961010897
143,6.652816420065169e-05,0.0047827926422801936
144,7.292127757298074e-05,0.004786257299461535
145,6.360737173071236e-05,0.004787392747987594
146,6.125997647616732e-05,0.004790631434713889
147,7.464416036250527e-05,0.0047903247468639165
148,8.599311867036927e-05,0.004791275797677892
149,7.100733747169868e-05,0.00479295160455097
150,5.948332597294005e-05,0.004796897476938154
151,4.9197984652600324e-05,0.004797602770850062
152,5.832552051288076e-05,0.004800156956272466
153,7.284842347803103e-05,0.00480131503510555
154,0.0001627426261723674,0.0048027713616777745
155,0.00015022665430255725,0.004803187396776464
156,0.00012122981179173912,0.004801413435156324
157,9.140630044264912e-05,0.004802357929293066
158,6.444966095172413e-05,0.004802405069183026
159,5.047242666478269e-05,0.0048003745281935805
160,4.2896297119748954e-05,0.00479998904380149
161,4.436335572945437e-05,0.004801828946386065
162,4.449805144861973e-05,0.004800653800235263
163,4.1388522869004554e-05,0.00480062178602176
164,3.387331218859027e-05,0.004799836107330131
165,3.244030030712239e-05,0.004799485040296402
166,3.414762174526124e-05,0.0047994137026502615
167,3.1953688483314044e-05,0.004799701306702835
168,3.1119290175617074e-05,0.004798693382846457
169,3.423045141834388e-05,0.004795110219025186
170,2.972208784620238e-05,0.004794276186398098
171,3.504293553700302e-05,0.004796347788734627
172,3.107508586734459e-05,0.004798114624073995
173,3.597534847564398e-05,0.004799391367539231
174,3.266063674157024e-05,0.004798491601832211
175,3.238944821034993e-05,0.004797468460830194
176,3.4262516700831804e-05,0.004800171325249332
177,3.611371992622669e-05,0.004800106689799577
178,3.182771837051611e-05,0.004799814857376207
179,2.8850986639571482e-05,0.00480008393891954
180,3.1882389898868804e-05,0.004800597322173417
181,3.889481270579261e-05,0.004802568911275428
182,4.1880758081393685e-05,0.004804015384122197
183,3.766356891197952e-05,0.004803993377468682
184,3.655171860613474e-05,0.00480622990705472
185,2.841339174099047e-05,0.004808174961778734
186,2.5666562784331376e-05,0.004809209702736033
187,2.5764683311347154e-05,0.004809805836495278
188,2.348316948488025e-05,0.004811826265982485
189,2.3181592968165137e-05,0.004814811483291643
190,2.6005856269412623e-05,0.004813727457076311
191,2.8296394685759947e-05,0.004814238512023751
192,2.4441105315932907e-05,0.0048146766410874465
193,2.4684118696588382e-05,0.004815293363727895
194,2.3642893297018985e-05,0.004814875520034028
195,2.0210508976234916e-05,0.00481537650089844
196,2.3587905710677284e-05,0.004816002087734107
197,2.4861742720119918e-05,0.004815939344033333
198,2.758252168928695e-05,0.004816309640383614
199,2.5143917741414317e-05,0.004819434144467648
200,2.1978290533297695e-05,0.004819821258674243
201,2.1606107780688996e-05,0.0048226896947848475
202,1.899749384152391e-05,0.004823977535124868
203,2.0373558501613036e-05,0.004823889599979988
204,1.9882450238960786e-05,0.004824431654664555
205,2.0316265655087334e-05,0.00482362912485509
206,1.816621952800559e-05,0.004820630436630121
207,1.7071926262326327e-05,0.004819641342952049
208,1.6618838361744497e-05,0.004820688216048958
209,1.810838060713272e-05,0.00482122425039831
210,1.8777921640029712e-05,0.004821430650606219
211,1.7625478672273874e-05,0.0048197746093917105
212,1.72643378288551e-05,0.004820690743924517
213,1.8066341393898495e-05,0.004820180466465119
214,1.8534158938701643e-05,0.004821422364329919
215,1.855150701816936e-05,0.004823318599457187
216,2.251050572563402e-05,0.004824479867238551
217,1.701110540005106e-05,0.00482549931621179
218,1.8758121957532393e-05,0.004825568088563159
219,1.6575357393484632e-05,0.004824668979771169
220,1.9119604968302224e-05,0.004825160817875128
221,1.6366678381636343e-05,0.00482503226209831
222,1.423876062101456e-05,0.004825872984448714
223,1.4582788420704915e-05,0.004827973757138742
224,1.5321071662943928e-05,0.00482918309613264
225,1.4996549770382083e-05,0.004828287359227293
226,1.4558592326620612e-05,0.004827606874252004
227,1.5115488047672014e-05,0.00482802969054319
228,1.5314051513584827e-05,0.004828468331002763
229,1.3532585218751404e-05,0.004826503672770092
