timestamp,step,actual,predicted
2017/12/24 2:00,1,-0.021124257,-0.0543414
2017/12/24 3:00,2,-0.021227483,-0.27787173
2017/12/24 4:00,3,-0.021332148,0.5779178
2017/12/24 5:00,4,-0.021066941,-0.30153686
2017/12/24 6:00,5,0.511073,0.4020152
2017/12/24 7:00,6,3.8295789,3.906832
2017/12/24 8:00,7,8.70639,8.834512
2017/12/24 9:00,8,12.766358,12.638712
2017/12/24 10:00,9,15.83457,15.723133
2017/12/24 11:00,10,17.859808,18.647133
2017/12/24 12:00,11,18.536917,18.131048
2017/12/24 13:00,12,18.280756,18.284687
2017/12/24 14:00,13,17.125925,15.968562
2017/12/24 15:00,14,14.76016,14.109306
2017/12/24 16:00,15,10.3687725,9.062033
2017/12/24 17:00,16,4.85821,4.3093357
2017/12/24 18:00,17,1.1957948,0.85276455
2017/12/24 19:00,18,0.12952016,0.29068464
2017/12/24 20:00,19,-0.02133024,-0.49905875
2017/12/24 21:00,20,-0.021135747,-0.0013665166
2017/12/24 22:00,21,-0.021048065,-0.259873
2017/12/24 23:00,22,-0.02096876,0.18066752
2017/12/25 0:00,23,-0.020819351,-0.0076910164
2017/12/25 1:00,24,-0.021045057,-0.52230084
