timestamp,step,actual,predicted
2017/12/23 8:00,1,9.012362,8.00284
2017/12/23 9:00,2,13.283987,12.952807
2017/12/23 10:00,3,16.289295,16.692476
2017/12/23 11:00,4,18.183117,18.707922
2017/12/23 12:00,5,18.910065,19.456549
2017/12/23 13:00,6,18.474691,18.859291
2017/12/23 14:00,7,17.416098,17.108097
2017/12/23 15:00,8,14.965842,13.96275
2017/12/23 16:00,9,10.456234,9.450367
2017/12/23 17:00,10,6.0538926,4.821452
2017/12/23 18:00,11,1.7828847,1.4897567
2017/12/23 19:00,12,0.13544486,0.13046376
2017/12/23 20:00,13,-0.021281134,-0.06300231
2017/12/23 21:00,14,-0.021155339,-0.081390925
2017/12/23 22:00,15,-0.021207184,-0.071404934
2017/12/23 23:00,16,-0.021160567,-0.11263615
2017/12/24 0:00,17,-0.020848269,-0.08770761
2017/12/24 1:00,18,-0.021054408,0.02389856
2017/12/24 2:00,19,-0.021124257,0.18604608
2017/12/24 3:00,20,-0.021227483,0.20961966
2017/12/24 4:00,21,-0.021332148,0.06631334
2017/12/24 5:00,22,-0.021066941,0.19214495
2017/12/24 6:00,23,0.511073,1.0818255
2017/12/24 7:00,24,3.8295789,3.6007216
