epoch,train_mae,test_mae
1,5.719468116760254,6.007971286773682
2,5.833077907562256,6.059003829956055
3,3.159093141555786,3.2678158283233643
4,1.486929178237915,1.7519547939300537
5,1.433739423751831,1.850041389465332
6,1.4173429012298584,1.7519211769104004
7,1.3322714567184448,1.6112205982208252
8,1.2018017768859863,1.6418752670288086
9,1.1477842330932617,1.5473178625106812
10,1.153412103652954,1.4774836301803589
11,1.0829050540924072,1.4585355520248413
12,1.0860404968261719,1.4973576068878174
13,1.1615660190582275,1.6241576671600342
14,1.1024893522262573,1.4964991807937622
15,1.096864104270935,1.5197447538375854
16,1.1242258548736572,1.4589080810546875
17,1.0717328786849976,1.5117413997650146
18,1.0065454244613647,1.4821438789367676
19,1.016794204711914,1.4136420488357544
20,1.0742599964141846,1.4836883544921875
21,1.1453166007995605,1.5681729316711426
22,1.0366902351379395,1.4696345329284668
23,1.0443241596221924,1.4383916854858398
24,0.9518898725509644,1.3656586408615112
25,1.0841094255447388,1.4756659269332886
26,1.0829135179519653,1.5067875385284424
27,3.0791423320770264,3.4038474559783936
28,1.1010812520980835,1.4832690954208374
29,0.994086503982544,1.3920966386795044
30,0.9740233421325684,1.4205719232559204
31,1.001782774925232,1.4311726093292236
32,0.9561648368835449,1.4362549781799316
33,0.9671302437782288,1.3980095386505127
34,0.9580417275428772,1.431193470954895
35,0.9432781338691711,1.3546249866485596
36,0.9976811408996582,1.4582428932189941
37,1.0746535062789917,1.5813114643096924
38,1.013952612876892,1.4184012413024902
39,1.0166352987289429,1.442673921585083
40,1.0783270597457886,1.4982044696807861
41,0.9503012299537659,1.3692940473556519
42,0.8816627860069275,1.37223482131958
43,0.9163159728050232,1.3581281900405884
44,0.8822166919708252,1.356262445449829
45,0.8714689016342163,1.3657588958740234
46,1.0668309926986694,1.5598030090332031
47,0.8837868571281433,1.3904088735580444
48,1.0602614879608154,1.445949912071228
49,0.888792872428894,1.340123176574707
50,0.9013729095458984,1.340606689453125
51,0.8287063837051392,1.3056361675262451
52,0.827762246131897,1.332398533821106
53,0.9055579304695129,1.372742772102356
54,0.8253816366195679,1.3335992097854614
55,0.7990494966506958,1.3019211292266846
56,0.8362761735916138,1.300124168395996
57,0.8137179017066956,1.3390339612960815
58,0.8334017992019653,1.3039034605026245
59,0.850939929485321,1.3499494791030884
60,0.7765460014343262,1.3123046159744263
61,0.7491761445999146,1.3060047626495361
62,0.9132530689239502,1.3313289880752563
63,0.7898063063621521,1.2815483808517456
64,0.7987596392631531,1.3361577987670898
65,0.7438156008720398,1.3347322940826416
66,0.7618163228034973,1.2995719909667969
67,0.7666975259780884,1.3110431432724
68,0.7392738461494446,1.2933349609375
69,0.7577873468399048,1.2902427911758423
70,0.7733659148216248,1.319754719734192
71,0.7724046111106873,1.2810335159301758
72,0.7453112602233887,1.2736384868621826
73,0.7203127145767212,1.316664457321167
74,0.7548882365226746,1.3061223030090332
75,0.7150893807411194,1.249966025352478
76,0.7242072224617004,1.254757046699524
77,0.7336886525154114,1.2818748950958252
78,0.7329308986663818,1.273883581161499
79,0.6999766826629639,1.3115448951721191
80,0.7113819718360901,1.3280197381973267
81,0.7231473326683044,1.2823129892349243
82,0.7500637173652649,1.2683112621307373
83,0.6950778365135193,1.3206336498260498
84,0.7151390314102173,1.2864584922790527
85,0.68272864818573,1.2673884630203247
86,0.6975040435791016,1.2831127643585205
87,0.696759045124054,1.3095636367797852
88,0.7041283249855042,1.3184986114501953
89,0.6828585267066956,1.279797077178955
90,0.6944341659545898,1.3225047588348389
91,0.6829768419265747,1.306988000869751
92,0.6808991432189941,1.2985354661941528
93,0.6846794486045837,1.2904051542282104
94,0.6810234189033508,1.3098481893539429
95,0.6714300513267517,1.3011516332626343
96,0.6829106211662292,1.2955372333526611
97,0.6607797741889954,1.2987124919891357
98,0.6765822768211365,1.291431188583374
99,0.6566630005836487,1.309004545211792
100,0.6725035905838013,1.3256527185440063
