timestamp,step,actual,predicted
2017/12/25 10:00,1,16.436625,16.537891
2017/12/25 11:00,2,18.252323,18.59996
2017/12/25 12:00,3,18.565582,18.93019
2017/12/25 13:00,4,18.201536,18.069096
2017/12/25 14:00,5,16.77098,15.9438925
2017/12/25 15:00,6,11.667092,12.345071
2017/12/25 16:00,7,9.9091,7.827759
2017/12/25 17:00,8,4.101683,3.5565383
2017/12/25 18:00,9,1.8733093,0.845247
2017/12/25 19:00,10,0.21175325,0.28572246
2017/12/25 20:00,11,-0.021477088,0.3871362
2017/12/25 21:00,12,-0.021380499,0.5809884
2017/12/25 22:00,13,-0.021232285,0.7062583
2017/12/25 23:00,14,-0.021055229,0.4848663
2017/12/26 0:00,15,-0.02085516,0.4178832
2017/12/26 1:00,16,-0.020995563,0.43766212
2017/12/26 2:00,17,-0.020960875,0.5036357
2017/12/26 3:00,18,-0.020981167,0.50505126
2017/12/26 4:00,19,-0.021036558,0.4520791
2017/12/26 5:00,20,-0.020979203,0.24849683
2017/12/26 6:00,21,0.4431722,0.38716608
2017/12/26 7:00,22,3.2879536,2.6176884
2017/12/26 8:00,23,8.326607,7.167504
2017/12/26 9:00,24,11.624677,12.412571
