epoch,train_mse,test_mse
1,301722.96875,25328644.0
2,0.0,22225160.0
3,0.0,19042048.0
4,0.0,15985113.0
5,0.0,13171482.0
6,0.0,10563026.0
7,0.0,8152923.5
8,0.0,6131886.5
9,0.0,4535454.5
10,0.0,3300083.25
11,0.0,2358742.75
12,0.0,1636253.625
13,0.0,1118709.0
14,0.0,749703.125
15,0.0,492710.40625
16,0.0,323354.78125
17,0.0,213389.859375
18,0.0,142217.4375
19,0.0,89433.296875
20,0.0,54099.5859375
21,0.0,34474.03125
22,0.0,23180.03515625
23,0.0,16120.8662109375
24,0.0,11585.998046875
25,0.0,8611.3017578125
26,0.0,6584.0732421875
27,0.0,5162.27783203125
28,0.0,4113.21533203125
29,0.0,3085.952880859375
30,0.0,2430.78955078125
31,0.0,1999.7327880859375
32,0.0,1689.3182373046875
33,0.0,1450.3355712890625
34,0.0,1265.2230224609375
35,0.0,1106.38720703125
36,0.0,970.1302490234375
37,0.0,848.845458984375
38,0.0,756.9768676757812
39,0.0,678.6987915039062
40,0.0,609.7500610351562
41,0.0,548.6563720703125
42,0.0,494.66632080078125
43,0.0,445.3445739746094
44,0.0,401.1084899902344
45,0.0,360.7452392578125
46,0.0,324.1678466796875
47,0.0,290.22845458984375
48,0.0,259.4726867675781
49,0.0,232.7242431640625
50,0.34646332263946533,208.80557250976562
51,0.0,187.2512969970703
52,0.0,167.79229736328125
53,0.0,150.4749298095703
54,0.0,134.8667755126953
55,0.0,121.09664154052734
56,0.0,108.91781616210938
57,0.0,98.0018310546875
58,0.0,88.5419921875
59,0.0,79.99455261230469
60,0.0,72.25923919677734
61,0.0,65.26194763183594
62,0.0,59.04048156738281
63,0.0,53.53040313720703
64,0.0,48.57810974121094
65,0.0,44.20462417602539
66,0.0,44.68220520019531
67,0.0,48.36066818237305
68,0.0,49.73243713378906
69,0.0,50.493980407714844
70,0.0,49.98859405517578
71,0.0,49.193294525146484
72,0.0,47.679561614990234
73,0.0,45.65104675292969
74,0.0,44.6600456237793
75,0.0,42.77016067504883
76,0.0,40.1848258972168
77,0.0,37.447242736816406
78,0.0,34.83885955810547
79,0.0,32.27866744995117
80,0.0,29.850461959838867
81,0.0,27.5952091217041
82,0.0,25.53194808959961
83,0.0,23.58669662475586
84,0.0,21.87017250061035
85,0.0,20.231067657470703
86,0.0,18.71825408935547
87,0.0,17.363685607910156
88,0.0,17.20521354675293
89,0.0,17.206329345703125
90,0.0,16.910751342773438
91,0.0,16.712200164794922
92,0.0,16.356626510620117
93,0.0,15.86309814453125
94,0.0,15.322845458984375
95,0.0,14.700300216674805
96,0.0,14.066306114196777
97,0.0,13.459004402160645
98,0.0,12.84506607055664
99,0.0,12.240009307861328
100,0.23979413509368896,11.665322303771973
101,0.0,11.11454963684082
102,0.0,10.578424453735352
103,0.0,10.060914993286133
104,0.0,9.568313598632812
105,0.0,9.079327583312988
106,0.0,8.652313232421875
107,0.0,8.274497985839844
108,0.0,7.939671516418457
109,0.0,7.653189182281494
110,0.0,7.385795593261719
111,0.0,7.139649391174316
112,0.0,6.910151481628418
113,0.0,6.708265781402588
114,0.0,6.5223541259765625
115,0.0,6.350541114807129
116,0.0,6.194901943206787
117,0.0,6.05012845993042
118,0.0,5.922743797302246
119,0.0,5.799894332885742
120,0.0,5.687881946563721
121,0.0,5.586511611938477
122,0.0,5.49794864654541
123,0.0,5.416640758514404
124,0.0,5.345173358917236
125,0.0,5.270265579223633
126,0.0,5.202081203460693
127,0.0,5.137982368469238
128,0.0,5.081747055053711
129,0.0,5.030402660369873
130,0.0,4.981180191040039
131,0.0,4.933933734893799
132,0.0,4.89206075668335
133,0.0,4.85585880279541
134,0.0,4.824591636657715
135,0.0,4.793707370758057
136,0.0,4.765551567077637
137,0.0,4.737813949584961
138,0.0,4.70990514755249
139,0.0,4.6855058670043945
140,0.0,4.66201114654541
141,0.0,4.639979839324951
142,0.0,4.619401454925537
143,0.0,4.600450038909912
144,0.0,4.582432746887207
145,0.0,4.565700054168701
146,0.0,4.55021333694458
147,0.0,4.535473346710205
148,0.0,4.51973295211792
149,0.0,4.506746768951416
150,0.05330736190080643,4.4937543869018555
151,0.0,4.482860565185547
152,0.0,4.471981525421143
153,0.0,4.46152925491333
154,0.0,4.4524946212768555
155,0.0,4.443869590759277
156,0.0,4.4353485107421875
157,0.0,4.427135467529297
158,0.0,4.418781280517578
159,0.0,4.412958145141602
160,0.0,4.406253814697266
161,0.0,4.399265766143799
162,0.0,4.392004489898682
163,0.0,4.38709831237793
164,0.0,4.381743907928467
165,0.0,4.378025531768799
166,0.0,4.3735761642456055
167,0.0,4.369125843048096
168,0.0,4.364401817321777
169,0.0,4.358694076538086
170,0.0,4.355794429779053
171,0.0,4.35369348526001
172,0.0,4.350563049316406
173,0.0,4.34661340713501
174,0.0,4.343127727508545
175,0.0,4.339748859405518
176,0.0,4.336319446563721
177,0.0,4.333486557006836
178,0.0,4.331363677978516
179,0.0,4.328636169433594
180,0.0,4.327479362487793
181,0.0,4.325151443481445
182,0.0,4.323225975036621
183,0.0,4.3219757080078125
184,0.0,4.321572780609131
185,0.0,4.319737911224365
186,0.0,4.318048000335693
187,0.0,4.316446781158447
188,0.0,4.314982891082764
189,0.0,4.3138251304626465
190,0.0,4.313523769378662
191,0.0,4.312232971191406
192,0.0,4.311558246612549
193,0.0,4.3112473487854
194,0.0,4.310215950012207
195,0.0,4.309759140014648
196,0.0,4.3094892501831055
197,0.0,4.309126853942871
198,0.0,4.308281898498535
199,0.0,4.307642459869385
200,0.026821743696928024,4.306326389312744
