epoch,gamma_pad,eta_pad,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
104,0.4409811198711395,0.026947317644953728,0.7787455916404724,0.392384797334671,8.625825881958008,9.013959884643555,8.838324546813965,1.6330064535140991
105,0.44259902834892273,0.026989636942744255,0.7790737152099609,0.39058902859687805,8.624924659729004,9.019149780273438,8.85011100769043,1.6193820238113403
106,0.44217631220817566,0.0270392969250679,0.7796260714530945,0.3924487829208374,8.63386344909668,9.041546821594238,8.855755805969238,1.6281253099441528
107,0.444076269865036,0.027071289718151093,0.7800754904747009,0.3910580575466156,8.633100509643555,9.0573148727417,8.860337257385254,1.6137540340423584
108,0.4438551366329193,0.027111440896987915,0.779825747013092,0.3915199041366577,8.63417911529541,9.058484077453613,8.870994567871094,1.6149463653564453
109,0.44478097558021545,0.027140982449054718,0.7800478935241699,0.3917520046234131,8.633269309997559,9.070877075195312,8.889616012573242,1.6079689264297485
110,0.4454581141471863,0.027176719158887863,0.7807697057723999,0.3924575448036194,8.64363956451416,9.072345733642578,8.920587539672852,1.6284207105636597
111,0.4461779296398163,0.02720888890326023,0.7809087038040161,0.3921074867248535,8.641234397888184,9.088776588439941,8.94444465637207,1.6208244562149048
112,0.4468906819820404,0.02723449282348156,0.7809135317802429,0.3914293944835663,8.64806079864502,9.096693992614746,8.955318450927734,1.6321440935134888
113,0.44703710079193115,0.027274740859866142,0.7808734178543091,0.3912743031978607,8.641312599182129,9.099264144897461,8.943717002868652,1.6167443990707397
114,0.44831928610801697,0.027311254292726517,0.7812967300415039,0.3913126289844513,8.649696350097656,9.109118461608887,8.950336456298828,1.6130588054656982
115,0.44909170269966125,0.027339331805706024,0.78178870677948,0.3917289078235626,8.63665771484375,9.126121520996094,8.984675407409668,1.6173768043518066
116,0.44915467500686646,0.02738162875175476,0.7809804677963257,0.39070582389831543,8.652788162231445,9.123834609985352,8.988465309143066,1.6089394092559814
117,0.4497523009777069,0.027409786358475685,0.7811359763145447,0.39039936661720276,8.66014289855957,9.127408027648926,9.009907722473145,1.6150202751159668
118,0.4505947232246399,0.027439098805189133,0.7821808457374573,0.39240214228630066,8.667596817016602,9.142054557800293,8.99032211303711,1.610007405281067
119,0.45098721981048584,0.027478890493512154,0.78229820728302,0.3914679288864136,8.664383888244629,9.113675117492676,8.982929229736328,1.6210639476776123
120,0.45154738426208496,0.027512412518262863,0.7819752097129822,0.3902665674686432,8.670027732849121,9.137005805969238,8.98779296875,1.622497797012329
121,0.4517742097377777,0.02753620222210884,0.7821643948554993,0.391078919172287,8.672698974609375,9.124748229980469,9.00668716430664,1.612381935119629
122,0.45241886377334595,0.027562160044908524,0.7820181250572205,0.3901989459991455,8.674846649169922,9.14415454864502,9.017914772033691,1.6242485046386719
123,0.4524010121822357,0.027586208656430244,0.7820277810096741,0.39004600048065186,8.675002098083496,9.133891105651855,9.031880378723145,1.6147608757019043
124,0.4529697000980377,0.027615228667855263,0.7822331190109253,0.3906235694885254,8.66572380065918,9.139971733093262,9.040592193603516,1.6228563785552979
125,0.45403945446014404,0.02763807214796543,0.7828052043914795,0.390334814786911,8.675899505615234,9.150918006896973,9.050950050354004,1.6136484146118164
126,0.45380643010139465,0.027661051601171494,0.7821544408798218,0.3894956409931183,8.682341575622559,9.160253524780273,9.070333480834961,1.612196683883667
127,0.45455402135849,0.02767874486744404,0.7828766107559204,0.3901613652706146,8.689596176147461,9.167120933532715,9.084615707397461,1.6214268207550049
128,0.45480960607528687,0.027702696621418,0.7827764749526978,0.38972651958465576,8.693000793457031,9.16528034210205,9.086570739746094,1.620259404182434
129,0.4553576409816742,0.02772660180926323,0.7830324172973633,0.3904465436935425,8.689105987548828,9.159485816955566,9.089837074279785,1.6011055707931519
130,0.4555788040161133,0.02774740941822529,0.7832542061805725,0.39027705788612366,8.686769485473633,9.152426719665527,9.08945083618164,1.605979323387146
131,0.4562601149082184,0.027761511504650116,0.7834537625312805,0.3902313709259033,8.685443878173828,9.151999473571777,9.094122886657715,1.6183407306671143
132,0.4563429057598114,0.027783267199993134,0.7832327485084534,0.3898308575153351,8.69351863861084,9.159649848937988,9.084171295166016,1.6129601001739502
133,0.4565397799015045,0.027803054079413414,0.7833360433578491,0.3902587890625,8.697457313537598,9.169767379760742,9.093335151672363,1.6219725608825684
134,0.45672741532325745,0.027820460498332977,0.7835386991500854,0.3902747929096222,8.708182334899902,9.165534973144531,9.094182968139648,1.6210180521011353
135,0.4574701488018036,0.027840949594974518,0.7839877009391785,0.38909801840782166,8.709121704101562,9.171955108642578,9.099618911743164,1.603891134262085
136,0.457363486289978,0.027863621711730957,0.7838265895843506,0.38916608691215515,8.7083101272583,9.176365852355957,9.102343559265137,1.5941475629806519
137,0.45824873447418213,0.027877235785126686,0.7842180728912354,0.3892334997653961,8.701913833618164,9.163816452026367,9.105877876281738,1.6053346395492554
138,0.45825350284576416,0.027899783104658127,0.7837410569190979,0.3893336355686188,8.710922241210938,9.162951469421387,9.114115715026855,1.6228400468826294
139,0.4585935175418854,0.027908939868211746,0.7843501567840576,0.3897089660167694,8.705456733703613,9.171524047851562,9.116573333740234,1.6152763366699219
140,0.4588390290737152,0.02792554534971714,0.784138023853302,0.38899222016334534,8.710208892822266,9.173654556274414,9.118810653686523,1.6206258535385132
141,0.4589965343475342,0.027940822765231133,0.7842510938644409,0.3891921639442444,8.712652206420898,9.175190925598145,9.124250411987305,1.6100455522537231
142,0.4591136574745178,0.02795066311955452,0.7842336893081665,0.38882771134376526,8.709397315979004,9.169811248779297,9.125625610351562,1.607959508895874
143,0.4593750536441803,0.027966367080807686,0.7842656970024109,0.3884609639644623,8.710986137390137,9.183704376220703,9.118882179260254,1.6114537715911865
144,0.4596123993396759,0.027975864708423615,0.7843163013458252,0.3889203667640686,8.714778900146484,9.182969093322754,9.123067855834961,1.6038492918014526
145,0.4598422646522522,0.027992818504571915,0.7845552563667297,0.3892872631549835,8.720613479614258,9.185809135437012,9.1205415725708,1.5982589721679688
146,0.4601577818393707,0.02800160087645054,0.7845860719680786,0.3891090452671051,8.717845916748047,9.187512397766113,9.121647834777832,1.6071949005126953
147,0.45982688665390015,0.028014816343784332,0.7844889760017395,0.38938143849372864,8.718839645385742,9.192731857299805,9.122210502624512,1.6109542846679688
148,0.4602489173412323,0.02802402898669243,0.7846910953521729,0.3894478380680084,8.720709800720215,9.192281723022461,9.127639770507812,1.6200515031814575
149,0.4603897035121918,0.028031928464770317,0.7846916913986206,0.3893985450267792,8.721332550048828,9.194554328918457,9.126801490783691,1.6147308349609375
150,0.46062830090522766,0.02804221399128437,0.7847420573234558,0.38930970430374146,8.720592498779297,9.194580078125,9.12862491607666,1.6095526218414307
151,0.46068325638771057,0.028050193563103676,0.7848045229911804,0.38915520906448364,8.718535423278809,9.196642875671387,9.140607833862305,1.6073050498962402
152,0.460750013589859,0.028061216697096825,0.7848967909812927,0.3892624080181122,8.717272758483887,9.194796562194824,9.14246940612793,1.608443021774292
153,0.4609193205833435,0.02807006798684597,0.7851181626319885,0.38947999477386475,8.71984577178955,9.195862770080566,9.137738227844238,1.6046979427337646
154,0.46123990416526794,0.028073105961084366,0.7851611375808716,0.3891593813896179,8.723541259765625,9.196897506713867,9.13697624206543,1.6074320077896118
155,0.4611126184463501,0.028085893020033836,0.7852807641029358,0.3894067406654358,8.724247932434082,9.200315475463867,9.140155792236328,1.6007436513900757
156,0.46114233136177063,0.028093945235013962,0.7850756049156189,0.388981431722641,8.724748611450195,9.20418930053711,9.13618278503418,1.6023449897766113
157,0.46166566014289856,0.028097782284021378,0.7852420210838318,0.3889843225479126,8.72586727142334,9.199943542480469,9.13847541809082,1.5882493257522583
158,0.46166059374809265,0.028107864782214165,0.78545081615448,0.3895896375179291,8.726444244384766,9.201746940612793,9.147590637207031,1.5904440879821777
159,0.4614222049713135,0.028114648535847664,0.7850891351699829,0.38901928067207336,8.726993560791016,9.201051712036133,9.148323059082031,1.5929547548294067
160,0.46169552206993103,0.028119657188653946,0.7850503921508789,0.38877877593040466,8.728790283203125,9.202178955078125,9.150688171386719,1.5876377820968628
161,0.461702436208725,0.028125731274485588,0.7853517532348633,0.38937848806381226,8.730425834655762,9.20119857788086,9.147173881530762,1.5927815437316895
162,0.4617958664894104,0.028130920603871346,0.7853876948356628,0.38936203718185425,8.730751037597656,9.203965187072754,9.149497032165527,1.5887972116470337
163,0.4619733393192291,0.028137046843767166,0.7855230569839478,0.3895726799964905,8.731215476989746,9.207018852233887,9.150522232055664,1.592236876487732
164,0.4620647728443146,0.02813991904258728,0.7854942083358765,0.3891372084617615,8.73305606842041,9.209562301635742,9.146448135375977,1.5978893041610718
165,0.4622601568698883,0.02814464084804058,0.7856465578079224,0.3892638683319092,8.732983589172363,9.210448265075684,9.148472785949707,1.598456859588623
166,0.46222686767578125,0.028150547295808792,0.7855470776557922,0.38951656222343445,8.734378814697266,9.213231086730957,9.151941299438477,1.5954338312149048
167,0.46222513914108276,0.028155935928225517,0.7854352593421936,0.38924574851989746,8.73694133758545,9.212218284606934,9.152488708496094,1.5955716371536255
168,0.4622442126274109,0.02815905213356018,0.7855640649795532,0.38939663767814636,8.73891830444336,9.214149475097656,9.154187202453613,1.5949976444244385
169,0.46252697706222534,0.02816222794353962,0.7855404615402222,0.3891221880912781,8.73928451538086,9.215402603149414,9.155074119567871,1.5912821292877197
170,0.4623427987098694,0.02816583961248398,0.7854889631271362,0.38927367329597473,8.739546775817871,9.216069221496582,9.155192375183105,1.590528130531311
171,0.4625089764595032,0.028169646859169006,0.7855415344238281,0.3890371024608612,8.739917755126953,9.215774536132812,9.156903266906738,1.5908783674240112
172,0.46249398589134216,0.028173737227916718,0.7856160402297974,0.3894689679145813,8.741231918334961,9.216131210327148,9.155238151550293,1.590013027191162
173,0.4623103737831116,0.02817709743976593,0.7856472730636597,0.3894866704940796,8.740254402160645,9.21458625793457,9.15526008605957,1.589535117149353
174,0.4625004529953003,0.028179407119750977,0.7856128215789795,0.38911670446395874,8.739995956420898,9.213479995727539,9.157468795776367,1.5894534587860107
175,0.4625706672668457,0.028183789923787117,0.7856225967407227,0.3890378773212433,8.739903450012207,9.21396255493164,9.158575057983398,1.5899784564971924
176,0.462581068277359,0.02818659134209156,0.7856733798980713,0.3891746699810028,8.740447044372559,9.213580131530762,9.157408714294434,1.5879985094070435
177,0.4626765847206116,0.02818647027015686,0.7858729958534241,0.3896018862724304,8.7409029006958,9.2156982421875,9.157072067260742,1.5872108936309814
178,0.46275633573532104,0.028188936412334442,0.7857550382614136,0.38932371139526367,8.741066932678223,9.216318130493164,9.15818977355957,1.5876015424728394
179,0.46270954608917236,0.028191007673740387,0.7859088778495789,0.3896470367908478,8.739570617675781,9.21658706665039,9.15754508972168,1.5874059200286865
180,0.4628187417984009,0.028192654252052307,0.7859195470809937,0.38974660634994507,8.738834381103516,9.217550277709961,9.157608985900879,1.5870262384414673
181,0.4626862704753876,0.028194811195135117,0.7858531475067139,0.3895932734012604,8.738800048828125,9.217903137207031,9.15814208984375,1.5836846828460693
182,0.4625888466835022,0.028197158128023148,0.7856766581535339,0.38926568627357483,8.74006175994873,9.21879768371582,9.159524917602539,1.5855517387390137
183,0.46273642778396606,0.028197351843118668,0.7858947515487671,0.38961946964263916,8.740280151367188,9.21861743927002,9.15870475769043,1.5861668586730957
184,0.4628182649612427,0.02819862961769104,0.785772979259491,0.3891010880470276,8.7398042678833,9.21851634979248,9.159090042114258,1.5883457660675049
185,0.46289166808128357,0.028200577944517136,0.7859123349189758,0.38942405581474304,8.739872932434082,9.218803405761719,9.158955574035645,1.5887724161148071
186,0.4628922939300537,0.028201647102832794,0.7858490347862244,0.3894301652908325,8.739716529846191,9.218825340270996,9.15919303894043,1.5882015228271484
187,0.46282902359962463,0.02820340171456337,0.7858243584632874,0.3894011378288269,8.740060806274414,9.21909236907959,9.160391807556152,1.5865074396133423
188,0.462881475687027,0.028203733265399933,0.7857379913330078,0.3891439437866211,8.740328788757324,9.219949722290039,9.1607027053833,1.5867780447006226
189,0.46278974413871765,0.02820502407848835,0.7857493162155151,0.3892412483692169,8.740123748779297,9.219505310058594,9.1610746383667,1.5855315923690796
190,0.4629192352294922,0.02820507064461708,0.7858445048332214,0.3893844783306122,8.74035930633545,9.219826698303223,9.16092586517334,1.5848926305770874
191,0.4628259837627411,0.02820681966841221,0.7857576012611389,0.3893222212791443,8.740299224853516,9.220239639282227,9.161012649536133,1.5860185623168945
192,0.46287596225738525,0.02820761315524578,0.78575199842453,0.3892132639884949,8.740358352661133,9.219861030578613,9.161001205444336,1.5857335329055786
193,0.4628904461860657,0.028208285570144653,0.7858200073242188,0.3894384801387787,8.74031925201416,9.219705581665039,9.160857200622559,1.5860300064086914
194,0.4629242420196533,0.02820892445743084,0.7858269810676575,0.3894234001636505,8.739824295043945,9.219533920288086,9.161103248596191,1.5852633714675903
