epoch,train_mse,test_mse
1,55.91994857788086,74.69651794433594
2,7.497570037841797,10.552903175354004
3,5.218879222869873,7.880947113037109
4,4.429305553436279,6.736516952514648
5,3.941589832305908,6.171629905700684
6,3.678652286529541,5.878109455108643
7,3.4809024333953857,5.675325870513916
8,3.347675323486328,5.542984485626221
9,3.2047150135040283,5.427323341369629
10,3.1362860202789307,5.540647029876709
11,3.058413505554199,5.273761749267578
12,2.909109354019165,5.183588027954102
13,2.8927440643310547,4.938504695892334
14,2.653019666671753,4.855340003967285
15,2.536649465560913,4.587508678436279
16,2.3909385204315186,4.448631286621094
17,2.2338051795959473,4.263288974761963
18,2.1154778003692627,4.13340425491333
19,2.158451557159424,4.122659206390381
20,2.008535861968994,3.9626011848449707
21,1.900696039199829,3.8355844020843506
22,1.9448810815811157,3.8934926986694336
23,1.9266914129257202,3.7996678352355957
24,1.793125033378601,3.579878807067871
25,1.772862434387207,3.5807132720947266
26,1.8045687675476074,3.542851686477661
27,1.6798285245895386,3.458249092102051
28,1.6940813064575195,3.4365153312683105
29,1.6851780414581299,3.412818431854248
30,1.697698712348938,3.505580186843872
31,1.713160753250122,3.50095534324646
32,2.1126863956451416,4.12982177734375
33,1.7446751594543457,3.5948996543884277
34,1.635528802871704,3.4199748039245605
35,1.584725260734558,3.3885881900787354
36,1.6012909412384033,3.4012818336486816
37,1.5083832740783691,3.3503150939941406
38,1.49273681640625,3.292341947555542
39,1.4799405336380005,3.320464611053467
40,1.5218523740768433,3.3471481800079346
41,1.4672653675079346,3.3192710876464844
42,1.4613845348358154,3.330787181854248
43,2.1870923042297363,4.250186443328857
44,1.482574462890625,3.229416847229004
45,1.422608733177185,3.3115692138671875
46,1.9057338237762451,4.216504096984863
47,1.4139306545257568,3.306136131286621
48,1.3996092081069946,3.354055881500244
49,1.3761097192764282,3.287466049194336
50,1.5042868852615356,3.32409930229187
51,1.4917047023773193,3.4226503372192383
52,1.3756954669952393,3.3101730346679688
53,1.3538578748703003,3.2944962978363037
54,1.3490052223205566,3.368323564529419
55,1.527813196182251,3.3369698524475098
56,1.3302311897277832,3.3735239505767822
57,1.8293230533599854,4.22809362411499
58,1.3244949579238892,3.4180116653442383
59,1.3102951049804688,3.3235743045806885
60,1.3115779161453247,3.419239044189453
61,1.2915862798690796,3.401235342025757
62,1.3334734439849854,3.5004706382751465
63,1.3962385654449463,3.591012954711914
64,1.348225474357605,3.480691909790039
65,1.2460767030715942,3.430021286010742
66,1.2735289335250854,3.5020363330841064
67,1.2664105892181396,3.4419353008270264
68,1.234893798828125,3.4433839321136475
69,1.2394002676010132,3.527721643447876
70,1.2151014804840088,3.63845157623291
71,1.21912682056427,3.5783562660217285
72,1.211544156074524,3.622735023498535
73,1.1910499334335327,3.6851866245269775
74,1.3293741941452026,3.6457173824310303
75,1.3723658323287964,3.751952886581421
76,1.156415343284607,3.811941623687744
77,1.181145191192627,3.7924087047576904
78,1.1509016752243042,3.8297693729400635
79,1.172881841659546,4.05312967300415
80,1.1923052072525024,4.045607566833496
81,1.200196623802185,4.48699951171875
82,1.148256540298462,4.241261005401611
83,1.1511740684509277,4.176120281219482
84,1.2173504829406738,4.073549747467041
85,1.075703740119934,4.235304832458496
86,1.2770533561706543,4.430455684661865
87,1.0823326110839844,4.446562767028809
88,1.0582839250564575,4.437352180480957
89,1.1572535037994385,4.6943039894104
90,1.0790891647338867,5.037590503692627
91,1.0534416437149048,4.683953285217285
92,1.0319820642471313,4.705271244049072
93,1.180214285850525,4.530506134033203
94,1.0996925830841064,4.791284084320068
95,1.0137012004852295,5.031505584716797
96,0.9785991311073303,4.923410415649414
97,1.0316990613937378,5.042643070220947
98,1.2140746116638184,5.585962295532227
99,1.121010661125183,5.15279483795166
100,0.9551949501037598,5.189403057098389
