epoch,train_r²,validation_r²
1,-3120.01806640625,-3816.66650390625
2,-1459.328369140625,-1787.5460205078125
3,-706.5581665039062,-875.7018432617188
4,-330.7790222167969,-408.3903503417969
5,-123.8995590209961,-156.24830627441406
6,-42.44003677368164,-56.027713775634766
7,-17.19632911682129,-23.199209213256836
8,-9.099703788757324,-12.378700256347656
9,-5.520627498626709,-7.618679046630859
10,-3.6543641090393066,-5.099127769470215
11,-2.457993984222412,-3.533090114593506
12,-1.686934232711792,-2.495781898498535
13,-1.1702451705932617,-1.830199956893921
14,-0.7979799509048462,-1.321075201034546
15,-0.4610697031021118,-0.9156061410903931
16,-0.21523892879486084,-0.6043428182601929
17,-0.016776442527770996,-0.3404914140701294
18,0.11317521333694458,-0.1708371639251709
19,0.22388476133346558,-0.02476179599761963
20,0.33060210943222046,0.1234394907951355
21,0.420742392539978,0.24221676588058472
22,0.5005105137825012,0.3495780825614929
23,0.5481804609298706,0.415080726146698
24,0.610987663269043,0.48290330171585083
25,0.6307824850082397,0.5163101553916931
26,0.6874287128448486,0.5808652639389038
27,0.7095531821250916,0.6073275804519653
28,0.7404648065567017,0.6497004628181458
29,0.7763991355895996,0.701845645904541
30,0.7881719470024109,0.7168126106262207
31,0.8129478693008423,0.749728798866272
32,0.8274871706962585,0.7687591314315796
33,0.8492790460586548,0.7939393520355225
34,0.8612626791000366,0.8126554489135742
35,0.869809627532959,0.821264386177063
36,0.8744639158248901,0.8341214656829834
37,0.8938464522361755,0.8561258316040039
38,0.8978303670883179,0.8596906661987305
39,0.9021156430244446,0.8712955117225647
40,0.9132440686225891,0.8824812769889832
41,0.9200654029846191,0.8911788463592529
42,0.9211601614952087,0.8920096755027771
43,0.9178297519683838,0.8899499177932739
44,0.9322794079780579,0.9081401228904724
45,0.9349268674850464,0.9124591946601868
46,0.9255555868148804,0.9065112471580505
47,0.9363154172897339,0.9137392640113831
48,0.9400989413261414,0.9171434044837952
49,0.9472303986549377,0.9275235533714294
50,0.9471739530563354,0.9284671545028687
