timestamp,step,actual,predicted
2017/12/23 1:00,1,-0.021019656,0.31994948
2017/12/23 2:00,2,-0.02103692,0.42551452
2017/12/23 3:00,3,-0.02112697,0.67877394
2017/12/23 4:00,4,-0.02124535,0.38140926
2017/12/23 5:00,5,-0.021108925,0.24764863
2017/12/23 6:00,6,0.53322697,0.52082896
2017/12/23 7:00,7,4.0259366,3.8350465
2017/12/23 8:00,8,9.012362,9.251046
2017/12/23 9:00,9,13.283987,14.097213
2017/12/23 10:00,10,16.289295,16.76803
2017/12/23 11:00,11,18.183117,18.694473
2017/12/23 12:00,12,18.910065,19.162798
2017/12/23 13:00,13,18.474691,19.151983
2017/12/23 14:00,14,17.416098,17.644613
2017/12/23 15:00,15,14.965842,14.73795
2017/12/23 16:00,16,10.456234,10.311216
2017/12/23 17:00,17,6.0538926,5.660985
2017/12/23 18:00,18,1.7828847,1.3657794
2017/12/23 19:00,19,0.13544486,0.4577593
2017/12/23 20:00,20,-0.021281134,0.732849
2017/12/23 21:00,21,-0.021155339,0.4404303
2017/12/23 22:00,22,-0.021207184,0.18396871
2017/12/23 23:00,23,-0.021160567,0.19288293
2017/12/24 0:00,24,-0.020848269,0.48945478
