epoch,train_r²,test_r²
1,-71.05000305175781,-103.352294921875
2,0.0,-14.53497314453125
3,0.0,-2.660769462585449
4,0.0,-0.30822181701660156
5,0.0,0.39076972007751465
6,0.0,0.6440348625183105
7,0.0,0.7645846605300903
8,0.0,0.8197518587112427
9,0.0,0.8636250495910645
10,0.0,0.8825372457504272
11,0.0,0.9007053375244141
12,0.0,0.9127939343452454
13,0.0,0.9220399260520935
14,0.0,0.9306628108024597
15,0.0,0.9354948997497559
16,0.0,0.9381206631660461
17,0.0,0.9412849545478821
18,0.0,0.9437857866287231
19,0.0,0.94072026014328
20,0.0,0.9471866488456726
21,0.0,0.9452741742134094
22,0.0,0.9478963613510132
23,0.0,0.9507163166999817
24,0.0,0.9511052966117859
25,0.0,0.9502374529838562
26,0.0,0.9508500695228577
27,0.0,0.9538357853889465
28,0.0,0.9497588276863098
29,0.0,0.9537135362625122
30,0.0,0.9535223245620728
31,0.0,0.9440963268280029
32,0.0,0.9526547789573669
33,0.0,0.953606367111206
34,0.0,0.9528472423553467
35,0.0,0.9535521864891052
36,0.0,0.9543212056159973
37,0.0,0.9407724142074585
38,0.0,0.948381781578064
39,0.0,0.9451597929000854
40,0.0,0.9447472095489502
41,0.0,0.9534083604812622
42,0.0,0.9508554339408875
43,0.0,0.9535889029502869
44,0.0,0.9550116062164307
45,0.0,0.9471390247344971
46,0.0,0.9524794816970825
47,0.0,0.9470046162605286
48,0.0,0.954409658908844
49,0.0,0.9539097547531128
50,0.9759781360626221,0.9556209444999695
51,0.0,0.9500789642333984
52,0.0,0.9423309564590454
53,0.0,0.9537689685821533
54,0.0,0.9348320960998535
55,0.0,0.9548127055168152
56,0.0,0.9514840245246887
57,0.0,0.9474902153015137
58,0.0,0.9465430378913879
59,0.0,0.9455743432044983
60,0.0,0.9459348320960999
61,0.0,0.950261652469635
62,0.0,0.9513869285583496
63,0.0,0.9510602951049805
64,0.0,0.953014075756073
65,0.0,0.9415327310562134
66,0.0,0.9316079020500183
67,0.0,0.9457612633705139
68,0.0,0.9529635310173035
69,0.0,0.9529970288276672
70,0.0,0.9504716992378235
71,0.0,0.9475172758102417
72,0.0,0.9508638381958008
73,0.0,0.9511975646018982
74,0.0,0.9518219828605652
75,0.0,0.9511549472808838
76,0.0,0.9487967491149902
77,0.0,0.9471749067306519
78,0.0,0.9413585662841797
79,0.0,0.9492344260215759
80,0.0,0.9493788480758667
81,0.0,0.9471560120582581
82,0.0,0.9417285919189453
83,0.0,0.948352038860321
84,0.0,0.9445884227752686
85,0.0,0.9428297281265259
86,0.0,0.9407616853713989
87,0.0,0.9428382515907288
88,0.0,0.9452499151229858
89,0.0,0.9365208148956299
90,0.0,0.9452895522117615
91,0.0,0.9488561153411865
92,0.0,0.9443233013153076
93,0.0,0.9427314400672913
94,0.0,0.948398768901825
95,0.0,0.9443051218986511
96,0.0,0.9447506070137024
97,0.0,0.9346323013305664
98,0.0,0.938636302947998
99,0.0,0.9456372261047363
100,0.9945350289344788,0.9489811062812805
101,0.0,0.9459234476089478
102,0.0,0.9425995945930481
103,0.0,0.9492833614349365
104,0.0,0.9461777806282043
105,0.0,0.9457653760910034
106,0.0,0.9504449963569641
107,0.0,0.9441463947296143
108,0.0,0.9479420781135559
109,0.0,0.9495282173156738
110,0.0,0.9431689977645874
111,0.0,0.9480628967285156
112,0.0,0.9490363597869873
113,0.0,0.9480723738670349
114,0.0,0.9497300386428833
115,0.0,0.9452559947967529
116,0.0,0.9462918639183044
117,0.0,0.947044849395752
118,0.0,0.9491434097290039
119,0.0,0.9480920433998108
120,0.0,0.948824942111969
121,0.0,0.9484204053878784
122,0.0,0.9484636187553406
123,0.0,0.9540548324584961
124,0.0,0.9516268372535706
125,0.0,0.952100396156311
126,0.0,0.9526610374450684
127,0.0,0.9494495987892151
128,0.0,0.9515345692634583
129,0.0,0.9503106474876404
130,0.0,0.9499954581260681
131,0.0,0.953804075717926
132,0.0,0.9497571587562561
133,0.0,0.9529087543487549
134,0.0,0.9530025720596313
135,0.0,0.9527255892753601
136,0.0,0.9539979696273804
137,0.0,0.9494065046310425
138,0.0,0.9545034170150757
139,0.0,0.9502601623535156
140,0.0,0.951227068901062
141,0.0,0.9518712759017944
142,0.0,0.9521306157112122
143,0.0,0.9546232223510742
144,0.0,0.9492457509040833
145,0.0,0.9476754665374756
146,0.0,0.9510757327079773
147,0.0,0.954511821269989
148,0.0,0.953975260257721
149,0.0,0.9544282555580139
150,0.9984980225563049,0.9528520703315735
151,0.0,0.9542936086654663
152,0.0,0.9537782669067383
153,0.0,0.9520953893661499
154,0.0,0.9550255537033081
155,0.0,0.9518877267837524
156,0.0,0.9544802904129028
157,0.0,0.9524049162864685
158,0.0,0.9524019956588745
159,0.0,0.9548353552818298
160,0.0,0.9514553546905518
161,0.0,0.9532103538513184
162,0.0,0.955173671245575
163,0.0,0.9528694152832031
164,0.0,0.9542695879936218
165,0.0,0.952782392501831
166,0.0,0.9532440304756165
167,0.0,0.9549820423126221
168,0.0,0.9549510478973389
169,0.0,0.9512072205543518
170,0.0,0.9542328715324402
171,0.0,0.954138457775116
172,0.0,0.9571858048439026
173,0.0,0.9533931612968445
174,0.0,0.9524786472320557
175,0.0,0.9554823637008667
176,0.0,0.9515531659126282
177,0.0,0.9517737627029419
178,0.0,0.9551663994789124
179,0.0,0.9548248648643494
180,0.0,0.9540205001831055
181,0.0,0.9534196853637695
182,0.0,0.9546070694923401
183,0.0,0.9527451395988464
184,0.0,0.9562903642654419
185,0.0,0.9529701471328735
186,0.0,0.956596314907074
187,0.0,0.9530770182609558
188,0.0,0.9552797079086304
189,0.0,0.95464026927948
190,0.0,0.9561504125595093
191,0.0,0.9542308449745178
192,0.0,0.951743483543396
193,0.0,0.9533177018165588
194,0.0,0.952527642250061
195,0.0,0.9536004066467285
196,0.0,0.9542055130004883
197,0.0,0.9552522301673889
198,0.0,0.9558303356170654
199,0.0,0.9549914002418518
200,0.9990212321281433,0.9561184644699097
201,0.0,0.9546050429344177
202,0.0,0.9553146362304688
203,0.0,0.9563402533531189
204,0.0,0.9561811089515686
205,0.0,0.9535318613052368
206,0.0,0.9541573524475098
207,0.0,0.9551892876625061
208,0.0,0.9553118348121643
209,0.0,0.9537122845649719
210,0.0,0.9549224376678467
211,0.0,0.9575155973434448
212,0.0,0.9539816975593567
213,0.0,0.9533109068870544
214,0.0,0.9563650488853455
215,0.0,0.9523394703865051
216,0.0,0.9550363421440125
217,0.0,0.9534644484519958
218,0.0,0.9551152586936951
219,0.0,0.9573377966880798
220,0.0,0.9526561498641968
221,0.0,0.9562910199165344
222,0.0,0.9547989964485168
223,0.0,0.9552826881408691
224,0.0,0.956685483455658
225,0.0,0.9555442929267883
226,0.0,0.9559046626091003
227,0.0,0.9500223398208618
228,0.0,0.9561948776245117
229,0.0,0.9574732184410095
230,0.0,0.9562605619430542
231,0.0,0.9564277529716492
232,0.0,0.9564656615257263
233,0.0,0.9552657604217529
234,0.0,0.9568265080451965
235,0.0,0.9567831158638
236,0.0,0.9568109512329102
237,0.0,0.9562116265296936
238,0.0,0.9562661647796631
239,0.0,0.954826295375824
240,0.0,0.9547709822654724
241,0.0,0.9562617540359497
242,0.0,0.9565476179122925
243,0.0,0.9556403756141663
244,0.0,0.9544429183006287
245,0.0,0.9551618695259094
246,0.0,0.9567896127700806
247,0.0,0.9554403424263
248,0.0,0.9566521048545837
249,0.0,0.9547895193099976
250,0.9991979598999023,0.9538681507110596
251,0.0,0.9564749002456665
252,0.0,0.9567689895629883
253,0.0,0.9559832811355591
254,0.0,0.9565320611000061
255,0.0,0.9551116824150085
256,0.0,0.9570168256759644
257,0.0,0.9565067291259766
258,0.0,0.9572926759719849
259,0.0,0.9567456245422363
260,0.0,0.9575095176696777
261,0.0,0.9565780758857727
262,0.0,0.9570949077606201
263,0.0,0.9558511972427368
264,0.0,0.9568288922309875
265,0.0,0.9570785164833069
266,0.0,0.9546436667442322
267,0.0,0.95771324634552
268,0.0,0.9563652276992798
269,0.0,0.9575114846229553
270,0.0,0.9568377733230591
271,0.0,0.9571638703346252
272,0.0,0.9567703008651733
273,0.0,0.9545168280601501
274,0.0,0.9559186697006226
275,0.0,0.9580063223838806
276,0.0,0.9564443230628967
277,0.0,0.9575631022453308
278,0.0,0.9558536410331726
279,0.0,0.9574780464172363
280,0.0,0.9584586024284363
281,0.0,0.9568185210227966
282,0.0,0.9581901431083679
283,0.0,0.9554492831230164
284,0.0,0.9578139781951904
285,0.0,0.9569948315620422
286,0.0,0.9579852819442749
287,0.0,0.9574918150901794
288,0.0,0.9571418166160583
289,0.0,0.9588724970817566
290,0.0,0.9571712017059326
291,0.0,0.9584571123123169
292,0.0,0.9568841457366943
293,0.0,0.9577990174293518
294,0.0,0.9587796330451965
295,0.0,0.9557374715805054
296,0.0,0.958579957485199
297,0.0,0.9569015502929688
298,0.0,0.9561535120010376
299,0.0,0.9567033648490906
300,0.9996921420097351,0.9563900232315063
