epoch,train_mse,test_mse
1,2.1670191287994385,3.549781322479248
2,1.8441667556762695,3.1451685428619385
3,1.5409501791000366,2.5059456825256348
4,1.7906434535980225,3.059042453765869
5,1.4698086977005005,2.729569673538208
6,1.644372582435608,2.794435501098633
7,2.141294479370117,3.2281205654144287
8,1.4187588691711426,2.8312692642211914
9,1.143533706665039,2.3353705406188965
10,1.6051158905029297,2.897352695465088
11,1.1421862840652466,2.2464213371276855
12,1.2047312259674072,2.4309136867523193
13,1.284066915512085,2.531428337097168
14,1.4242501258850098,2.9018795490264893
15,1.0322990417480469,2.2063052654266357
16,1.455298900604248,2.882599115371704
17,1.6446714401245117,2.9929091930389404
18,1.7168419361114502,3.325240135192871
19,1.1499273777008057,2.4064688682556152
20,1.1769483089447021,2.360215663909912
21,1.1754014492034912,2.3719828128814697
22,1.1915351152420044,2.342233180999756
23,1.0028713941574097,2.192678689956665
24,1.6749929189682007,3.401310443878174
25,1.1994786262512207,2.7634425163269043
26,0.9861745238304138,2.294825553894043
27,1.3487415313720703,2.6420440673828125
28,1.1317976713180542,2.472341537475586
29,1.114392876625061,2.624309539794922
30,0.9726866483688354,2.2338359355926514
31,1.4222079515457153,2.6337924003601074
32,1.8216934204101562,2.969188928604126
33,0.9220924973487854,2.244964122772217
34,0.986003041267395,2.278916597366333
35,1.0888028144836426,2.7103657722473145
36,1.4420126676559448,2.950793743133545
37,1.1470977067947388,2.530904769897461
38,1.3415149450302124,2.550203561782837
39,0.8905048966407776,2.3065361976623535
40,0.9989323019981384,2.3903515338897705
41,0.9471130967140198,2.7711267471313477
42,0.8993486762046814,2.461813449859619
43,0.9077202081680298,2.2840075492858887
44,0.9955626726150513,2.5631823539733887
45,1.0272297859191895,2.672962188720703
46,1.0233758687973022,2.615445375442505
47,0.8577423095703125,2.250467300415039
48,1.1244580745697021,3.0034995079040527
49,0.9409373998641968,2.484231948852539
50,1.007780909538269,2.588928461074829
51,1.08616304397583,2.6594669818878174
52,0.765822172164917,2.1941323280334473
53,1.0977017879486084,2.5936813354492188
54,0.8254542350769043,2.3268563747406006
55,0.8244637250900269,2.4449963569641113
56,0.8764722943305969,2.3131887912750244
57,0.7414725422859192,2.2080163955688477
58,1.2346237897872925,2.7594878673553467
59,0.7963327765464783,2.5409891605377197
60,0.7856411337852478,2.2946860790252686
61,0.7051089406013489,2.232099771499634
62,0.8490848541259766,2.609471559524536
63,0.743570864200592,2.603553056716919
64,0.9888852834701538,3.324972152709961
65,0.9277981519699097,2.9253690242767334
66,0.7280612587928772,2.279226303100586
67,0.9037802815437317,2.965714693069458
68,0.657307505607605,2.3349502086639404
69,0.7415136098861694,2.6466898918151855
70,1.0434868335723877,3.0981552600860596
71,0.760223388671875,2.3541812896728516
72,0.7317603826522827,2.9327449798583984
73,0.6672264933586121,2.5167322158813477
74,0.6621252298355103,2.610640525817871
75,0.6692723035812378,2.9461510181427
76,0.608274519443512,2.415526866912842
77,0.6161835193634033,2.486739158630371
78,0.5951464176177979,2.6359307765960693
79,0.6153786182403564,2.611065149307251
80,0.6646451950073242,3.0107319355010986
81,0.564752459526062,2.644179344177246
82,0.6628108024597168,2.8137171268463135
83,0.6789611577987671,2.9847030639648438
84,0.612789511680603,3.0766172409057617
85,0.7251697778701782,3.5468733310699463
86,0.5365384817123413,3.7073941230773926
87,0.5714821815490723,2.8852386474609375
88,0.5383695960044861,3.1707537174224854
89,0.5623513460159302,2.9370453357696533
90,0.7407407164573669,3.1842780113220215
91,0.5389042496681213,3.4047980308532715
92,0.4999646544456482,3.3022255897521973
93,0.5234129428863525,3.4094197750091553
94,0.5901099443435669,3.035292863845825
95,0.5428588390350342,3.212817430496216
96,0.5719829797744751,3.4156856536865234
97,0.4866029620170593,3.1916708946228027
98,0.5342569947242737,4.438241004943848
99,0.5594866275787354,3.9805407524108887
100,0.5204131603240967,3.992455244064331
