epoch,train_r²,test_r²
1,-103072.8671875,-168641.203125
2,-56768.24609375,-94482.90625
3,-35013.8125,-58374.61328125
4,-23513.45703125,-38440.8359375
5,-16788.478515625,-28188.27734375
6,-12604.68359375,-21519.9453125
7,-9313.6962890625,-16389.53515625
8,-6907.2900390625,-12350.015625
9,-5032.31787109375,-9208.984375
10,-3504.129638671875,-6545.82958984375
11,-2356.846435546875,-4415.125
12,-1586.90673828125,-2979.267822265625
13,-1061.339599609375,-2021.275390625
14,-764.6105346679688,-1455.8861083984375
15,-552.396728515625,-1065.568359375
16,-426.281982421875,-822.5529174804688
17,-333.3106384277344,-647.7716064453125
18,-269.2135314941406,-525.2481689453125
19,-223.37405395507812,-439.6012268066406
20,-187.9315643310547,-371.3594055175781
21,-161.22747802734375,-319.3035583496094
22,-140.2853240966797,-277.6601867675781
23,-123.23157501220703,-245.463134765625
24,-108.651611328125,-216.2631072998047
25,-95.88152313232422,-192.6062469482422
26,-86.72569274902344,-174.55172729492188
27,-77.85807800292969,-157.1138916015625
28,-71.15888977050781,-144.52725219726562
29,-64.0673828125,-130.77227783203125
30,-58.6762809753418,-119.46424865722656
31,-53.56824493408203,-110.22295379638672
32,-49.056583404541016,-101.50070190429688
33,-45.35638427734375,-94.1608657836914
34,-41.89977264404297,-87.01609802246094
35,-38.789981842041016,-80.8578872680664
36,-36.42763900756836,-76.06291961669922
37,-33.19537353515625,-69.91093444824219
38,-31.223979949951172,-66.00726318359375
39,-29.432647705078125,-62.255210876464844
40,-27.070932388305664,-57.377769470214844
41,-25.1820125579834,-53.64642333984375
42,-24.366479873657227,-51.617332458496094
43,-22.868030548095703,-48.022422790527344
44,-21.260929107666016,-45.2889404296875
45,-20.390975952148438,-43.120262145996094
46,-18.847627639770508,-40.01275634765625
47,-17.107437133789062,-37.25918960571289
48,-16.047168731689453,-35.01959228515625
49,-16.127458572387695,-33.887420654296875
50,-14.474594116210938,-31.490650177001953
51,-13.432291030883789,-29.292713165283203
52,-13.500752449035645,-28.333829879760742
53,-11.96411418914795,-26.11587142944336
54,-11.183015823364258,-24.426666259765625
55,-10.944016456604004,-23.569103240966797
56,-10.504672050476074,-22.678945541381836
57,-9.525050163269043,-20.71673011779785
58,-8.770740509033203,-19.624488830566406
59,-8.575506210327148,-18.796310424804688
60,-7.935154914855957,-17.713422775268555
61,-7.494793891906738,-16.678936004638672
62,-7.547305107116699,-16.293458938598633
63,-6.978601932525635,-15.524993896484375
64,-6.218733787536621,-14.115455627441406
65,-6.439579963684082,-14.104310035705566
66,-5.6480207443237305,-12.762919425964355
67,-5.6884331703186035,-12.684379577636719
68,-5.0935773849487305,-11.703414916992188
69,-5.267972946166992,-11.882669448852539
70,-4.694655418395996,-10.869852066040039
71,-4.406958103179932,-10.185542106628418
72,-4.696774005889893,-10.251895904541016
73,-4.013776779174805,-9.602822303771973
74,-3.703258514404297,-8.924829483032227
75,-3.552799701690674,-8.537355422973633
76,-3.4543447494506836,-8.158520698547363
77,-3.11079740524292,-7.524751663208008
78,-3.0549817085266113,-7.480795860290527
79,-2.8664777278900146,-7.030876159667969
80,-2.8844399452209473,-6.960176467895508
81,-2.5361979007720947,-6.486024379730225
82,-2.7068305015563965,-6.555142879486084
83,-2.191683053970337,-5.884231090545654
84,-2.0532877445220947,-5.564029216766357
85,-2.1980819702148438,-5.618067741394043
86,-1.8823859691619873,-5.120633125305176
87,-2.0236258506774902,-5.150849342346191
88,-1.628659725189209,-4.613776683807373
89,-1.5376827716827393,-4.435391902923584
90,-1.4455888271331787,-4.271703720092773
91,-1.5090084075927734,-4.1975507736206055
92,-1.370380163192749,-4.060004711151123
93,-1.4402635097503662,-4.054778099060059
94,-1.1228399276733398,-3.570868968963623
95,-0.9580000638961792,-3.4001898765563965
96,-1.0996136665344238,-3.4807686805725098
97,-1.147819995880127,-3.398716926574707
98,-0.9683011770248413,-3.211376190185547
99,-0.9166132211685181,-2.9618282318115234
100,-0.7941739559173584,-2.8048837184906006
