epoch,train_eval_loss,train_step_loss,test_loss,train_RMSE,test_RMSE,train_R2,test_R2
76,0.0040505125598852025,0.004942438631090072,0.009267656137903736,1.3299250801754585,2.0116718175654085,0.9591732621192932,0.9192190170288086
77,0.004055642000747839,0.004776507203098176,0.009101283420761223,1.3307668552424123,1.993533349299042,0.959121584892273,0.9206691980361938
78,0.0039630884606229365,0.004761775454752288,0.008905829481563274,1.3154945272594998,1.9720110451851312,0.9600544571876526,0.9223728179931641
79,0.004008060022621924,0.004737929867158802,0.009050863752915833,1.3229373820127257,1.9880036945385442,0.9596011638641357,0.9211086630821228
80,0.003876763943697741,0.00460640886657924,0.00870717813997285,1.3010885889384585,1.9498934447690646,0.9609245657920837,0.9241043925285339
81,0.003858628018184487,0.004576362638716709,0.008759501041379092,1.2980417725023377,1.955743301144118,0.9611073732376099,0.9236482977867126
82,0.003925078978803714,0.004472078737925808,0.00869421952277882,1.3091709970410315,1.948441956491276,0.960437536239624,0.9242173433303833
83,0.0038171586652361407,0.004470264301898907,0.008634949442725512,1.2910476657509935,1.9417891863477144,0.9615253210067749,0.9247339367866516
84,0.0037857892793513744,0.004379412695273476,0.008566028223915601,1.2857317809776527,1.9340244006301126,0.9618415236473083,0.9253346920013428
85,0.0037029069603574855,0.0043234223816192375,0.008458085123847865,1.2715797212774695,1.9218000692011241,0.9626769423484802,0.9262756109237671
86,0.003684012976409539,0.0042696769243844275,0.008374332627648964,1.2683314361173765,1.9122615515965586,0.9628673791885376,0.9270055890083313
87,0.0036699006752681364,0.004163586833285836,0.008478448237944768,1.2658998638313015,1.9241120259669027,0.9630095958709717,0.926098108291626
88,0.003617149088583495,0.004194939706720553,0.008294526621776011,1.2567687828067262,1.9031278964116147,0.9635413289070129,0.9277012348175049
89,0.0036083952467509907,0.004189170154584748,0.008220847774874217,1.255247118127763,1.894656462316843,0.9636295437812805,0.9283434152603149
90,0.0035630669196882636,0.004130392862519003,0.008216942409708406,1.247338083267003,1.8942064144441175,0.9640864133834839,0.9283775091171265
91,0.003596046900533873,0.004092590444071113,0.008143138057371765,1.2530975110470783,1.885680297910636,0.9637539982795715,0.9290208220481873
92,0.003543074389477475,0.004098175550406834,0.008126276383882526,1.2438337345786283,1.8837271087409897,0.9642879366874695,0.9291677474975586
93,0.003547043866370703,0.004044199674302396,0.00809255949918579,1.24453029788185,1.879815022621069,0.9642479419708252,0.929461658000946
94,0.0035338709184008243,0.004004893688274161,0.007994482373598304,1.2422172015016062,1.8683892377077516,0.96438068151474,0.9303165674209595
95,0.003466823953016557,0.003941310020515097,0.008025462160354482,1.2303766609730236,1.8720058694731159,0.9650564789772034,0.9300464987754822
96,0.003508944566205909,0.003897725718693351,0.008025691637384884,1.2378284095641237,1.8720326148721393,0.964631974697113,0.9300445318222046
97,0.003421489520389922,0.003910727930729682,0.00798041538775751,1.2223055888171392,1.8667446872323437,0.9655134677886963,0.9304391741752625
98,0.0035174604139146495,0.003940756735831218,0.008183780399440288,1.2393295231265191,1.8903802760607473,0.9645460844039917,0.9286665320396423
99,0.0033938172344852298,0.0038184101983272244,0.007813948658686355,1.2173526774262573,1.847172486281814,0.9657923579216003,0.9318901300430298
100,0.0034152771446663717,0.003846394864596286,0.007821560272358022,1.2211954085487693,1.8480720294150799,0.9655760526657104,0.9318237900733948
101,0.0034233967905611573,0.003762952302459557,0.008051378512941408,1.2226462074330477,1.875026066916786,0.9654942154884338,0.9298205971717834
102,0.0033253409149346163,0.0038059161062229353,0.007842291391461559,1.20500897621832,1.8505194579088113,0.9664825797080994,0.9316431283950806
103,0.00333392989509929,0.0037186961568329694,0.0077815790937040925,1.206564112269212,1.843342558243877,0.9663959741592407,0.9321722984313965
104,0.0034626052551831317,0.003726526923512794,0.008008024091377061,1.2296278244719816,1.8699709523846757,0.965099036693573,0.9301984906196594
105,0.0033501584030534155,0.003710877844396065,0.007845764290679857,1.209497198195443,1.850929119729388,0.966232419013977,0.9316128492355347
106,0.0032932290302542405,0.0036632188174100418,0.0077168021698281585,1.199176601203519,1.8356541191703437,0.9668062329292297,0.9327369332313538
107,0.0032779573427078163,0.003617853725785917,0.007634450387041388,1.196392942316964,1.8258330494915131,0.9669601917266846,0.9334547519683838
108,0.0035774696498991577,0.003708664393755344,0.008077221028528056,1.2498565114635127,1.8780327747316627,0.9639412760734558,0.9295953512191772
109,0.003305757767265436,0.0036458103557310577,0.007835109023246307,1.2014555805391505,1.8496718270252808,0.9666799306869507,0.9317057132720947
110,0.003299992619807284,0.0035518273834209396,0.0077371351408099635,1.20040745175625,1.8380709325574986,0.9667380452156067,0.9325597286224365
111,0.003243115670239087,0.0035470619771348416,0.007709266876683636,1.1900176414015566,1.8347577789054412,0.9673113226890564,0.9328026175498962
112,0.0032436632609417933,0.003524873150899163,0.007655798025714662,1.1901181120719753,1.8283839898175633,0.9673058390617371,0.933268666267395
113,0.003218653058929891,0.0035289779946840595,0.007589146145552891,1.1855210328152919,1.8204075866225964,0.9675579071044922,0.9338496327400208
114,0.003255787875333846,0.0034734003865247907,0.007682243582519414,1.1923403220764162,1.8315392587980621,0.9671835899353027,0.9330381751060486
115,0.00321135615949849,0.0034583158140896624,0.0077801300303263965,1.1841764117508142,1.843170915602822,0.967631459236145,0.9321849346160889
116,0.003217093537551924,0.0034351048920795604,0.007722760725866528,1.1852338148169426,1.8363627489141041,0.9675736427307129,0.9326850175857544
117,0.003143528389722802,0.0034427435800679167,0.00754661774587604,1.1716040743138667,1.815299798464949,0.9683151245117188,0.9342203140258789
118,0.0031691366618373023,0.0033966254548362966,0.0077363228273091824,1.1763665146234379,1.8379744896721686,0.9680570363998413,0.93256676197052
119,0.0031036724141244917,0.0034308488643288895,0.0075124518284462325,1.1641531275346706,1.8111859523909144,0.9687168598175049,0.9345181584358215
120,0.003171761354702039,0.0033750456279003113,0.007568213728716061,1.176853540096233,1.8178952912496116,0.968030571937561,0.9340320825576782
121,0.0032662173709413263,0.0033935786681776902,0.00792127409752878,1.194248548727609,1.859814824248967,0.9670785069465637,0.93095463514328
122,0.003194281049219858,0.0033501726245718463,0.007720245471199694,1.1810240595060204,1.8360636566321562,0.9678035974502563,0.932706892490387
123,0.0030768429834591255,0.0034085504429520303,0.0074753299346987075,1.1591105259715968,1.8067054200796178,0.9689872860908508,0.9348416924476624
124,0.0030860310289352213,0.003410482346431686,0.007481849933945158,1.1608399710884194,1.8074933323400828,0.9688946604728699,0.9347848892211914
125,0.003026012753795615,0.0033304264949072363,0.0074795446757455085,1.1494962521890586,1.8072147921025634,0.9694995880126953,0.9348049759864807
126,0.003008518826515594,0.0032731632829450493,0.007495711528280246,1.146168705960112,1.809166836005715,0.9696759581565857,0.9346640706062317
127,0.0030661463095628502,0.0032934405805789073,0.007543255433891759,1.1570939257618515,1.8148953624649486,0.9690951108932495,0.9342496395111084
128,0.0030328416032205812,0.003322670091259873,0.007512629509244802,1.1507925163800057,1.8112072115965179,0.9694308042526245,0.9345166087150574
129,0.0029829842246457535,0.00326481375201904,0.007530395067235686,1.1412943091257068,1.8133476511422728,0.9699333310127258,0.9343617558479309
130,0.002981482738953455,0.0033247427298810405,0.007565261969708115,1.1410070850610372,1.8175408214198288,0.9699484705924988,0.9340578317642212
131,0.002987266940587669,0.0032668396334146273,0.007427753334286692,1.1421133807930308,1.8009468714086139,0.9698901176452637,0.9352564215660095
132,0.0030821246692045263,0.0032048425637185574,0.007701442352767124,1.1601049752255572,1.8338264177933865,0.9689340591430664,0.9328708052635193
133,0.0029201909596762742,0.003219089073234431,0.007513937275705506,1.1292180353470933,1.811364903672024,0.9705662131309509,0.9345052242279053
134,0.002917477716383258,0.0031876883355303194,0.00746576536155006,1.1286932932485707,1.8055493167215138,0.9705935716629028,0.9349250793457031
135,0.002915052076453212,0.0031533279601168238,0.007562929115818868,1.1282240446364964,1.8172605412925702,0.9706180095672607,0.9340781569480896
136,0.0029476223265839647,0.003145328402202928,0.007538274739932305,1.1345094270108562,1.8142960298693358,0.9702897667884827,0.9342930316925049
137,0.002865892898030356,0.003153802132901718,0.007543741498012554,1.1186704596688943,1.8149538858193497,0.9711135029792786,0.9342454075813293
138,0.002881265353398904,0.00315786766125557,0.00746539654716074,1.121666685437849,1.805504684057633,0.9709585905075073,0.934928297996521
139,0.003125170274917295,0.003142147010877588,0.008064252161993307,1.1681779654931523,1.876524496209812,0.9685001373291016,0.9297084212303162
140,0.002902162643126338,0.00310292066391206,0.007613780431709268,1.1257268888543948,1.8233596772075527,0.9707479476928711,0.9336349368095398
141,0.0029207284143964187,0.0030685668275252267,0.007802678541567341,1.1293219622606632,1.8458399161859358,0.9705607891082764,0.9319884181022644
142,0.0027773335011569977,0.0030650880895027855,0.007606067585563442,1.1012506787647662,1.8224359659633096,0.9720061421394348,0.9337021112442017
143,0.0029099330916854743,0.0030199607135728,0.007781596048141357,1.1272329845722082,1.8433445630182745,0.9706696271896362,0.9321721792221069
144,0.0027968989557405305,0.0029897165730736167,0.007569256733321271,1.1051228659490238,1.8180206016027907,0.971808910369873,0.9340230226516724
145,0.003013870562375664,0.0030691246524066577,0.007776220558608444,1.147187623284026,1.842707775828218,0.969622015953064,0.9322190284729004
146,0.002802422974425937,0.0030408377302283385,0.007654415753447989,1.1062136994348986,1.8282190282392492,0.9717532396316528,0.9332807064056396
