epoch,train_mse,test_mse
1,44.33717727661133,49.08757019042969
2,43.4696159362793,47.88737487792969
3,8.187231063842773,9.977173805236816
4,5.974762439727783,7.817747592926025
5,5.594618797302246,7.433265209197998
6,5.5957255363464355,7.447652339935303
7,4.934061527252197,6.801487445831299
8,4.759810447692871,6.539444923400879
9,4.629537582397461,6.458690166473389
10,4.5519537925720215,6.379907608032227
11,4.670405387878418,6.533060073852539
12,4.552942752838135,6.475437164306641
13,4.362518310546875,6.277992248535156
14,4.315889835357666,6.250730991363525
15,4.705092906951904,6.799816131591797
16,4.320311546325684,6.344786167144775
17,4.211182117462158,6.161940097808838
18,4.172017574310303,6.194401264190674
19,4.209243297576904,6.2766337394714355
20,4.0898213386535645,6.0097174644470215
21,4.2359747886657715,6.091161251068115
22,4.117385387420654,6.081471920013428
23,3.964015245437622,6.1914825439453125
24,4.037683486938477,6.340769290924072
25,3.858022451400757,6.009057521820068
26,3.8901565074920654,6.11788272857666
27,3.944995164871216,6.248889923095703
28,3.923388719558716,6.287662029266357
29,3.983780860900879,6.271570205688477
30,3.963721990585327,6.217891693115234
31,3.718470573425293,6.13867712020874
32,3.828660726547241,6.114360809326172
33,3.9384970664978027,6.48723840713501
34,3.697556734085083,6.091268062591553
35,3.7183823585510254,6.206648349761963
36,3.6412839889526367,6.036461353302002
37,3.6157376766204834,6.207723140716553
38,3.6995208263397217,6.219348907470703
39,3.9546427726745605,6.231278419494629
40,3.913421392440796,6.68501615524292
41,3.628293752670288,6.068108081817627
42,3.791208505630493,6.314428329467773
43,3.6458942890167236,6.209617614746094
44,3.73551869392395,6.511115074157715
45,3.5969886779785156,6.22396993637085
46,3.6324644088745117,6.2258524894714355
47,3.691798448562622,6.534090042114258
48,3.5700438022613525,6.304347515106201
49,3.595689535140991,6.262208938598633
50,3.7520148754119873,6.328495979309082
51,3.569859743118286,6.178024768829346
52,3.6826629638671875,6.246840476989746
53,3.547727108001709,6.2707295417785645
54,3.46429705619812,6.172025203704834
55,3.7944037914276123,6.180786609649658
56,3.564749240875244,6.2367753982543945
57,3.492753744125366,6.247972011566162
58,3.488896131515503,6.087531566619873
59,3.5049972534179688,6.380718231201172
60,3.601083993911743,6.027955532073975
61,3.5494818687438965,6.274847030639648
62,3.4130661487579346,6.2637224197387695
63,3.482659101486206,6.258223056793213
64,3.5621800422668457,6.350553035736084
65,3.42726993560791,6.115681171417236
66,3.6946630477905273,6.3261284828186035
67,3.4978432655334473,6.070096492767334
68,3.565143585205078,6.207662582397461
69,3.3636698722839355,6.186651706695557
70,3.894768714904785,6.511850833892822
71,3.4273123741149902,6.412160873413086
72,3.408825397491455,6.248947620391846
73,3.442711114883423,6.097362995147705
74,3.53562593460083,6.414368152618408
75,3.4705915451049805,6.382302284240723
76,3.417508125305176,6.316891670227051
77,3.4997639656066895,6.408994197845459
78,3.391990900039673,6.2699408531188965
79,3.4088950157165527,6.0043745040893555
80,3.335313320159912,6.282699108123779
81,3.443861246109009,6.120964527130127
82,3.469405174255371,6.1339898109436035
83,3.3113832473754883,6.0663628578186035
84,3.2935807704925537,6.132118225097656
85,3.5048513412475586,6.665196895599365
86,3.3699393272399902,6.273967266082764
87,3.2454090118408203,6.109827995300293
88,3.6423110961914062,6.1560540199279785
89,3.4218831062316895,6.334564208984375
90,3.269845962524414,5.9958014488220215
91,3.285506010055542,6.419783115386963
92,3.4416584968566895,6.845578670501709
93,3.339390993118286,5.914638996124268
94,3.224470853805542,6.024068355560303
95,3.258897542953491,6.299712657928467
96,3.1348233222961426,6.079627990722656
97,3.2157089710235596,5.964083194732666
98,3.2113912105560303,6.115115165710449
99,3.259711980819702,6.025275707244873
100,3.1320178508758545,5.979154586791992
