timestamp,actual,predicted,is_predicted_point
2017/12/25 5:00,-0.021013135,,0
2017/12/25 6:00,0.5192887,,0
2017/12/25 7:00,3.7541053,,0
2017/12/25 8:00,8.741474,,0
2017/12/25 9:00,13.120314,,0
2017/12/25 10:00,16.436625,,0
2017/12/25 11:00,18.252323,,0
2017/12/25 12:00,18.565582,,0
2017/12/25 13:00,18.201536,,0
2017/12/25 14:00,16.77098,,0
2017/12/25 15:00,11.667091,,0
2017/12/25 16:00,9.9091,,0
2017/12/25 17:00,4.1016827,,0
2017/12/25 18:00,1.8733093,,0
2017/12/25 19:00,0.21175325,,0
2017/12/25 20:00,-0.021477088,,0
2017/12/25 21:00,-0.0213805,,0
2017/12/25 22:00,-0.021232285,,0
2017/12/25 23:00,-0.021055229,,0
2017/12/26 0:00,-0.02085516,,0
2017/12/26 1:00,-0.020995563,,0
2017/12/26 2:00,-0.020960875,,0
2017/12/26 3:00,-0.020981167,,0
2017/12/26 4:00,-0.021036558,,0
2017/12/26 5:00,-0.020979203,-0.02049088478088379,1
2017/12/26 6:00,0.4431722,,0
2017/12/26 7:00,3.2879536,,0
2017/12/26 8:00,8.326607,,0
2017/12/26 9:00,11.624677,,0
2017/12/26 10:00,14.590157,,0
2017/12/26 11:00,17.52093,,0
2017/12/26 12:00,19.207163,,0
2017/12/26 13:00,15.983524,,0
2017/12/26 14:00,16.42825,,0
2017/12/26 15:00,8.136895,,0
2017/12/26 16:00,7.9245453,,0
2017/12/26 17:00,3.9028552,,0
2017/12/26 18:00,2.408447,,0
2017/12/26 19:00,0.14142258,,0
2017/12/26 20:00,-0.021336688,,0
2017/12/26 21:00,-0.021152323,,0
2017/12/26 22:00,-0.021044297,,0
2017/12/26 23:00,-0.020895824,,0
2017/12/27 0:00,-0.020646483,,0
2017/12/27 1:00,-0.020959215,,0
2017/12/27 2:00,-0.020978455,,0
2017/12/27 3:00,-0.021020396,,0
2017/12/27 4:00,-0.02098386,,0
2017/12/27 5:00,-0.020889383,,0
