timestamp,step,actual,predicted
2017/10/23 7:00,1,4.477331,4.5312667
2017/10/23 8:00,2,10.084349,9.895666
2017/10/23 9:00,3,14.553376,14.01386
2017/10/23 10:00,4,17.53041,17.92517
