timestamp,step,actual,predicted
2017/12/19 10:00,1,15.695507,16.047207
2017/12/19 11:00,2,17.708683,17.813517
2017/12/19 12:00,3,19.162325,18.788197
2017/12/19 13:00,4,19.11032,18.588558
2017/12/19 14:00,5,17.916925,16.973017
2017/12/19 15:00,6,15.310894,14.6361
2017/12/19 16:00,7,10.818747,11.23005
2017/12/19 17:00,8,6.4271994,7.305548
2017/12/19 18:00,9,2.4248521,2.3683095
2017/12/19 19:00,10,0.16786277,0.09002298
2017/12/19 20:00,11,-0.021123612,-0.17279904
2017/12/19 21:00,12,-0.021034064,-0.2328127
2017/12/19 22:00,13,-0.020947846,-0.24114689
2017/12/19 23:00,14,-0.020949634,-0.24199735
2017/12/20 0:00,15,-0.020682447,-0.24386552
2017/12/20 1:00,16,-0.020934291,-0.24566908
2017/12/20 2:00,17,-0.020968197,-0.24646637
2017/12/20 3:00,18,-0.020976646,-0.2466453
2017/12/20 4:00,19,-0.021040656,-0.24395372
2017/12/20 5:00,20,-0.020890241,-0.1977211
2017/12/20 6:00,21,0.563471,0.13734612
2017/12/20 7:00,22,4.1640024,4.2195973
2017/12/20 8:00,23,9.42773,9.8456335
2017/12/20 9:00,24,13.8136425,14.025525
