epoch,train_r²,test_r²
1,-16.090787887573242,-23.888851165771484
2,-6.844979763031006,-10.855262756347656
3,-1.8080778121948242,-3.372130870819092
4,-0.02544426918029785,-0.6729534864425659
5,0.483623206615448,0.1385008692741394
6,0.7306351661682129,0.5224101543426514
7,0.832485020160675,0.6990597248077393
8,0.8871610164642334,0.7929402589797974
9,0.9149637222290039,0.8415701985359192
10,0.928888201713562,0.8681122064590454
11,0.9373472332954407,0.8811463117599487
12,0.9430651068687439,0.8915393352508545
13,0.9473998546600342,0.9006083607673645
14,0.950508177280426,0.9045060276985168
15,0.9526557922363281,0.9124211668968201
16,0.9543141722679138,0.912977933883667
17,0.9556607604026794,0.9193652868270874
18,0.9572022557258606,0.9206099510192871
19,0.9574780464172363,0.9223709106445312
20,0.9585006237030029,0.9212343692779541
21,0.9596562385559082,0.9234029054641724
22,0.9607449173927307,0.9262793660163879
23,0.9616113901138306,0.9281522035598755
24,0.9607100486755371,0.9265948534011841
25,0.9616122245788574,0.9270817041397095
26,0.962006688117981,0.92821204662323
27,0.9636973142623901,0.9316994547843933
28,0.9589779376983643,0.9309329986572266
29,0.9641777276992798,0.9325336813926697
30,0.9644989967346191,0.9320073127746582
31,0.9649556279182434,0.9333621263504028
32,0.9638502597808838,0.9337724447250366
33,0.9629657864570618,0.932350218296051
34,0.9651778936386108,0.9347386956214905
35,0.965671718120575,0.9362481832504272
36,0.966117262840271,0.9339547157287598
37,0.9660542607307434,0.9341368079185486
38,0.9663280844688416,0.9348587989807129
39,0.9664070010185242,0.9380767345428467
40,0.9671562314033508,0.9351398944854736
41,0.9670241475105286,0.937152087688446
42,0.9671092629432678,0.9361442923545837
43,0.9673795104026794,0.9361441731452942
44,0.9676432609558105,0.9352157711982727
45,0.9669843912124634,0.9330123662948608
46,0.9679861068725586,0.9371159672737122
47,0.9675889015197754,0.9349746704101562
48,0.9678562879562378,0.9347321391105652
49,0.968562662601471,0.9353557229042053
50,0.9685913920402527,0.9353575110435486
51,0.9655994176864624,0.9391108155250549
52,0.9656308889389038,0.9389908909797668
53,0.9679176211357117,0.9383399486541748
54,0.9667838215827942,0.9375811815261841
55,0.96424400806427,0.9388351440429688
56,0.9692569971084595,0.9354516863822937
57,0.9660466909408569,0.9307965040206909
58,0.9685442447662354,0.9382146000862122
59,0.9691669940948486,0.9345381259918213
60,0.9691226482391357,0.9370030760765076
61,0.9699000716209412,0.9364255666732788
62,0.9696926474571228,0.9376007914543152
63,0.9694474339485168,0.9348692893981934
64,0.9700828194618225,0.9369710683822632
65,0.9669235944747925,0.9380793571472168
66,0.9695823192596436,0.933976948261261
67,0.9703847169876099,0.934680700302124
68,0.9693797826766968,0.9328279495239258
69,0.9671052098274231,0.9385765194892883
70,0.970202624797821,0.9353823661804199
71,0.970224142074585,0.9374675750732422
72,0.9701475501060486,0.934678852558136
73,0.9707682728767395,0.9370965957641602
74,0.9691265821456909,0.9337253570556641
75,0.97061687707901,0.9323859810829163
76,0.9704936742782593,0.9392746090888977
77,0.9707850813865662,0.937498927116394
78,0.9710552096366882,0.935117781162262
79,0.9662268757820129,0.9247846603393555
80,0.9698179960250854,0.9359931945800781
81,0.9708835482597351,0.937878429889679
82,0.9715930223464966,0.9365455508232117
83,0.9672338962554932,0.937275230884552
84,0.9690449833869934,0.9290018677711487
85,0.9723532199859619,0.9355118274688721
86,0.9720441699028015,0.9334118962287903
87,0.9722700715065002,0.9364522695541382
88,0.9699195027351379,0.9287059307098389
89,0.9669396877288818,0.9238384962081909
90,0.9716278314590454,0.9377408027648926
91,0.9717729091644287,0.9354017972946167
92,0.971430242061615,0.9306402206420898
93,0.9722190499305725,0.935667097568512
94,0.9725355505943298,0.9359149932861328
95,0.9727376699447632,0.9328993558883667
96,0.9716320633888245,0.9366100430488586
97,0.9731701016426086,0.9302608966827393
98,0.9722458720207214,0.9322792291641235
99,0.9732954502105713,0.9346518516540527
100,0.9732422828674316,0.9335511922836304
101,0.9733447432518005,0.930829644203186
102,0.9735392332077026,0.9352668523788452
103,0.9731367230415344,0.9296109080314636
104,0.9734179377555847,0.9331101775169373
105,0.9701681137084961,0.934019148349762
106,0.9737942218780518,0.9321795701980591
107,0.9741901159286499,0.9308040142059326
108,0.9742512702941895,0.9344640374183655
109,0.9738240242004395,0.9294859170913696
110,0.9730557203292847,0.9277145862579346
111,0.9732289910316467,0.9317895174026489
112,0.9717997908592224,0.9300694465637207
113,0.974819540977478,0.9310817122459412
114,0.9724618792533875,0.9304906129837036
115,0.9744723439216614,0.9295179843902588
116,0.9635326862335205,0.9172115325927734
117,0.9701613783836365,0.925169050693512
118,0.9749836325645447,0.928534984588623
119,0.9744043946266174,0.9283847212791443
120,0.9695774912834167,0.9202894568443298
121,0.9752985239028931,0.9273391962051392
122,0.9680108428001404,0.928146243095398
123,0.9757752418518066,0.9287232160568237
124,0.9739101529121399,0.9244290590286255
125,0.9761359691619873,0.9272289872169495
126,0.9757416248321533,0.9291877746582031
127,0.9742928147315979,0.928165853023529
128,0.9757144451141357,0.9250198006629944
129,0.9756941795349121,0.930070161819458
130,0.9756463766098022,0.9213186502456665
131,0.9753161072731018,0.9255270957946777
132,0.9768143892288208,0.9280487895011902
133,0.9758160710334778,0.9239916801452637
134,0.9676496982574463,0.9284460544586182
135,0.9731701016426086,0.9249458312988281
136,0.9762840270996094,0.9224949479103088
137,0.9768401384353638,0.9273357391357422
138,0.9735716581344604,0.924691915512085
139,0.9704190492630005,0.9179238080978394
140,0.9779026508331299,0.9261413216590881
141,0.9760782122612,0.9233158826828003
142,0.9778224229812622,0.9248930215835571
143,0.9760263562202454,0.9257680177688599
144,0.9782896637916565,0.922903835773468
145,0.978578507900238,0.9257470965385437
146,0.9741110801696777,0.9274828433990479
147,0.9784072637557983,0.9214626550674438
148,0.9734252691268921,0.9168981313705444
149,0.9782311916351318,0.9250423312187195
150,0.9763597846031189,0.9188627004623413
151,0.9792423248291016,0.9194675087928772
152,0.9783691167831421,0.9200243949890137
153,0.9757587909698486,0.918372631072998
154,0.9792356491088867,0.9227702021598816
155,0.9795408248901367,0.917962372303009
156,0.9783660769462585,0.9143380522727966
157,0.980959415435791,0.919526994228363
158,0.9763721823692322,0.9152806997299194
159,0.9803234934806824,0.9206234812736511
160,0.9813657999038696,0.917973518371582
161,0.9815452694892883,0.9208605885505676
