epoch,train_eval_loss,train_step_loss,test_loss
1,1.6956156917146306,10.6434530717022,2.8553906414016716
2,0.7783182084743472,1.2061271701218947,1.3601030902633535
3,0.2785957784737797,0.5424262296478704,0.5015956994258997
4,0.10173665012587263,0.1903016596751393,0.19193071880089752
5,0.05123091267967531,0.08275900057183122,0.09883607572116056
6,0.026724293224292314,0.0423518014404009,0.054791823600345915
7,0.016619542347455524,0.024400777165900986,0.03452557505983295
8,0.011195011894631773,0.01586677989799459,0.023755075626198805
9,0.008436643978788157,0.011414509969499876,0.01817596745940874
10,0.0070551657798312226,0.008991524550782622,0.015130922718004475
11,0.00621592241568368,0.007644335423016323,0.013635574374081682
12,0.005648642158332198,0.006766365726812268,0.012443221470776662
13,0.005218581914797118,0.006203586455293984,0.011402772708645271
14,0.0049101979224779845,0.00590084133810311,0.01095561234183554
15,0.004697126349336452,0.005508532778377521,0.010047542053743932
16,0.004532594644039961,0.005344109319783044,0.009983663067536876
17,0.004398995116015214,0.00515866645102231,0.009250872855257348
18,0.0042460621955085435,0.0049115011275236336,0.009108076152152644
19,0.004218702068171236,0.004837412053262288,0.008906047742253648
20,0.004117245684137152,0.004655557078362073,0.009036438440581333
21,0.0040025977387586256,0.004519929327422155,0.00878765546914303
22,0.0038945855728380685,0.004479572111037823,0.008457649923038865
23,0.0038086219998729044,0.004317234946801415,0.008242785232008491
24,0.0038980477318849866,0.004249604774709299,0.008421453358174189
25,0.0038085403633262393,0.004217306986662015,0.008365599938022402
26,0.0037694020842196424,0.0040886808968729005,0.008235923762727698
27,0.0036016712083712958,0.004035910815527698,0.007835828240698853
28,0.004069889736651538,0.004014881802195648,0.007923761935422187
29,0.0035540088204781667,0.004128292607108377,0.007740119547759416
30,0.0035221330637347373,0.003952375213387159,0.007800507470496795
31,0.003476831068159353,0.0038570599577758672,0.007645072427185826
32,0.0035864986153448884,0.003809398765025555,0.0075980045152705625
33,0.003674246476497569,0.003924899501726031,0.007761169972591499
34,0.0034547788670611554,0.0037972104234866937,0.007487148029453895
35,0.003405787156701646,0.0037136304736980854,0.0073139699715897314
36,0.0033615838528699444,0.0037155996630284585,0.007577089819654592
37,0.0033678325524896108,0.0036222615613127652,0.007556203145719106
38,0.0033406670164021026,0.0037790053778872738,0.007473369609839307
39,0.0033328354421878256,0.0037389622961680564,0.007104190827915503
40,0.0032585049346383595,0.0036100842462817454,0.007441116928236358
41,0.0032716082482309532,0.003560386068749962,0.00721026899952286
42,0.003263165486936456,0.0036294143537129713,0.007325889571453245
43,0.0032363553142293043,0.0035951137147351817,0.007325905452393477
44,0.003210184098279527,0.0034938637487906612,0.007432415391323293
45,0.00327555318817298,0.0034643615780503684,0.007685204057300888
46,0.0031761736308680965,0.003452428276123444,0.007214413788606263
47,0.003215578031484122,0.003453701622520556,0.007460072968877201
48,0.003189049617297314,0.003474279693415705,0.007487900039684848
49,0.0031189722734636534,0.0034216920260937427,0.007416360732008213
50,0.003116121724317676,0.0034419805083845583,0.007416155131766972
51,0.0034129619565696346,0.0035053475052645466,0.006985554751700984
52,0.0034098383646768418,0.0035038539647774874,0.006999312025127989
53,0.003182963552998227,0.00338607960828703,0.0070739883893281815
54,0.0032954541460950247,0.0033879986972952226,0.007161040683348837
55,0.0035474304187728487,0.003386540259322468,0.007017181661212151
56,0.0030500817418978965,0.003367706986126613,0.007405350554527863
57,0.003368583492443229,0.003371454716027486,0.0079394214115121
58,0.0031207978117356126,0.003329536506361416,0.007088370139834675
59,0.003059010085547216,0.003309448385822042,0.007510156240239697
60,0.003063411784111904,0.003304422400311901,0.0072273625568910075
61,0.002986283365327032,0.0032406986563659783,0.007293617064234459
62,0.0030068601144476906,0.003194818350064726,0.007158790360933852
