timestamp,step,actual,predicted
2017/12/24 3:00,1,-0.021227483,-0.062048785
2017/12/24 4:00,2,-0.021332148,-0.056612536
2017/12/24 5:00,3,-0.021066941,-0.019820012
2017/12/24 6:00,4,0.511073,0.3453454
2017/12/24 7:00,5,3.8295789,2.9756706
2017/12/24 8:00,6,8.70639,8.635767
2017/12/24 9:00,7,12.766358,12.979193
2017/12/24 10:00,8,15.83457,16.341656
2017/12/24 11:00,9,17.859808,18.013695
2017/12/24 12:00,10,18.536917,18.577543
2017/12/24 13:00,11,18.280756,18.165903
2017/12/24 14:00,12,17.125925,16.611753
2017/12/24 15:00,13,14.76016,13.911801
2017/12/24 16:00,14,10.3687725,10.027866
2017/12/24 17:00,15,4.85821,5.5174303
2017/12/24 18:00,16,1.1957948,1.3837864
2017/12/24 19:00,17,0.12952016,0.18819267
2017/12/24 20:00,18,-0.02133024,-0.06640871
2017/12/24 21:00,19,-0.021135747,-0.06550745
2017/12/24 22:00,20,-0.021048065,-0.07340361
2017/12/24 23:00,21,-0.02096876,-0.06755902
2017/12/25 0:00,22,-0.020819351,-0.059694976
2017/12/25 1:00,23,-0.021045057,-0.05844159
2017/12/25 2:00,24,-0.021033809,-0.037176166
