timestamp,step,actual,predicted
2017/12/25 13:00,1,18.201536,17.68054
2017/12/25 14:00,2,16.77098,16.011614
2017/12/25 15:00,3,11.667092,12.865854
2017/12/25 16:00,4,9.9091,8.708549
2017/12/25 17:00,5,4.101683,4.6318927
2017/12/25 18:00,6,1.8733093,1.5490326
2017/12/25 19:00,7,0.21175325,0.18387201
2017/12/25 20:00,8,-0.021477088,0.20655677
2017/12/25 21:00,9,-0.021380499,0.34192145
2017/12/25 22:00,10,-0.021232285,-0.13828634
2017/12/25 23:00,11,-0.021055229,-0.29440397
2017/12/26 0:00,12,-0.02085516,-0.48014277
2017/12/26 1:00,13,-0.020995563,-0.061914112
2017/12/26 2:00,14,-0.020960875,0.019473094
2017/12/26 3:00,15,-0.020981167,-0.13368824
2017/12/26 4:00,16,-0.021036558,-0.12504213
2017/12/26 5:00,17,-0.020979203,-0.020321589
2017/12/26 6:00,18,0.4431722,1.2260536
2017/12/26 7:00,19,3.2879536,3.944795
2017/12/26 8:00,20,8.326607,7.6288123
2017/12/26 9:00,21,11.624677,12.217134
2017/12/26 10:00,22,14.5901575,15.867291
2017/12/26 11:00,23,17.520927,17.894987
2017/12/26 12:00,24,19.20716,18.227005
