epoch,train_mae,test_mae
1,53.96806335449219,75.66838073730469
2,0.0,17.106929779052734
3,0.0,6.111123561859131
4,0.0,3.564164876937866
5,0.0,2.5063869953155518
6,0.0,2.056040048599243
7,0.0,1.8091634511947632
8,0.0,1.649582028388977
9,0.0,1.549864649772644
10,0.0,1.5244415998458862
11,0.0,1.4224505424499512
12,0.0,1.379098653793335
13,0.0,1.3507308959960938
14,0.0,1.324713945388794
15,0.0,1.2835661172866821
16,0.0,1.37293541431427
17,0.0,1.205416202545166
18,0.0,1.190810203552246
19,0.0,1.1780155897140503
20,0.0,1.1426504850387573
21,0.0,1.208860993385315
22,0.0,1.1434288024902344
23,0.0,1.1096793413162231
24,0.0,1.097733974456787
25,0.0,1.09792160987854
26,0.0,1.0689833164215088
27,0.0,1.0752756595611572
28,0.0,1.1178327798843384
29,0.0,1.052437424659729
30,0.0,1.0812727212905884
31,0.0,1.001692533493042
32,0.0,1.0442637205123901
33,0.0,1.0169928073883057
34,0.0,1.0305007696151733
35,0.0,1.1391611099243164
36,0.0,1.0084394216537476
37,0.0,1.036557912826538
38,0.0,1.0143219232559204
39,0.0,1.009578824043274
40,0.0,0.9956194758415222
41,0.0,1.0238372087478638
42,0.0,0.9652488827705383
43,0.0,1.078376054763794
44,0.0,1.0828555822372437
45,0.0,1.050307035446167
46,0.0,0.9931356310844421
47,0.0,0.9991230368614197
48,0.0,0.9326526522636414
49,0.0,0.9568052887916565
50,0.587158739566803,0.978091835975647
51,0.0,1.0152357816696167
52,0.0,1.006844401359558
53,0.0,1.0172193050384521
54,0.0,0.9388649463653564
55,0.0,0.9698395133018494
56,0.0,0.9321447014808655
57,0.0,0.9372527599334717
58,0.0,0.9788780212402344
59,0.0,0.9715455174446106
60,0.0,0.9016573429107666
61,0.0,0.946524441242218
62,0.0,0.9714884757995605
63,0.0,0.9330679774284363
64,0.0,0.9155628681182861
65,0.0,0.9430568218231201
66,0.0,0.891731321811676
67,0.0,0.9243656992912292
68,0.0,0.9337923526763916
69,0.0,0.9064961075782776
70,0.0,0.9126427173614502
71,0.0,0.965843677520752
72,0.0,0.9225305318832397
73,0.0,0.95390784740448
74,0.0,0.9374843835830688
75,0.0,0.952339768409729
76,0.0,0.954943060874939
77,0.0,1.034950852394104
78,0.0,0.9314078092575073
79,0.0,0.9717580080032349
80,0.0,0.9977434277534485
81,0.0,0.9498353004455566
82,0.0,0.9802801012992859
83,0.0,0.9976398944854736
84,0.0,0.9778313636779785
85,0.0,0.9459370374679565
86,0.0,0.9856202602386475
87,0.0,0.982019305229187
88,0.0,0.9993384480476379
89,0.0,1.020641565322876
90,0.0,1.0133988857269287
91,0.0,1.013465404510498
92,0.0,1.0696057081222534
93,0.0,1.0177818536758423
94,0.0,1.0268677473068237
95,0.0,1.0086205005645752
96,0.0,0.9883934855461121
97,0.0,0.996444821357727
98,0.0,1.0188719034194946
99,0.0,1.0339922904968262
100,0.32333463430404663,1.0308631658554077
