timestamp,step,actual,predicted
2017/10/28 8:00,1,9.9908,9.884176
2017/10/28 9:00,2,14.362116,14.404418
2017/10/28 10:00,3,17.34801,17.303476
2017/10/28 11:00,4,18.964088,18.954224
