timestamp,step,actual,predicted
2017/12/4 0:00,1,-0.02129908,-0.12462294
2017/12/4 1:00,2,-0.021557817,-0.1237714
2017/12/4 2:00,3,-0.021653375,-0.12448461
2017/12/4 3:00,4,-0.021725675,-0.12171249
2017/12/4 4:00,5,-0.021846185,-0.10532206
2017/12/4 5:00,6,-0.02164534,-0.011013824
2017/12/4 6:00,7,0.76977,0.52083504
2017/12/4 7:00,8,5.1065593,5.429729
2017/12/4 8:00,9,10.696023,11.256231
2017/12/4 9:00,10,15.276205,15.469395
2017/12/4 10:00,11,18.420805,18.715923
2017/12/4 11:00,12,20.41549,20.316898
2017/12/4 12:00,13,21.004423,20.538675
2017/12/4 13:00,14,20.508472,19.826815
2017/12/4 14:00,15,18.480343,18.5857
2017/12/4 15:00,16,14.566881,15.5063095
2017/12/4 16:00,17,10.183281,10.545203
2017/12/4 17:00,18,5.384261,5.1825953
2017/12/4 18:00,19,1.4706169,0.66525
2017/12/4 19:00,20,0.061864983,0.05175812
2017/12/4 20:00,21,-0.02179453,-0.084271476
2017/12/4 21:00,22,-0.021789879,-0.12350088
2017/12/4 22:00,23,-0.02163227,-0.1278464
2017/12/4 23:00,24,-0.021478325,-0.12736495
