epoch,gamma_psg,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,-0.01834222674369812,0.016941584646701813,0.027481088414788246,0.09270896762609482,0.053921476006507874,0.04263556748628616,0.04780856519937515
2,-0.08021101355552673,0.05142327398061752,0.080640509724617,0.1478627771139145,0.07183556258678436,0.09896976500749588,0.07267140597105026
3,-0.18862128257751465,0.1012042686343193,0.17044267058372498,0.2197062373161316,0.14749300479888916,0.15208017826080322,0.1569284200668335
4,-0.36345839500427246,0.22282211482524872,0.2805095314979553,0.27971339225769043,0.23250672221183777,0.20203198492527008,0.2547576427459717
5,-0.6341382265090942,0.4459611773490906,0.4464753270149231,0.32857546210289,0.2885139286518097,0.2472694367170334,0.35198503732681274
6,-0.6967562437057495,0.6679694056510925,0.5074412822723389,0.39026060700416565,0.3534017503261566,0.3112751841545105,0.4251199960708618
7,-0.6694501042366028,0.7097553610801697,0.48463982343673706,0.4393223822116852,0.41298118233680725,0.3707912564277649,0.4703378677368164
8,-0.6584582328796387,0.7296569347381592,0.47510266304016113,0.47450709342956543,0.4720572531223297,0.483773410320282,0.5493873953819275
9,-0.6530866026878357,0.7458115816116333,0.4716437757015228,0.5279751420021057,0.5361989736557007,0.6798627972602844,0.6074133515357971
10,-0.650577187538147,0.7590880393981934,0.47045546770095825,0.627030611038208,0.6262161731719971,0.8719773292541504,0.6663604378700256
11,-0.6464521288871765,0.7677631974220276,0.46775346994400024,0.7359468936920166,0.719104528427124,1.0602351427078247,0.7264907956123352
12,-0.6441827416419983,0.7760810852050781,0.46691960096359253,0.863786518573761,0.8031603097915649,1.2130067348480225,0.7756298184394836
13,-0.6449493169784546,0.7843785285949707,0.468413770198822,1.0377827882766724,0.9228112101554871,1.3594857454299927,0.804814875125885
14,-0.645177960395813,0.7919635772705078,0.46984928846359253,1.1872940063476562,1.0303765535354614,1.5942991971969604,0.844555675983429
15,-0.6447317600250244,0.7982534766197205,0.4704970121383667,1.3115534782409668,1.1882354021072388,1.7895668745040894,0.8872852921485901
16,-0.6426321864128113,0.8036530613899231,0.4695078134536743,1.4934227466583252,1.3590478897094727,1.9501150846481323,0.9170788526535034
