timestamp,step,actual,predicted
2017/11/2 12:00,1,20.404993,20.202616
2017/11/2 13:00,2,19.627005,19.467121
2017/11/2 14:00,3,17.899982,17.832655
2017/11/2 15:00,4,14.777442,14.412308
2017/11/2 16:00,5,9.726919,9.855973
2017/11/2 17:00,6,4.658264,4.2854004
2017/11/2 18:00,7,0.76239717,0.5738977
2017/11/2 19:00,8,-0.019075686,-0.26955777
2017/11/2 20:00,9,-0.021356555,0.014447831
2017/11/2 21:00,10,-0.02132168,-0.11738409
2017/11/2 22:00,11,-0.021317987,-0.22086492
2017/11/2 23:00,12,-0.021889491,-0.003051322
2017/11/3 0:00,13,-0.021274762,0.018338382
2017/11/3 1:00,14,-0.021593794,0.14787029
2017/11/3 2:00,15,-0.02129209,0.21655521
2017/11/3 3:00,16,-0.021353975,0.399139
2017/11/3 4:00,17,-0.021525027,0.57793796
2017/11/3 5:00,18,-0.021379385,0.38525575
2017/11/3 6:00,19,0.6758258,1.0166095
2017/11/3 7:00,20,4.9219065,4.740663
2017/11/3 8:00,21,10.3262615,10.59985
2017/11/3 9:00,22,14.782236,14.737371
2017/11/3 10:00,23,17.635387,17.73576
2017/11/3 11:00,24,19.203773,19.135654
