epoch,gamma_psg,gamma_wase,gamma_dsc,alpha_pgia_layer0,alpha_pgia_layer1,alpha_pgia_layer2,alpha_pgia_layer3,alpha_pgia_layer4
1,0.27422642707824707,0.3666470944881439,-0.22157888114452362,-0.08165864646434784,-0.0028260366525501013,0.12903127074241638,0.007864272221922874,0.12718693912029266
2,0.013433362357318401,0.6127656102180481,-0.22233015298843384,-0.09256498515605927,-0.005300075281411409,0.1958228349685669,0.015537240542471409,0.17437399923801422
3,-0.06269760429859161,0.7097796201705933,-0.22172148525714874,-0.09497241675853729,-0.006738624535501003,0.22020341455936432,0.018859414383769035,0.1907930076122284
4,-0.09993453323841095,0.7645163536071777,-0.22151614725589752,-0.09653378278017044,-0.007186254020780325,0.23551872372627258,0.021279053762555122,0.19789952039718628
5,-0.12400858849287033,0.8019169569015503,-0.2209053635597229,-0.0981048122048378,-0.007494657766073942,0.24612171947956085,0.023060444742441177,0.20169129967689514
6,-0.1409975290298462,0.8304523825645447,-0.2205241322517395,-0.09951664507389069,-0.007636125199496746,0.25349682569503784,0.024503448978066444,0.2029172033071518
7,-0.15417318046092987,0.8532274961471558,-0.22012978792190552,-0.10087818652391434,-0.007640043739229441,0.26053816080093384,0.025776633992791176,0.20422294735908508
8,-0.16405276954174042,0.872747004032135,-0.21995849907398224,-0.10207689553499222,-0.007631031330674887,0.26696908473968506,0.027259986847639084,0.2081376612186432
9,-0.17382891476154327,0.8892244100570679,-0.21956336498260498,-0.10288558155298233,-0.007620915770530701,0.27144211530685425,0.02854735590517521,0.2111918181180954
10,-0.18185633420944214,0.9041354656219482,-0.21946275234222412,-0.10353399068117142,-0.0075469654984772205,0.2753199636936188,0.029854288324713707,0.2124432623386383
11,-0.18997381627559662,0.9172210693359375,-0.2192944586277008,-0.10399198532104492,-0.007390377577394247,0.2787511944770813,0.03164314478635788,0.21630845963954926
12,-0.19761072099208832,0.9288702011108398,-0.2191307693719864,-0.1043609008193016,-0.007240604609251022,0.28105995059013367,0.03286926448345184,0.21711322665214539
13,-0.20374420285224915,0.9394806027412415,-0.2190212458372116,-0.1047026515007019,-0.007080371957272291,0.2843075692653656,0.03467962145805359,0.22004206478595734
14,-0.20943854749202728,0.9492974281311035,-0.2189786434173584,-0.10503993183374405,-0.006934340577572584,0.28670021891593933,0.03586990758776665,0.22283221781253815
15,-0.21475745737552643,0.9580842852592468,-0.21896636486053467,-0.1053304448723793,-0.006763200741261244,0.2906704246997833,0.03738592192530632,0.22567322850227356
16,-0.2195124328136444,0.9663052558898926,-0.2188890129327774,-0.10549373179674149,-0.006633080076426268,0.29340842366218567,0.039150502532720566,0.22946715354919434
17,-0.22405514121055603,0.9736872315406799,-0.2188410460948944,-0.10568173974752426,-0.006521020084619522,0.2972239553928375,0.04077894985675812,0.23048768937587738
18,-0.22823937237262726,0.9804611802101135,-0.21881915628910065,-0.10587605834007263,-0.006360295694321394,0.3004835844039917,0.0427216961979866,0.23567570745944977
19,-0.2320874184370041,0.9865463972091675,-0.21876832842826843,-0.10599556565284729,-0.006237664259970188,0.3041238486766815,0.04472406581044197,0.240742489695549
20,-0.23607505857944489,0.9919925332069397,-0.21869003772735596,-0.10615620762109756,-0.00611941609531641,0.30853375792503357,0.04649931564927101,0.24414308369159698
21,-0.2393503487110138,0.9970080256462097,-0.2186560481786728,-0.10628801584243774,-0.006008598022162914,0.312084823846817,0.04828818514943123,0.24873875081539154
22,-0.2427641600370407,1.001354694366455,-0.21853551268577576,-0.10640867799520493,-0.005937554873526096,0.31640997529029846,0.04969409108161926,0.2511521875858307
23,-0.24571900069713593,1.005114197731018,-0.2185073047876358,-0.10651716589927673,-0.005855025723576546,0.3203539252281189,0.051379092037677765,0.25695931911468506
24,-0.2487068623304367,1.0084962844848633,-0.2184121310710907,-0.10663586854934692,-0.00579542713239789,0.3242850601673126,0.053051140159368515,0.2618413269519806
25,-0.2515616714954376,1.0112859010696411,-0.218293696641922,-0.10674967616796494,-0.005726381670683622,0.32857704162597656,0.05436815321445465,0.2670998275279999
26,-0.25408628582954407,1.013474464416504,-0.21819795668125153,-0.10688690096139908,-0.005686446558684111,0.332610547542572,0.055850084871053696,0.27366963028907776
27,-0.25668391585350037,1.0155991315841675,-0.2180507332086563,-0.10701464116573334,-0.005662510637193918,0.33737027645111084,0.057957012206315994,0.28086361289024353
28,-0.2592160403728485,1.0170528888702393,-0.21794737875461578,-0.10712283849716187,-0.005649392958730459,0.34158867597579956,0.059794653207063675,0.2852572202682495
29,-0.2610686719417572,1.0179593563079834,-0.21799959242343903,-0.107246994972229,-0.005671538878232241,0.34702813625335693,0.06181766837835312,0.292413592338562
30,-0.26342636346817017,1.0189344882965088,-0.21790441870689392,-0.10739678144454956,-0.005664689000695944,0.35225456953048706,0.06340088695287704,0.3013804256916046
31,-0.2657744586467743,1.019858479499817,-0.21770000457763672,-0.10756377130746841,-0.005723455920815468,0.3579680621623993,0.06528712064027786,0.31342124938964844
32,-0.26776373386383057,1.0203022956848145,-0.21753428876399994,-0.10776673257350922,-0.005739472806453705,0.36486658453941345,0.06787347793579102,0.3259689211845398
33,-0.2696477770805359,1.0202398300170898,-0.2174554467201233,-0.10795088112354279,-0.005763577297329903,0.37119153141975403,0.07100476324558258,0.34401392936706543
34,-0.271893173456192,1.020044207572937,-0.21729759871959686,-0.10814914107322693,-0.005778025835752487,0.3785678744316101,0.07368181645870209,0.3647284209728241
35,-0.274167537689209,1.0203638076782227,-0.21714289486408234,-0.10840138047933578,-0.005819304846227169,0.3857089877128601,0.07670050114393234,0.38442549109458923
36,-0.2760927677154541,1.0203654766082764,-0.2170051783323288,-0.10869569331407547,-0.005861169658601284,0.3931579887866974,0.08056987076997757,0.4127792418003082
37,-0.2786491811275482,1.0207878351211548,-0.21687453985214233,-0.10898862779140472,-0.005909432657063007,0.4016851782798767,0.08432400971651077,0.4401739239692688
38,-0.28074851632118225,1.020318865776062,-0.21666258573532104,-0.10927445441484451,-0.0059235962107777596,0.411808580160141,0.08911177515983582,0.47593700885772705
39,-0.2826516628265381,1.0199506282806396,-0.21655632555484772,-0.10964392125606537,-0.006045019719749689,0.4208572804927826,0.09541302174329758,0.5083537697792053
40,-0.2852233946323395,1.0202118158340454,-0.21646134555339813,-0.11000389605760574,-0.006119986064732075,0.4311770498752594,0.10204137861728668,0.5528432726860046
