epoch,train_eval_loss,train_step_loss,test_loss
1,6500.869570558176,26526.39255048644,11039.038745354488
2,2804.2056751750583,4302.848199808373,5056.606324149514
3,1555.1850883748355,2172.86628809515,2842.4645511720983
4,1077.6993924372898,1275.746401804798,1941.4148799313894
5,634.9976460801521,816.3905910276017,1168.536360062893
6,378.56043207141516,507.4252192659198,717.7047771717768
7,210.1409377281788,292.95065523543445,400.7046607548063
8,119.90234469628149,165.13675041918484,231.22930290523155
9,74.51972837561105,95.91697635290758,142.94968274281732
10,47.70317739587404,60.250381541701984,91.9351730564787
11,34.16580257775649,40.7101470659364,64.99553162633111
12,25.050092216470496,29.348572910956616,48.52289463957083
13,19.33190323418303,22.290234781661123,37.61525485964078
14,15.70485030884664,17.50820827484131,30.66665658138356
15,12.74778733554074,14.166060573649856,24.942330623777202
16,10.65188500266405,11.698964127954447,20.665042517320167
17,9.073452096838377,9.825018369926596,17.703721096067174
18,7.690485898071307,8.358851918634379,15.00111941407925
19,6.747870005727146,7.208043503311445,13.189239030841284
20,5.77534612717293,6.248823822669263,11.403183445785984
21,5.044130084841367,5.459935381727399,10.013616362321438
22,4.53503406056539,4.843180998316351,8.885862879374152
23,4.024888711103277,4.289928290079224,8.012932430068856
24,3.564119762193569,3.811307862119855,7.082427786581172
25,3.2183712564122176,3.4077578895496874,6.328823519271056
26,2.897580201468552,3.0600574578879014,5.771974278968562
27,2.6673335076354827,2.763392258365199,5.321050396369075
28,2.331230114753682,2.4990918029029414,4.695337089420796
29,2.212352896078438,2.2511981500769562,4.32115832460206
30,1.9146203919427862,2.051214192273482,3.870155391180563
31,1.7811031836732465,1.8561222924376435,3.556335126419896
32,1.6155062866992067,1.6953034805801679,3.2743556620803407
33,1.4776805254456522,1.5415518649344175,3.000078040985055
34,1.3180838292395143,1.4040036825638897,2.695114975455422
35,1.2354889105718283,1.293555518928564,2.5045898223754812
36,1.1651777330504292,1.1956785765458953,2.4133320454531497
37,1.0461438809358987,1.0922634629708416,2.146975897324978
38,0.9075602646091624,1.001517707446836,1.9261190699058781
39,0.8737074292785367,0.9206664483502226,1.83492704362035
40,0.7945666319448312,0.8503007219647462,1.6659904772244296
41,0.7776698649095237,0.7856257954296076,1.6075514656533645
42,0.6922914741575256,0.7243762589850515,1.4527655503898433
43,0.6104916370244547,0.6596769282840332,1.3195125095635705
44,0.618626473398782,0.6224397260625407,1.282922624791943
45,0.5402258298577352,0.5748543348514809,1.1481669465768944
46,0.5125265022424015,0.5226399313728765,1.0812209921608387
47,0.4909836367520216,0.49329751195772636,1.0298095537363428
48,0.4368244161099496,0.4642960763764831,0.9248192298064715
49,0.4077716283113335,0.4253944574661975,0.8700433668918511
50,0.3593067095540186,0.4043867911370295,0.7936200610292238
51,0.3738724554563207,0.3719441519593293,0.7969162953520176
52,0.3431382567034804,0.3491410340340632,0.725347227747608
53,0.2930960478412315,0.32573066300378656,0.6514553421221166
54,0.29017215453690914,0.2980324780603625,0.6300855399950223
55,0.26062961832654397,0.28337585434036433,0.5829799378374906
56,0.2739389397098217,0.26564801231307805,0.5795961219695993
57,0.23066185558855282,0.25056033975110864,0.5127523290286274
58,0.21581094481538085,0.23474835393563756,0.4749370496432532
59,0.20325276993582328,0.22270774475808414,0.45084993385328026
60,0.21113763811714872,0.20872508959387834,0.4520418195468211
61,0.21716260847264918,0.19669942831936874,0.4505754196009955
62,0.1787603305274324,0.19072602668179656,0.39550313300715645
63,0.159341381292551,0.17501607073365516,0.36317370345484806
64,0.15234908545698986,0.16211020067896484,0.35304168812406617
65,0.1477391250792243,0.1563032421300996,0.3392557751593963
66,0.13550676141057916,0.14964153477043476,0.307855887437562
67,0.1457010015716709,0.14993547634133753,0.3214971974210919
68,0.12246497414588789,0.1309685377439238,0.28260179190311246
69,0.11496830108623608,0.1228685402926409,0.2619726896422328
70,0.11975311559945219,0.11833901049674682,0.25841290559545116
71,0.09614420765339325,0.11273027668302914,0.22998598986451732
72,0.09706263484985521,0.10016978672652874,0.2232082469453806
73,0.10699410084239987,0.10671699145492518,0.22913737839600098
74,0.11227983380159091,0.09434819488592867,0.23074373481885715
75,0.08888399944470014,0.09125916709033947,0.19332499065148345
76,0.08796053112677808,0.08855373226106167,0.19213244845486832
77,0.07636628631124794,0.08487319644048529,0.17830584102388516
78,0.07838262182344238,0.08015231236393722,0.1748382773925537
79,0.07928343232096122,0.07691817576030516,0.16982082696285433
80,0.06737717355362972,0.06935499907242802,0.1543743352742792
81,0.05864442471473106,0.06935200386873956,0.14099097061048174
82,0.05870147705670946,0.06675140977889862,0.13635604963635226
83,0.05278655394521638,0.062340714986313064,0.126442284772163
84,0.07391960156736309,0.05862893782696634,0.14709657733954315
85,0.04728117681079673,0.056725007604877906,0.1167729992809263
86,0.05239368433559675,0.05398155439574764,0.12198836562155041
87,0.044881010501901186,0.04825619875260119,0.10991521846777784
88,0.05180312796644741,0.0492485882187227,0.11615949565850373
89,0.04318302148822038,0.04706724722570968,0.10157699418654095
90,0.05185339177789893,0.04379560745690229,0.10956035756328707
91,0.03974937929715855,0.04809775574238233,0.09213126721281266
92,0.040424246876599304,0.03909426317813824,0.09525729793354469
93,0.03644532282589227,0.03909719201191416,0.08420349012585351
94,0.03380622877892615,0.038681130452116706,0.08322068907452557
95,0.03542455997281523,0.037618755011485434,0.08365147464134953
96,0.032509709060131085,0.034779087201041996,0.07633225198061962
97,0.031875661804921206,0.03324195542284902,0.07260936856474312
98,0.033764681054849414,0.03422760517107991,0.07419389407930543
99,0.03900059744229665,0.03463696913336808,0.07857186539368059
100,0.03003810524190747,0.02841935624842936,0.06997617862782116
