epoch,train_mae,validation_mae
1,314.63201904296875,351.5210876464844
2,0.0,222.80494689941406
3,0.0,167.74948120117188
4,0.0,131.076904296875
5,0.0,104.1799087524414
6,0.0,81.16458129882812
7,0.0,65.993896484375
8,0.0,47.40147018432617
9,0.0,33.88637161254883
10,0.0,24.66551971435547
11,0.0,19.17243766784668
12,0.0,15.50475788116455
13,0.0,12.95053768157959
14,0.0,11.452569007873535
15,0.0,9.947539329528809
16,0.0,8.94802474975586
17,0.0,8.423344612121582
18,0.0,7.476529598236084
19,0.0,6.685930252075195
20,0.0,6.250858783721924
21,0.0,5.874241352081299
22,0.0,5.535058498382568
23,0.0,5.158977031707764
24,0.0,4.710085391998291
25,4.048738479614258,4.667586803436279
26,0.0,4.229626655578613
27,0.0,4.019084453582764
28,0.0,3.8678946495056152
29,0.0,3.6957173347473145
30,0.0,3.433950424194336
31,0.0,3.3106844425201416
32,0.0,3.162487745285034
33,0.0,2.9646377563476562
34,0.0,2.8394112586975098
35,0.0,2.7334775924682617
36,0.0,2.6977992057800293
37,0.0,2.589329957962036
38,0.0,2.362398386001587
39,0.0,2.220261812210083
40,0.0,2.129084348678589
41,0.0,2.041940450668335
42,0.0,2.0259718894958496
43,0.0,2.0200250148773193
44,0.0,1.849063515663147
45,0.0,1.7908390760421753
46,0.0,1.7514561414718628
47,0.0,1.7158936262130737
48,0.0,1.6493738889694214
49,0.0,1.5232572555541992
50,1.2232773303985596,1.471189260482788
