date,Global_Horizontal_Radiation,Pyranometer_1,Wind_Speed,Temperature_Probe_1,Active_Power,theta_z,gamma,omega,delta,AM,GHI_cs,kt,I0,alpha_s,DL,tnoon,Iday
2017/1/1 0:00,-2.391280174,-2.225324094,1.015555556,40.1496706,-0.019991701,130.25977,14.811547,-192.24104,-23.05863,40.0,0.0,0.0,0.0,-40.25976,13.543916,12.81607,0.0
2017/1/1 1:00,-2.467279752,-2.31076169,0.980277774,39.80865987,-0.02016877,131.6218,-3.3964963,-177.24104,-23.05863,40.0,0.0,0.0,0.0,-41.62179,13.543916,12.81607,0.0
2017/1/1 2:00,-2.414737185,-2.270222366,0.942777778,39.41428026,-0.020147596,128.72023,-21.081982,-162.24104,-23.05863,40.0,0.0,0.0,0.0,-38.720234,13.543916,12.81607,0.0
2017/1/1 3:00,-2.269251128,-2.186762075,0.969444454,39.28887208,-0.020158493,122.19577,-36.039433,-147.24104,-23.05863,40.0,0.0,0.0,0.0,-32.19577,13.543916,12.81607,0.0
2017/1/1 4:00,-2.097197106,-2.075754503,0.99638888,39.16236814,-0.020190227,113.10484,-47.780655,-132.24104,-23.05863,40.0,0.0,0.0,0.0,-23.104845,13.543916,12.81607,0.0
2017/1/1 5:00,-1.98675097,-2.000447055,1.219444434,39.20261892,-0.020144069,102.35039,-56.870205,-117.24104,-23.05863,40.0,0.0,0.0,0.0,-12.350387,13.543916,12.81607,0.0
2017/1/1 6:00,26.18469054,22.95404523,0.804444446,39.13133939,0.436786594,90.53881,-64.05639,-102.24104,-23.05863,40.0,0.0,0.0,0.0,-0.5388111,13.543916,12.81607,0.0
2017/1/1 7:00,146.1181285,131.7279333,1.503888885,41.95748011,2.777582963,78.04715,-69.95202,-87.24104,-23.05863,4.726836,140.99963,0.5018265,291.17258,11.952849,13.543916,12.81607,1.0
2017/1/1 8:00,252.1452243,236.8142382,2.381944428,44.1308136,5.171783586,65.10938,-75.01368,-72.24104,-23.05863,2.3656077,375.87497,0.42611668,591.72815,24.89062,13.543916,12.81607,1.0
2017/1/1 9:00,406.012235,385.3000209,2.642222206,47.44420179,8.291527112,51.875725,-79.606606,-57.241043,-23.05863,1.617088,609.1167,0.4677758,867.9633,38.124275,13.543916,12.81607,1.0
2017/1/1 10:00,554.4311727,530.0246455,3.331388831,49.57324537,11.34224963,38.448948,-84.11624,-42.241043,-23.05863,1.2757909,810.55444,0.50354624,1101.0532,51.551052,13.543916,12.81607,1.0
2017/1/1 11:00,817.8612036,780.1331151,2.86833335,56.58413061,15.62242715,24.910254,-89.270355,-27.241043,-23.05863,1.1020019,962.42224,0.64140296,1275.113,65.089745,13.543916,12.81607,1.0
2017/1/1 12:00,848.7270024,817.8677978,2.813055575,60.7350502,15.66502841,11.377008,-98.5238,-12.241042,-23.05863,1.0196751,1052.8235,0.6157867,1378.2809,78.62299,13.543916,12.81607,1.0
2017/1/1 13:00,947.0896811,913.0312094,2.838888864,64.31345336,16.9199512,3.3345065,130.40988,2.7589579,-23.05863,1.0013897,1074.977,0.67479306,1403.5261,86.6655,13.543916,12.81607,1.0
2017/1/1 14:00,936.8167724,916.4179917,3.336666683,62.04444504,16.77009154,16.33888,93.96674,17.758957,-23.05863,1.0416608,1027.2546,0.6943867,1349.1283,73.66112,13.543916,12.81607,1.0
2017/1/1 15:00,834.1957906,811.9184469,3.506388863,61.29811255,15.07297691,29.898458,87.21118,32.758957,-23.05863,1.152817,913.18353,0.68444335,1218.7946,60.101543,13.543916,12.81607,1.0
2017/1/1 16:00,644.5059916,612.3173014,3.820833325,56.31540489,11.07529914,43.405285,82.435715,47.758957,-23.05863,1.3749832,741.4209,0.6309983,1021.4068,46.594715,13.543916,12.81607,1.0
2017/1/1 17:00,400.6555723,373.1086706,3.238055607,52.18458048,6.41500036,56.771053,77.94946,62.758957,-23.05863,1.8207324,525.8311,0.52005035,770.4169,33.228947,13.543916,12.81607,1.0
2017/1/1 18:00,182.0717497,163.0557814,3.473333319,48.08718364,2.843038579,69.90973,73.22455,77.75896,-23.05863,2.8908398,287.21817,0.3770154,482.9292,20.090273,13.543916,12.81607,1.0
2017/1/1 19:00,15.25932287,14.0154521,3.690277795,44.42634583,0.200965733,82.70433,67.90162,92.75896,-23.05863,7.4489236,68.02473,0.08546934,178.53563,7.2956734,13.543916,12.81607,1.0
2017/1/1 20:00,-3.533681571,-3.282466988,2.958055516,42.72288609,-0.020932062,94.97902,61.591606,107.75896,-23.05863,40.0,0.0,0.0,0.0,-4.9790187,13.543916,12.81607,0.0
2017/1/1 21:00,-2.832075993,-2.639695009,2.488333325,42.14795653,-0.020659166,106.455635,53.78577,122.75896,-23.05863,40.0,0.0,0.0,0.0,-16.455637,13.543916,12.81607,0.0
2017/1/1 22:00,-2.273441692,-2.074763487,3.348611116,42.04393323,-0.020550042,116.683784,43.809986,137.75896,-23.05863,40.0,0.0,0.0,0.0,-26.683784,13.543916,12.81607,0.0
2017/1/1 23:00,-2.449344198,-2.253325522,2.794722219,41.62179184,-0.020386995,124.95076,30.91977,152.75896,-23.05863,40.0,0.0,0.0,0.0,-34.950764,13.543916,12.81607,0.0
2017/1/2 0:00,-2.404800594,-2.205588996,3.006944458,41.25172647,-0.020049428,130.3105,14.968309,-192.35284,-22.979342,40.0,0.0,0.0,0.0,-40.310497,13.5379095,12.823523,0.0
2017/1/2 1:00,-2.642973761,-2.458268801,2.430000027,40.74812635,-0.020246289,131.70683,-3.265045,-177.35284,-22.979342,40.0,0.0,0.0,0.0,-41.706825,13.5379095,12.823523,0.0
2017/1/2 2:00,-2.880994558,-2.730096996,1.427777767,40.1556139,-0.020264908,128.83072,-20.994364,-162.35284,-22.979342,40.0,0.0,0.0,0.0,-38.830727,13.5379095,12.823523,0.0
