date,Global_Horizontal_Radiation,Pyranometer_1,Wind_Speed,Temperature_Probe_1,Active_Power
2018/1/1 0:00,-2.394636939,-1.839713862,2.954722236,41.44671249,-0.020921633
2018/1/1 1:00,-0.340131239,-0.311319779,3.458611091,38.88712343,-0.021581891
2018/1/1 2:00,-0.412645786,-0.462686859,1.93194446,38.98837852,-0.021658054
2018/1/1 3:00,-0.231232477,-0.332816943,1.523055519,39.12539069,-0.021586046
2018/1/1 4:00,-0.426492315,-0.334205302,4.179166655,38.81463655,-0.021653263
2018/1/1 5:00,0.15104769,0.122637186,2.653611094,38.63917796,-0.021654165
2018/1/1 6:00,15.98795591,15.68976405,3.542500019,38.84517447,0.231995476
2018/1/1 7:00,94.94843038,89.26326592,3.422222237,39.24930509,1.840192358
2018/1/1 8:00,265.6667531,223.2771314,3.168888907,41.28057671,4.899520298
2018/1/1 9:00,672.7133916,586.0455297,3.090833306,48.9000419,12.81708968
2018/1/1 10:00,823.633372,740.4465637,2.927777767,56.52286434,15.64422472
2018/1/1 11:00,959.0049591,897.2226003,2.842777769,64.3093888,17.80131022
2018/1/1 12:00,1077.393667,1031.456279,2.128611108,70.68527158,19.27672799
2018/1/1 13:00,1089.02711,1051.900248,1.635,71.56067403,19.05226358
2018/1/1 14:00,632.0121053,608.3607254,2.033611079,60.15372404,11.28668706
2018/1/1 15:00,871.7457733,838.1341121,2.972222189,57.11952273,15.25313906
2018/1/1 16:00,536.6104329,505.1521428,3.23999999,52.53546747,9.89985768
2018/1/1 17:00,453.060056,420.0060145,3.774166663,50.16331037,7.109547217
2018/1/1 18:00,145.5263923,133.4846026,3.549444477,45.79924138,2.146728749
2018/1/1 19:00,18.8630125,16.3931793,3.994722247,42.90525913,0.206211592
2018/1/1 20:00,-2.254944891,-1.96212396,4.257500013,41.0824337,-0.02219066
2018/1/1 21:00,-2.103779654,-1.921856682,3.543888907,39.86488597,-0.022017411
2018/1/1 22:00,-2.335642854,-2.188358645,2.704166651,39.28246752,-0.021830184
2018/1/1 23:00,-2.223970026,-2.015082816,3.241944452,38.90274461,-0.021712954
2018/1/2 0:00,-2.455755671,-2.290837308,2.014166663,38.38864485,-0.021496995
2018/1/2 1:00,-2.668007652,-2.547173619,2.049444417,37.95258363,-0.02168719
2018/1/2 2:00,-2.912087103,-2.775560637,1.173611119,37.50106748,-0.02165529
2018/1/2 3:00,-2.545200825,-2.45341303,0.834444443,37.16357136,-0.021735094
2018/1/2 4:00,-2.599194546,-2.54862829,0.632499993,36.84245968,-0.021880867
2018/1/2 5:00,-2.287758591,-2.302116896,0.544722224,36.58068943,-0.021753445
2018/1/2 6:00,67.53737675,21.06316761,1.055833345,36.78776137,0.361948526
2018/1/2 7:00,164.7614883,109.6133474,1.612499992,38.91552671,3.77616479
2018/1/2 8:00,517.0993246,400.3857905,3.012500008,44.81084124,9.212925911
2018/1/2 9:00,745.1409098,644.2592723,3.655555546,50.7086153,13.82093954
2018/1/2 10:00,929.8751831,850.3115692,3.774166683,55.75843875,17.25324623
2018/1/2 11:00,1070.032145,1002.585312,3.673055569,60.69799582,19.4058369
2018/1/2 12:00,1133.379222,1086.796427,3.449166695,63.70383581,20.34386667
2018/1/2 13:00,1129.9558,1098.59492,3.423888862,63.19357363,20.27975289
2018/1/2 14:00,1058.605154,1025.465139,3.398888856,62.3500754,18.89614121
2018/1/2 15:00,917.4854686,877.7769826,3.774166703,58.61613369,16.49537857
2018/1/2 16:00,726.3347778,680.724589,3.843611082,54.5508124,11.84876545
2018/1/2 17:00,492.971489,450.7758891,3.760277768,50.79249795,7.234125972
2018/1/2 18:00,237.5334816,195.2023303,3.919166684,46.20107206,2.260537396
2018/1/2 19:00,35.65580721,21.48813922,2.537777752,42.80948671,0.177931476
2018/1/2 20:00,-4.619985978,-4.417549749,1.588888894,40.873703,-0.021709118
2018/1/2 21:00,-4.242751459,-4.051899314,1.627777785,40.44382032,-0.021500803
2018/1/2 22:00,-3.965665917,-3.800903658,2.18416667,40.29836337,-0.021365272
2018/1/2 23:00,-3.961715917,-3.806551635,2.133611103,39.60923036,-0.021323094
2018/1/3 0:00,-4.172658404,-3.94535017,2.099166652,38.92339516,-0.021176666
2018/1/3 1:00,-4.792710801,-4.66206485,1.106944457,37.99143187,-0.021353145
2018/1/3 2:00,-4.814064463,-4.755768816,0.758055553,36.74137306,-0.021374733
2018/1/3 3:00,-4.19663918,-4.194304685,1.039722209,36.41944853,-0.021463503
2018/1/3 4:00,-3.830017607,-3.723990142,1.850555559,36.88830757,-0.021548313
