date,Global_Horizontal_Radiation,Pyranometer_1,Wind_Speed,Temperature_Probe_1,Active_Power,theta_z,gamma,omega,delta,AM,GHI_cs,kt,I0,alpha_s,DL,tnoon,Iday
2018/1/2 7:00,164.7614883,109.6133474,1.612499992,38.91552671,3.77616479,78.17261,-69.98644,-87.35284,-22.979342,4.7740335,138.8706,0.5717786,288.1561,11.827393,13.5379095,12.823523,1.0
2018/1/2 8:00,517.0993246,400.3857905,3.012500008,44.81084124,9.212925911,65.23197,-75.06102,-72.35284,-22.979342,2.3764567,373.61462,0.87794274,588.9898,24.768032,13.5379095,12.823523,1.0
2018/1/2 9:00,745.1409098,644.2592723,3.655555546,50.7086153,13.82093954,51.995483,-79.67052,-57.35284,-22.979342,1.6213907,607.1242,0.8608002,865.63745,38.004517,13.5379095,12.823523,1.0
2018/1/2 10:00,929.8751831,850.3115692,3.774166683,55.75843875,17.25324623,38.566216,-84.205986,-42.35284,-22.979342,1.2778649,808.98505,0.8459209,1099.246,51.433784,13.5379095,12.823523,1.0
2018/1/2 11:00,1070.032145,1002.585312,3.673055569,60.69799582,19.4058369,25.026062,-89.40976,-27.35284,-22.979342,1.1030375,961.35895,0.8399686,1273.8954,64.97394,13.5379095,12.823523,1.0
2018/1/2 12:00,1133.379222,1086.796427,3.449166695,63.70383581,20.34386667,11.495757,-98.78939,-12.35284,-22.979342,1.0201018,1052.3018,0.8226702,1377.6836,78.50424,13.5379095,12.823523,1.0
2018/1/2 13:00,1129.9558,1098.59492,3.423888862,63.19357363,20.27975289,3.3124723,132.61826,2.6471598,-22.979342,1.0013674,1074.9894,0.805077,1403.5375,86.68753,13.5379095,12.823523,1.0
2018/1/2 14:00,1058.605154,1025.465139,3.398888856,62.3500754,18.89614121,16.253735,94.31636,17.64716,-22.979342,1.0412092,1027.754,0.78432894,1349.6953,73.74626,13.5379095,12.823523,1.0
2018/1/2 15:00,917.4854686,877.7769826,3.774166703,58.61613369,16.49537857,29.812567,87.406944,32.64716,-22.979342,1.1518276,914.08704,0.75214434,1219.8264,60.18743,13.5379095,12.823523,1.0
2018/1/2 16:00,726.3347778,680.724589,3.843611082,54.5508124,11.84876545,43.322872,82.581955,47.64716,-22.979342,1.3731222,742.6133,0.7101568,1022.7808,46.677128,13.5379095,12.823523,1.0
2018/1/2 17:00,492.971489,450.7758891,3.760277768,50.79249795,7.234125972,56.69398,78.074524,62.64716,-22.979342,1.8170247,527.16724,0.6385747,771.9872,33.30602,13.5379095,12.823523,1.0
2018/1/2 18:00,237.5334816,195.2023303,3.919166684,46.20107206,2.260537396,69.83967,73.34105,77.64716,-22.979342,2.8813646,288.50824,0.4902283,484.53647,20.160334,13.5379095,12.823523,1.0
2018/1/2 19:00,35.65580721,21.48813922,2.537777752,42.80948671,0.177931476,82.64331,68.01724,92.64716,-22.979342,7.3937163,68.873634,0.19806793,180.01807,7.35669,13.5379095,12.823523,1.0
2018/1/2 20:00,-4.619985978,-4.417549749,1.588888894,40.873703,-0.021709118,94.929825,61.712284,107.64716,-22.979342,40.0,0.0,0.0,0.0,-4.929825,13.5379095,12.823523,0.0
2018/1/2 21:00,-4.242751459,-4.051899314,1.627777785,40.44382032,-0.021500803,106.42223,53.916653,122.64716,-22.979342,40.0,0.0,0.0,0.0,-16.422232,13.5379095,12.823523,0.0
2018/1/2 22:00,-3.965665917,-3.800903658,2.18416667,40.29836337,-0.021365272,116.67174,43.954735,137.64716,-22.979342,40.0,0.0,0.0,0.0,-26.671736,13.5379095,12.823523,0.0
2018/1/2 23:00,-3.961715917,-3.806551635,2.133611103,39.60923036,-0.021323094,124.967064,31.077015,152.64716,-22.979342,40.0,0.0,0.0,0.0,-34.967068,13.5379095,12.823523,0.0
2018/1/3 0:00,-4.172658404,-3.94535017,2.099166652,38.92339516,-0.021176666,130.36853,15.126752,-192.46358,-22.89243,40.0,0.0,0.0,0.0,-40.368534,13.531334,12.830905,0.0
2018/1/3 1:00,-4.792710801,-4.66206485,1.106944457,37.99143187,-0.021353145,131.7992,-3.1349413,-177.46358,-22.89243,40.0,0.0,0.0,0.0,-41.7992,13.531334,12.830905,0.0
2018/1/3 2:00,-4.814064463,-4.755768816,0.758055553,36.74137306,-0.021374733,128.94792,-20.910908,-162.46358,-22.89243,40.0,0.0,0.0,0.0,-38.947918,13.531334,12.830905,0.0
2018/1/3 3:00,-4.19663918,-4.194304685,1.039722209,36.41944853,-0.021463503,122.44976,-35.95505,-147.46358,-22.89243,40.0,0.0,0.0,0.0,-32.44976,13.531334,12.830905,0.0
2018/1/3 4:00,-3.830017607,-3.723990142,1.850555559,36.88830757,-0.021548313,113.36792,-47.759235,-132.46358,-22.89243,40.0,0.0,0.0,0.0,-23.367924,13.531334,12.830905,0.0
2018/1/3 5:00,-3.664880127,-3.565004796,1.852499992,36.71340593,-0.021529575,102.61342,-56.89101,-117.46357,-22.89243,40.0,0.0,0.0,0.0,-12.613416,13.531334,12.830905,0.0
2018/1/3 6:00,55.48985307,19.76984428,2.266388873,37.106287,0.351568862,90.79766,-64.10732,-102.46357,-22.89243,40.0,0.0,0.0,0.0,-0.79766154,13.531334,12.830905,0.0
2018/1/3 7:00,174.2221565,111.0410461,3.561111112,40.32966836,3.823663185,78.300186,-70.02828,-87.46357,-22.89243,4.823005,136.71112,0.6111241,285.08475,11.699817,13.531334,12.830905,1.0
2018/1/3 8:00,524.66465,405.2441228,3.450833321,45.60188739,9.311206659,65.35614,-75.11645,-72.46357,-22.89243,2.387558,371.32086,0.8950144,586.208,24.643862,13.531334,12.830905,1.0
2018/1/3 9:00,752.4286804,649.9285177,3.391111096,51.98921426,13.96026611,52.11639,-79.743744,-57.463573,-22.89243,1.6257652,605.10406,0.8715955,863.2774,37.88361,13.531334,12.830905,1.0
2018/1/3 10:00,936.4679718,857.0605469,2.889166683,59.29944261,17.22329346,38.684322,-84.307365,-42.463573,-22.89243,1.2799658,807.393,0.85334295,1097.411,51.315678,13.531334,12.830905,1.0
2018/1/3 11:00,1073.811076,1005.988215,2.92416666,64.20457967,19.29334625,25.142588,-89.56577,-27.463573,-22.89243,1.104086,960.27563,0.84375787,1272.6531,64.857414,13.531334,12.830905,1.0
2018/1/3 12:00,1139.296,1092.868337,2.661111116,70.02816709,20.24611775,11.615754,-99.08699,-12.463573,-22.89243,1.0205376,1051.7593,0.8273387,1377.0612,78.38425,13.531334,12.830905,1.0
2018/1/3 13:00,1131.669505,1101.112223,2.30472223,70.4438324,19.90570815,3.3014297,134.93329,2.536427,-22.89243,1.0013564,1074.9777,0.8063081,1403.5199,86.69857,13.531334,12.830905,1.0
2018/1/3 14:00,1065.136409,1032.601796,2.289722219,67.20510991,18.85932334,16.171566,94.69543,17.536427,-22.89243,1.040776,1028.2233,0.78885764,1350.2263,73.82844,13.531334,12.830905,1.0
2018/1/3 15:00,925.9120127,885.9925639,2.438333333,65.10679309,16.29700899,29.729275,87.61832,32.536427,-22.89243,1.1508721,914.9519,0.7584393,1220.8123,60.270725,13.531334,12.830905,1.0
2018/1/3 16:00,727.0977783,682.3330282,2.437222203,58.65648937,11.73234058,43.243195,82.739075,47.536427,-22.89243,1.3713305,743.75696,0.70998913,1024.097,46.756805,13.531334,12.830905,1.0
2018/1/3 17:00,490.6548691,444.947436,3.114444435,52.56054242,7.016987165,56.619946,78.208206,62.536427,-22.89243,1.8134803,528.44446,0.6343419,773.48645,33.380054,13.531334,12.830905,1.0
2018/1/3 18:00,240.6258354,195.7517083,2.712777784,47.65932942,2.259097298,69.77304,73.46491,77.53643,-22.89243,2.8724146,289.7322,0.4950545,486.05927,20.226957,13.531334,12.830905,1.0
2018/1/3 19:00,36.33925549,20.46193512,1.830277771,43.37729263,0.164879774,82.58621,68.13947,92.53643,-22.89243,7.3427696,69.670586,0.20032322,181.4031,7.413785,13.531334,12.830905,1.0
2018/1/3 20:00,-5.614685655,-5.115026116,1.398888906,40.8265988,-0.02150064,94.88513,61.839066,107.53643,-22.89243,40.0,0.0,0.0,0.0,-4.885133,13.531334,12.830905,0.0
2018/1/3 21:00,-4.787838697,-4.371017217,1.806111127,40.12029362,-0.021452268,106.394005,54.053196,122.53643,-22.89243,40.0,0.0,0.0,0.0,-16.394007,13.531334,12.830905,0.0
2018/1/3 22:00,-4.253423035,-3.951951444,1.928888877,39.541406,-0.021392897,116.665634,44.10452,137.53642,-22.89243,40.0,0.0,0.0,0.0,-26.665638,13.531334,12.830905,0.0
2018/1/3 23:00,-4.22861894,-3.881783446,2.036666671,39.13318348,-0.021334078,124.9901,31.23811,152.53642,-22.89243,40.0,0.0,0.0,0.0,-34.9901,13.531334,12.830905,0.0
2018/1/4 0:00,-3.93672214,-3.658015728,2.106944412,38.58828195,-0.02111512,130.43385,15.2868185,-192.57314,-22.797934,40.0,0.0,0.0,0.0,-40.433853,13.524197,12.838209,0.0
2018/1/4 1:00,-3.867703299,-3.512251715,1.912777772,38.03915501,-0.021316373,131.89888,-3.0062506,-177.57314,-22.797934,40.0,0.0,0.0,0.0,-41.898872,13.524197,12.838209,0.0
2018/1/4 2:00,-4.268469572,-3.994860589,1.06194444,37.21637885,-0.021328832,129.07175,-20.831694,-162.57314,-22.797934,40.0,0.0,0.0,0.0,-39.071754,13.524197,12.838209,0.0
2018/1/4 3:00,-3.590120653,-3.422308505,1.182222232,36.80708631,-0.021436247,122.58517,-35.921726,-147.57314,-22.797934,40.0,0.0,0.0,0.0,-32.585167,13.524197,12.838209,0.0
2018/1/4 4:00,-4.045850754,-3.8606836,1.003611118,36.57165655,-0.021461116,113.50621,-47.758465,-132.57314,-22.797934,40.0,0.0,0.0,0.0,-23.506212,13.524197,12.838209,0.0
2018/1/4 5:00,-3.377002746,-3.250804285,1.38277779,36.39677016,-0.021362836,102.75022,-56.911743,-117.573135,-22.797934,40.0,0.0,0.0,0.0,-12.75022,13.524197,12.838209,0.0
2018/1/4 6:00,52.17031811,19.32787406,1.86611109,36.99505838,0.344627202,90.93117,-64.143394,-102.573135,-22.797934,40.0,0.0,0.0,0.0,-0.93116575,13.524197,12.838209,0.0
2018/1/4 7:00,172.3595921,109.1012688,2.325555513,40.74842135,3.712063938,78.429794,-70.07752,-87.573135,-22.797934,4.873796,134.52322,0.6112897,281.9606,11.570209,13.524197,12.838209,1.0
2018/1/4 8:00,515.5142873,398.5872879,2.898611128,46.79691792,9.103065213,65.48181,-75.179924,-72.573135,-22.797934,2.3989103,368.9952,0.8836611,583.38464,24.518192,13.524197,12.838209,1.0
2018/1/4 9:00,740.7463582,640.0782166,3.180555562,53.76000341,13.65033674,52.238377,-79.82621,-57.57314,-22.797934,1.63021,603.05743,0.860448,860.8845,37.761623,13.524197,12.838209,1.0
2018/1/4 10:00,924.1909129,847.2594503,2.831666688,62.50267887,16.97454238,38.803207,-84.42024,-42.57314,-22.797934,1.282093,805.779,0.8435869,1095.5491,51.196793,13.524197,12.838209,1.0
2018/1/4 11:00,1061.900726,996.8176524,2.336111168,69.1980292,18.8892355,25.259798,-89.738144,-27.573137,-22.797934,1.1051472,959.17236,0.8352305,1271.3865,64.740204,13.524197,12.838209,1.0
2018/1/4 12:00,1129.966014,1084.884756,2.421111107,70.70015717,19.84378926,11.737018,-99.41548,-12.573137,-22.797934,1.0209831,1051.1962,0.8209496,1376.4133,78.262985,13.524197,12.838209,1.0
2018/1/4 13:00,1128.149536,1098.518422,2.81249997,68.94854736,19.75748364,3.30203,137.33458,2.4268625,-22.797934,1.001357,1074.9413,0.8038272,1403.4727,86.69797,13.524197,12.838209,1.0
2018/1/4 14:00,1056.826345,1026.51265,2.396388878,69.41541417,18.55014197,16.092588,95.104,17.426863,-22.797934,1.040362,1028.6613,0.782417,1350.7201,73.90741,13.524197,12.838209,1.0
2018/1/4 15:00,919.0246785,881.3930868,2.259444426,65.86123371,16.16724626,29.648726,87.845276,32.42686,-22.797934,1.1499519,915.77673,0.75221944,1221.7507,60.351276,13.524197,12.838209,1.0
2018/1/4 16:00,725.7193247,681.9925029,2.645277749,59.29249159,11.67548672,43.166363,82.907036,47.42686,-22.797934,1.3696097,744.8505,0.70777464,1025.3536,46.833637,13.524197,12.838209,1.0
2018/1/4 17:00,489.6544266,444.8286591,2.838055571,53.68327204,6.970574895,56.549038,78.35045,62.42686,-22.797934,1.8101013,529.6613,0.6318831,774.913,33.450962,13.524197,12.838209,1.0
2018/1/4 18:00,240.4475441,196.4173113,2.643333346,48.73097674,2.270670329,69.70993,73.596085,77.426865,-22.797934,2.863991,290.88858,0.49322993,487.49585,20.290068,13.524197,12.838209,1.0
2018/1/4 19:00,36.03961303,20.66021378,1.749166648,44.16794173,0.172365844,82.533104,68.26824,92.426865,-22.797934,7.2959847,70.41397,0.19727279,182.68922,7.4668946,13.524197,12.838209,1.0
2018/1/4 20:00,-6.413297057,-5.952235222,0.846944437,40.91616662,-0.021692119,94.844986,61.971878,107.426865,-22.797934,40.0,0.0,0.0,0.0,-4.8449893,13.524197,12.838209,0.0
2018/1/4 21:00,-5.196063995,-5.027452827,0.749722225,39.68256251,-0.021573095,106.370995,54.195328,122.426865,-22.797934,40.0,0.0,0.0,0.0,-16.370995,13.524197,12.838209,0.0
2018/1/4 22:00,-3.909558256,-3.722850144,2.053055555,40.18528843,-0.021433256,116.665504,44.25927,137.42686,-22.797934,40.0,0.0,0.0,0.0,-26.665503,13.524197,12.838209,0.0
2018/1/4 23:00,-4.262584567,-3.851818939,2.292222261,40.08303579,-0.021337393,125.01986,31.402987,152.42686,-22.797934,40.0,0.0,0.0,0.0,-35.01986,13.524197,12.838209,0.0
2018/1/5 0:00,-4.022115747,-3.665967465,2.198888888,39.32483959,-0.021131461,130.50642,15.44845,-192.68143,-22.695894,40.0,0.0,0.0,0.0,-40.506424,13.516501,12.845428,0.0
2018/1/5 1:00,-4.085981886,-3.729860564,1.965555539,38.69449266,-0.021397239,132.00581,-2.8790388,-177.68143,-22.695894,40.0,0.0,0.0,0.0,-42.00581,13.516501,12.845428,0.0
2018/1/5 2:00,-4.015014768,-3.71707201,1.628055563,38.06956418,-0.021503585,129.20218,-20.756796,-162.68143,-22.695894,40.0,0.0,0.0,0.0,-39.202183,13.516501,12.845428,0.0
2018/1/5 3:00,-4.244446,-3.968654394,1.280555546,37.62528833,-0.02157994,122.72608,-35.894405,-147.68143,-22.695894,40.0,0.0,0.0,0.0,-32.72608,13.516501,12.845428,0.0
2018/1/5 4:00,-3.606623709,-3.396121224,1.588333339,37.37319279,-0.021677953,113.64889,-47.764378,-132.68143,-22.695894,40.0,0.0,0.0,0.0,-23.64889,13.516501,12.845428,0.0
2018/1/5 5:00,-3.446951707,-3.197197378,1.885277758,37.51833121,-0.021511061,102.890434,-56.939396,-117.681435,-22.695894,40.0,0.0,0.0,0.0,-12.890431,13.516501,12.845428,0.0
2018/1/5 6:00,50.7800399,19.15246258,2.241388877,37.89078045,0.333647812,91.06727,-64.186554,-102.681435,-22.695894,40.0,0.0,0.0,0.0,-1.0672699,13.516501,12.845428,0.0
2018/1/5 7:00,175.4173924,109.903958,2.823333323,41.70775572,3.669944187,78.56135,-70.134155,-87.681435,-22.695894,4.926455,132.30891,0.62921935,278.78574,11.438653,13.516501,12.845428,1.0
2018/1/5 8:00,511.8768768,394.067721,2.693611076,48.42448966,9.059763789,65.6089,-75.251396,-72.681435,-22.695894,2.4105124,366.6392,0.8817538,580.5213,24.3911,13.516501,12.845428,1.0
2018/1/5 9:00,741.5519969,638.5003611,2.979444424,56.78068415,13.65199033,52.361378,-79.91785,-57.68143,-22.695894,1.6347239,600.9855,0.86381644,858.46014,37.638622,13.516501,12.845428,1.0
2018/1/5 10:00,931.4265696,849.4128876,3.514166653,64.20442454,17.04003024,38.92282,-84.544495,-42.68143,-22.695894,1.2842461,804.14386,0.85165924,1093.661,51.07718,13.516501,12.845428,1.0
2018/1/5 11:00,1067.985082,1000.510646,2.840555539,71.78966395,18.9380765,25.377665,-89.92657,-27.681433,-22.695894,1.1062212,958.04956,0.84086984,1270.0956,64.62234,13.516501,12.845428,1.0
2018/1/5 12:00,1135.834808,1089.485647,2.376944423,74.6103522,19.78051964,11.859576,-99.773735,-12.681433,-22.695894,1.0214384,1050.612,0.8256174,1375.74,78.14043,13.516501,12.845428,1.0
2018/1/5 13:00,1132.123759,1102.383128,1.928888907,76.94574547,19.45135911,3.3148413,139.79884,2.3185675,-22.695894,1.0013698,1074.8796,0.80670375,1403.3948,86.68516,13.516501,12.845428,1.0
2018/1/5 14:00,1061.041565,1032.01976,1.87277779,75.56332207,18.24157874,16.017033,95.54207,17.318567,-22.695894,1.039968,1029.067,0.7852731,1351.1753,73.98297,13.516501,12.845428,1.0
2018/1/5 15:00,924.29304,888.7919413,1.992777755,68.55206553,15.94368474,29.571064,88.08777,32.31857,-22.695894,1.1490684,916.56024,0.75598127,1222.6401,60.428936,13.516501,12.845428,1.0
2018/1/5 16:00,726.8883311,685.1238149,2.103888874,63.06918462,11.61908031,43.0925,83.08577,47.31857,-22.695894,1.3679616,745.8924,0.7080893,1026.549,46.9075,13.516501,12.845428,1.0
2018/1/5 17:00,489.0270462,444.3210678,1.276111116,59.12269974,6.901669582,56.48136,78.50118,62.31857,-22.695894,1.8068904,530.81616,0.6299744,776.26495,33.51864,13.516501,12.845428,1.0
2018/1/5 18:00,238.6763293,194.9055589,1.358333324,51.42885367,2.282682468,69.65041,73.734474,77.318565,-22.695894,2.8560946,291.9759,0.4882459,488.8445,20.349586,13.516501,12.845428,1.0
2018/1/5 19:00,34.70362225,19.32206765,1.213611106,45.47482077,0.177290213,82.48404,68.40348,92.318565,-22.695894,7.2532754,71.10226,0.18873495,183.87491,7.515957,13.516501,12.845428,1.0
2018/1/5 20:00,-6.547427416,-6.07748127,1.058333327,42.23387146,-0.021096506,94.80944,62.110657,107.318565,-22.695894,40.0,0.0,0.0,0.0,-4.809441,13.516501,12.845428,0.0
2018/1/5 21:00,-5.630817254,-5.354416013,1.015555541,40.98915386,-0.021045805,106.353226,54.34298,122.318565,-22.695894,40.0,0.0,0.0,0.0,-16.353224,13.516501,12.845428,0.0
2018/1/5 22:00,-4.918243567,-4.729519924,1.139444456,40.49462827,-0.020946108,116.67134,44.418915,137.31857,-22.695894,40.0,0.0,0.0,0.0,-26.671339,13.516501,12.845428,0.0
2018/1/5 23:00,-4.983900269,-4.883346915,0.833888888,39.64167818,-0.020853865,125.05633,31.571585,152.31857,-22.695894,40.0,0.0,0.0,0.0,-35.05633,13.516501,12.845428,0.0
2018/1/6 0:00,-3.902329068,-3.669009109,1.663611114,39.42055162,-0.020674739,130.58623,15.61159,-192.78836,-22.586363,40.0,0.0,0.0,0.0,-40.586224,13.508256,12.852557,0.0
2018/1/6 1:00,-4.390415827,-3.97040687,1.54361109,39.65339438,-0.021052137,132.11996,-2.7533724,-177.78836,-22.586363,40.0,0.0,0.0,0.0,-42.11997,13.508256,12.852557,0.0
2018/1/6 2:00,-4.480887214,-4.039621711,1.454444443,39.00208918,-0.021039139,129.33914,-20.686293,-162.78836,-22.586363,40.0,0.0,0.0,0.0,-39.339138,13.508256,12.852557,0.0
2018/1/6 3:00,-4.253260036,-3.86277926,1.661388864,38.36304665,-0.021142075,122.87243,-35.873158,-147.78836,-22.586363,40.0,0.0,0.0,0.0,-32.87243,13.508256,12.852557,0.0
2018/1/6 4:00,-3.757473588,-3.439593295,1.650277759,38.19863796,-0.021325768,113.79587,-47.77703,-132.78836,-22.586363,40.0,0.0,0.0,0.0,-23.795866,13.508256,12.852557,0.0
2018/1/6 5:00,-4.625320355,-4.445080538,0.6763889,37.07215055,-0.021208444,103.03396,-56.973988,-117.78836,-22.586363,40.0,0.0,0.0,0.0,-13.0339575,13.508256,12.852557,0.0
2018/1/6 6:00,47.85655261,17.80413951,0.798888887,37.18566704,0.318500782,91.20588,-64.236786,-102.78836,-22.586363,40.0,0.0,0.0,0.0,-1.2058829,13.508256,12.852557,0.0
2018/1/6 7:00,174.9241536,108.6226463,1.356944437,42.25641092,3.573462357,78.69476,-70.19815,-87.78836,-22.586363,4.9810314,130.07024,0.6347898,275.56232,11.305237,13.508256,12.852557,1.0
2018/1/6 8:00,510.4493103,394.6362864,1.887222211,50.81806882,8.829269648,65.737335,-75.33084,-72.78836,-22.586363,2.4223633,364.25433,0.88371146,577.6199,24.262663,13.508256,12.852557,1.0
2018/1/6 9:00,739.3562571,637.9851684,2.091666659,61.07285786,13.25847793,52.485325,-80.01858,-57.788357,-22.586363,1.6393054,598.88934,0.8637284,856.0055,37.514675,13.508256,12.852557,1.0
2018/1/6 10:00,928.763738,847.9727936,2.316388885,68.76104482,16.54404839,39.043114,-84.67999,-42.788357,-22.586363,1.2864243,802.4881,0.85071284,1091.7477,50.956886,13.508256,12.852557,1.0
2018/1/6 11:00,1065.389638,999.1974538,2.471944461,74.58324051,18.58037599,25.496166,-90.13078,-27.788357,-22.586363,1.1073078,956.9072,0.8396956,1268.7809,64.50383,13.508256,12.852557,1.0
2018/1/6 12:00,1132.477549,1086.97054,2.286388874,78.16874758,19.39917501,11.983464,-100.16065,-12.788357,-22.586363,1.0219036,1050.0066,0.8235957,1375.0406,78.01653,13.508256,12.852557,1.0
