epoch,gamma_psg,gamma_wase,gamma_dsc,alpha_pgia_layer0,alpha_pgia_layer1,alpha_pgia_layer2
27,-0.4324020743370056,0.34659335017204285,0.04878464713692665,0.09055665880441666,0.1636151671409607,-0.1962079405784607
28,-0.4344465732574463,0.3526892066001892,0.04894286021590233,0.09066930413246155,0.16353072226047516,-0.23171216249465942
29,-0.4367421865463257,0.35469627380371094,0.04901185631752014,0.09090618789196014,0.16423146426677704,-0.23438489437103271
30,-0.43831467628479004,0.3553979694843292,0.04921279847621918,0.09113659709692001,0.1672440469264984,-0.25032007694244385
31,-0.4386310875415802,0.3559984862804413,0.04930748790502548,0.09132912009954453,0.16597822308540344,-0.28819674253463745
32,-0.4408462941646576,0.35726141929626465,0.04940575361251831,0.09181085228919983,0.16682489216327667,-0.30645856261253357
33,-0.4424527585506439,0.35881227254867554,0.049622416496276855,0.09209161251783371,0.1680658459663391,-0.32923728227615356
34,-0.4438234865665436,0.3606676459312439,0.04979264736175537,0.09248128533363342,0.16991759836673737,-0.3618047833442688
35,-0.4492879807949066,0.3687649965286255,0.0494391992688179,0.09241554141044617,0.16921839118003845,-0.4202357530593872
36,-0.4692743718624115,0.38869741559028625,0.050907570868730545,0.09305118769407272,0.16861207783222198,-0.453775018453598
37,-0.4777016043663025,0.39359524846076965,0.051750075072050095,0.09333641082048416,0.17253150045871735,-0.4876156151294708
38,-0.4824754297733307,0.3981270492076874,0.05211126059293747,0.09399450570344925,0.1744614988565445,-0.5047500729560852
39,-0.4898110330104828,0.4030754864215851,0.052673667669296265,0.09403622895479202,0.17915308475494385,-0.5299410820007324
40,-0.4961760938167572,0.4067065417766571,0.05272398516535759,0.09439650177955627,0.180568665266037,-0.5396020412445068
41,-0.5086758732795715,0.41474583745002747,0.05347784236073494,0.09466736018657684,0.18837383389472961,-0.5634400248527527
42,-0.5153807997703552,0.4202069342136383,0.054318618029356,0.0945555791258812,0.1971883475780487,-0.5823158025741577
43,-0.5269609689712524,0.4274689555168152,0.054949719458818436,0.09561928361654282,0.20536629855632782,-0.5963109731674194
44,-0.5343153476715088,0.43335437774658203,0.05550877004861832,0.0960068628191948,0.20695285499095917,-0.6121222376823425
45,-0.5510084629058838,0.4427781403064728,0.057281479239463806,0.09605700522661209,0.2096053957939148,-0.6245818138122559
46,-0.5662282109260559,0.44920581579208374,0.0581723190844059,0.0959368497133255,0.2074189931154251,-0.6309499144554138
47,-0.5797034502029419,0.4572145342826843,0.05938529968261719,0.09537810832262039,0.21083121001720428,-0.6385701298713684
48,-0.5919738411903381,0.4673728048801422,0.05980118364095688,0.09618360549211502,0.22132883965969086,-0.6194963455200195
49,-0.6100992560386658,0.48436957597732544,0.06059262529015541,0.09753034263849258,0.22922509908676147,-0.614713191986084
50,-0.6319431066513062,0.4960080087184906,0.06255020201206207,0.09735414385795593,0.24376046657562256,-0.5904001593589783
51,-0.6417866945266724,0.5072476863861084,0.06310975551605225,0.0977138876914978,0.259937584400177,-0.6148731708526611
52,-0.6591572761535645,0.5210806727409363,0.06451195478439331,0.0972258672118187,0.2749444246292114,-0.6189539432525635
53,-0.6798828840255737,0.5344913005828857,0.06764556467533112,0.09784452617168427,0.2837539315223694,-0.6086841821670532
54,-0.6910419464111328,0.5449811816215515,0.06978670507669449,0.09948517382144928,0.3050236999988556,-0.6196730732917786
55,-0.703281819820404,0.5582571625709534,0.06977666169404984,0.09933841228485107,0.33501535654067993,-0.6096315383911133
56,-0.705955445766449,0.5663765072822571,0.07022625207901001,0.09820373356342316,0.35611218214035034,-0.5769881010055542
57,-0.7236549258232117,0.5793721079826355,0.07370122522115707,0.09871922433376312,0.41057905554771423,-0.5699105262756348
58,-0.7360337972640991,0.5936996936798096,0.075393445789814,0.10167551785707474,0.4476509988307953,-0.6032375693321228
59,-0.7434983253479004,0.6008366346359253,0.07827504724264145,0.1034182533621788,0.5046908855438232,-0.5936200022697449
60,-0.7552767992019653,0.6138734221458435,0.08194179087877274,0.10506626218557358,0.5779871344566345,-0.5934565663337708
61,-0.7617138028144836,0.624188244342804,0.08556753396987915,0.10525929182767868,0.7283234596252441,-0.6015880107879639
62,-0.7729426622390747,0.6344133019447327,0.09333682805299759,0.10650912672281265,0.8941196799278259,-0.6229633688926697
63,-0.7737109661102295,0.6433804631233215,0.09299621731042862,0.11071477830410004,1.0210074186325073,-0.7032726407051086
64,-0.7942746877670288,0.6567484736442566,0.10916455090045929,0.11476907879114151,1.2007033824920654,-0.7503118515014648
65,-0.797488808631897,0.6651330590248108,0.11115250736474991,0.11968763172626495,1.506561517715454,-0.7907202839851379
66,-0.8012693524360657,0.6727493405342102,0.1155826523900032,0.1226930245757103,1.6773743629455566,-0.8343554735183716
67,-0.801240086555481,0.6830174326896667,0.11970002204179764,0.12909559905529022,1.7404099702835083,-0.8575631380081177
68,-0.8093542456626892,0.693031907081604,0.127901092171669,0.1269141435623169,1.7566529512405396,-0.8517841696739197
69,-0.8112888336181641,0.7007647752761841,0.12039646506309509,0.13443538546562195,1.8247543573379517,-0.8707441687583923
70,-0.7864347696304321,0.7060186862945557,0.08566153794527054,0.13984623551368713,1.8619110584259033,-0.8892410397529602
71,-0.7982728481292725,0.7144366502761841,0.10525621473789215,0.14653100073337555,1.8478314876556396,-0.9371165633201599
72,-0.8021963834762573,0.7213529348373413,0.1082405149936676,0.1405373215675354,1.883642315864563,-0.927518904209137
73,-0.8096466660499573,0.7286311388015747,0.10040796548128128,0.140927255153656,1.9164514541625977,-0.9560924172401428
74,-0.8098828196525574,0.7340730428695679,0.0907215103507042,0.15152691304683685,1.927172064781189,-1.022210717201233
75,-0.8165624141693115,0.7393990755081177,0.09324217587709427,0.16021272540092468,1.9318609237670898,-1.0010886192321777
76,-0.8269617557525635,0.7449491620063782,0.104482501745224,0.18627405166625977,1.9548637866973877,-0.9959251880645752
77,-0.8414580821990967,0.7531010508537292,0.12761393189430237,0.18661612272262573,1.9545871019363403,-0.9643885493278503
78,-0.8235085010528564,0.7576423287391663,0.10545866936445236,0.2287108302116394,1.9737204313278198,-0.9901500940322876
79,-0.821753203868866,0.7597331404685974,0.10214265435934067,0.22413316369056702,1.962709665298462,-0.9979649782180786
80,-0.8379352688789368,0.766319990158081,0.12347304821014404,0.26102158427238464,1.9689280986785889,-1.0020184516906738
81,-0.8113934993743896,0.7703980803489685,0.08724527806043625,0.27726107835769653,1.9869606494903564,-1.0476648807525635
82,-0.8228486180305481,0.7747882008552551,0.09318836033344269,0.32786235213279724,1.9952422380447388,-1.0422790050506592
83,-0.8247922658920288,0.7791116833686829,0.09415886551141739,0.308736115694046,1.97914457321167,-1.043735146522522
84,-0.8147222399711609,0.7834486365318298,0.08262166380882263,0.3433499336242676,1.9811116456985474,-1.049597978591919
85,-0.8197894096374512,0.7852760553359985,0.09282084554433823,0.36410802602767944,1.9724459648132324,-1.0638970136642456
86,-0.8208029270172119,0.7898473143577576,0.09457893669605255,0.38721778988838196,1.9892263412475586,-1.0714995861053467
87,-0.8316721320152283,0.7927373051643372,0.10385268181562424,0.4006255865097046,1.9973933696746826,-1.063313364982605
88,-0.8131067156791687,0.7988172173500061,0.08854355663061142,0.4373496174812317,1.9986212253570557,-1.0747604370117188
89,-0.8179256916046143,0.8020656108856201,0.09100069105625153,0.44369935989379883,2.017305612564087,-1.032784104347229
90,-0.8217800259590149,0.8053425550460815,0.09152191877365112,0.45684030652046204,2.0085294246673584,-1.0291948318481445
91,-0.8067495226860046,0.8077782392501831,0.06456124782562256,0.4900009036064148,2.0175223350524902,-1.0385818481445312
92,-0.821276843547821,0.8113693594932556,0.08126350492238998,0.5277268886566162,2.010565757751465,-1.0580508708953857
93,-0.8174603581428528,0.8139121532440186,0.08173655718564987,0.5609064698219299,2.0341248512268066,-1.0378608703613281
94,-0.8172966241836548,0.8167242407798767,0.0781390517950058,0.6108539700508118,2.0106241703033447,-1.054490566253662
95,-0.8015794157981873,0.8221527934074402,0.08009424060583115,0.6228872537612915,2.026799201965332,-1.050047516822815
96,-0.8002248406410217,0.8245343565940857,0.07168895751237869,0.6327168941497803,2.0351498126983643,-1.0371668338775635
97,-0.8103636503219604,0.8245752453804016,0.07970722764730453,0.6499027609825134,2.0279579162597656,-1.0268824100494385
98,-0.8193120360374451,0.8283687829971313,0.0836600586771965,0.6990767121315002,2.0129623413085938,-1.068880319595337
99,-0.8183242678642273,0.8292198181152344,0.0759439468383789,0.7453262805938721,2.022127389907837,-1.080054759979248
100,-0.8222241401672363,0.8327611684799194,0.08525663614273071,0.799683690071106,2.015162706375122,-1.0935182571411133
101,-0.811215341091156,0.8351383805274963,0.0844951793551445,0.7625913023948669,2.0018701553344727,-1.0929899215698242
102,-0.8066821694374084,0.8373448848724365,0.08319658786058426,0.7690086364746094,2.0296471118927,-1.120514154434204
103,-0.7963845133781433,0.8329493999481201,0.07311759889125824,0.7935388684272766,2.0099050998687744,-1.0955216884613037
104,-0.7816330790519714,0.8403536081314087,0.08622802048921585,0.8033124804496765,2.010831117630005,-1.1225619316101074
105,-0.7759567499160767,0.8440498113632202,0.07548404484987259,0.8389353156089783,2.0201621055603027,-1.1063988208770752
106,-0.7802527546882629,0.8445107936859131,0.07509484887123108,0.876804530620575,2.023077964782715,-1.1086562871932983
107,-0.7849772572517395,0.8452237844467163,0.0798451229929924,0.9122558236122131,2.000586748123169,-1.1111016273498535
108,-0.7792428135871887,0.8469656109809875,0.06682637333869934,1.0031929016113281,2.0224297046661377,-1.095820426940918
109,-0.7795494794845581,0.8481230735778809,0.07144137471914291,0.9834376573562622,2.009134531021118,-1.1228986978530884
110,-0.7848886251449585,0.8523285984992981,0.06982195377349854,1.0774269104003906,2.012155771255493,-1.117384433746338
111,-0.7815274000167847,0.8543009757995605,0.06637851893901825,1.0860931873321533,2.03315806388855,-1.1126646995544434
112,-0.7809433341026306,0.8587836027145386,0.06767351180315018,1.153856635093689,2.0079421997070312,-1.1077054738998413
113,-0.7742478251457214,0.8608975410461426,0.06193280220031738,1.1847912073135376,2.006441593170166,-1.1188685894012451
114,-0.7784667611122131,0.8626757860183716,0.07263210415840149,1.1732481718063354,2.019439935684204,-1.1595559120178223
115,-0.7689886093139648,0.8599467873573303,0.06417698413133621,1.229806661605835,2.030545234680176,-1.1621116399765015
116,-0.780947208404541,0.8639267086982727,0.07073110342025757,1.2550687789916992,2.0401127338409424,-1.1462119817733765
117,-0.7818498015403748,0.8651273250579834,0.07504529505968094,1.285456895828247,2.0423145294189453,-1.1459404230117798
118,-0.7814868092536926,0.8663627505302429,0.0652323067188263,1.3051388263702393,2.0398712158203125,-1.1212928295135498
119,-0.7899170517921448,0.8674018979072571,0.07135026156902313,1.3400077819824219,2.0354862213134766,-1.1208162307739258
120,-0.7763978838920593,0.8694932460784912,0.06010466814041138,1.3290486335754395,2.0222747325897217,-1.1155860424041748
121,-0.7842020392417908,0.8713752627372742,0.06808920204639435,1.3631727695465088,2.0257387161254883,-1.125014305114746
122,-0.7815341949462891,0.8703808784484863,0.05850086733698845,1.3451977968215942,2.031026601791382,-1.1241166591644287
123,-0.7886109948158264,0.8729419112205505,0.06924088299274445,1.3557593822479248,2.0076353549957275,-1.1362413167953491
124,-0.7852138876914978,0.8734700083732605,0.06806070357561111,1.3785306215286255,2.0000545978546143,-1.128032922744751
125,-0.7926628589630127,0.876522421836853,0.06525413691997528,1.390106201171875,2.011287212371826,-1.1324501037597656
126,-0.7862280011177063,0.8769941926002502,0.06230585277080536,1.4223288297653198,2.022073984146118,-1.1381983757019043
127,-0.7652631402015686,0.8775590658187866,0.0290569756180048,1.4517079591751099,2.030386209487915,-1.1307384967803955
128,-0.7795286774635315,0.8802390694618225,0.06991410255432129,1.4615380764007568,2.0236668586730957,-1.0922772884368896
129,-0.771493136882782,0.8793110847473145,0.059507738798856735,1.4585593938827515,2.015744209289551,-1.0828964710235596
130,-0.7746185660362244,0.8804429173469543,0.06278206408023834,1.4864569902420044,2.0084261894226074,-1.1109219789505005
131,-0.774208664894104,0.8824671506881714,0.05982639640569687,1.5080101490020752,2.0082554817199707,-1.1101760864257812
132,-0.7749752998352051,0.8829008936882019,0.06293879449367523,1.494484305381775,2.023045063018799,-1.1309633255004883
133,-0.7665449976921082,0.8848060369491577,0.05730638653039932,1.487842321395874,2.0162973403930664,-1.146553635597229
134,-0.7609555721282959,0.8867630958557129,0.05286320671439171,1.5239768028259277,2.026087999343872,-1.1074761152267456
135,-0.7651486992835999,0.8882643580436707,0.05511030927300453,1.523899793624878,2.025214195251465,-1.0948935747146606
136,-0.7678689956665039,0.8901324272155762,0.06064897030591965,1.530480980873108,2.0249626636505127,-1.0995090007781982
137,-0.7501353025436401,0.8902651071548462,0.05344608798623085,1.5759556293487549,1.9965907335281372,-1.094652533531189
138,-0.7686271667480469,0.8920472264289856,0.06713779270648956,1.5720090866088867,2.007138252258301,-1.0812965631484985
139,-0.7650659084320068,0.8917278051376343,0.06130489334464073,1.5810102224349976,2.0065324306488037,-1.106444239616394
140,-0.760201632976532,0.892690122127533,0.05819278582930565,1.5890772342681885,2.0404536724090576,-1.1187455654144287
141,-0.7735065817832947,0.8950348496437073,0.06965987384319305,1.5719282627105713,2.033716917037964,-1.102107286453247
142,-0.7665996551513672,0.8969336152076721,0.055532634258270264,1.6063297986984253,2.0375771522521973,-1.1093308925628662
143,-0.7631669640541077,0.897548496723175,0.05149582400918007,1.6070921421051025,2.0325069427490234,-1.088709831237793
144,-0.7596771717071533,0.8992388248443604,0.05013176053762436,1.6120070219039917,2.0214836597442627,-1.090431571006775
145,-0.7602563500404358,0.8993225693702698,0.05425932630896568,1.6024032831192017,2.0186378955841064,-1.078667402267456
146,-0.7581044435501099,0.9015265703201294,0.05576762557029724,1.6251100301742554,2.029797315597534,-1.0691487789154053
147,-0.7589455842971802,0.9032220840454102,0.04989847540855408,1.6527353525161743,2.0303778648376465,-1.1048165559768677
148,-0.7597545981407166,0.9033406972885132,0.05557170510292053,1.6632715463638306,2.024043083190918,-1.0673280954360962
149,-0.7566224932670593,0.9026454091072083,0.051675956696271896,1.6694025993347168,2.025055408477783,-1.0369884967803955
150,-0.7506066560745239,0.9045444130897522,0.050927549600601196,1.651315450668335,2.015653371810913,-1.0760061740875244
151,-0.7543889880180359,0.9078779220581055,0.05172351375222206,1.6649948358535767,2.0186574459075928,-1.0783089399337769
152,-0.7560457587242126,0.9069197773933411,0.06438063830137253,1.6365045309066772,2.018850564956665,-1.0739212036132812
153,-0.7519661784172058,0.9068198800086975,0.048354458063840866,1.6033931970596313,2.030794620513916,-1.107236385345459
154,-0.7417033910751343,0.9091160297393799,0.04942985251545906,1.6042793989181519,2.024486780166626,-1.1149775981903076
155,-0.7424691915512085,0.9092270135879517,0.0577220693230629,1.6050875186920166,2.027048349380493,-1.125874400138855
156,-0.7363065481185913,0.9096245765686035,0.05166170001029968,1.5877068042755127,2.0182909965515137,-1.1031465530395508
157,-0.7390151023864746,0.909676194190979,0.0589945949614048,1.6164370775222778,2.02764892578125,-1.1349072456359863
158,-0.730646014213562,0.9095668196678162,0.05270230025053024,1.616062879562378,2.0279955863952637,-1.1582436561584473
159,-0.7282590866088867,0.9105372428894043,0.050056736916303635,1.6433883905410767,2.0252740383148193,-1.1296738386154175
160,-0.729865312576294,0.9135029911994934,0.05014516040682793,1.6441724300384521,2.037088632583618,-1.1142977476119995
161,-0.7316480278968811,0.9136749505996704,0.05554581806063652,1.640852928161621,2.025554895401001,-1.088835597038269
162,-0.7297406196594238,0.9161228537559509,0.04084733501076698,1.6382911205291748,2.017643451690674,-1.073207139968872
163,-0.7289671301841736,0.9139005541801453,0.05279424041509628,1.6579593420028687,2.025517225265503,-1.109758734703064
164,-0.7274729013442993,0.915900468826294,0.052658792585134506,1.6593706607818604,1.999099612236023,-1.107328176498413
165,-0.7202224135398865,0.9148883819580078,0.05078580603003502,1.675745964050293,1.9804255962371826,-1.10414457321167
166,-0.7167863845825195,0.9167892336845398,0.04981617629528046,1.6742089986801147,1.9955871105194092,-1.1048835515975952
167,-0.7183902263641357,0.9196304678916931,0.06136368587613106,1.6805450916290283,2.0196421146392822,-1.0990822315216064
168,-0.7108534574508667,0.9187994003295898,0.056893955916166306,1.669532060623169,1.995130181312561,-1.1073088645935059
169,-0.7133209705352783,0.918793261051178,0.0588400661945343,1.6973553895950317,1.977936863899231,-1.1090967655181885
170,-0.7108683586120605,0.9189325571060181,0.04778284579515457,1.6716294288635254,2.0036017894744873,-1.1331007480621338
171,-0.7068545818328857,0.9202205538749695,0.04688052460551262,1.6731398105621338,2.000682830810547,-1.146543025970459
172,-0.7115731239318848,0.9223310351371765,0.07183396071195602,1.6844429969787598,2.0021605491638184,-1.148459553718567
173,-0.6990231871604919,0.9224900007247925,0.05471779778599739,1.6922872066497803,1.9861518144607544,-1.1171759366989136
174,-0.6943293213844299,0.921905517578125,0.05357787013053894,1.692745327949524,1.9991549253463745,-1.1235333681106567
175,-0.6927910447120667,0.922753632068634,0.05223613977432251,1.6779958009719849,2.00290846824646,-1.1239668130874634
176,-0.6898729205131531,0.9237506985664368,0.04859011620283127,1.717322587966919,1.9966821670532227,-1.112873911857605
177,-0.69034343957901,0.9249891638755798,0.051696352660655975,1.6878963708877563,1.979360818862915,-1.1158944368362427
178,-0.6886321902275085,0.925576388835907,0.05909426137804985,1.719732642173767,2.0169787406921387,-1.1130475997924805
179,-0.6883669495582581,0.9255173802375793,0.056497540324926376,1.7169727087020874,1.9942200183868408,-1.0919126272201538
180,-0.6900148391723633,0.9257944822311401,0.05106815695762634,1.7523161172866821,2.017707586288452,-1.0780121088027954
181,-0.683047354221344,0.9257102012634277,0.046532534062862396,1.7124096155166626,2.0009207725524902,-1.1142576932907104
182,-0.6794484257698059,0.927274227142334,0.05487820506095886,1.7309656143188477,2.0301103591918945,-1.1153061389923096
183,-0.6756500601768494,0.9271422624588013,0.054892100393772125,1.7073673009872437,2.02860164642334,-1.1404139995574951
184,-0.6723477244377136,0.9281553626060486,0.055343709886074066,1.732432246208191,2.018277168273926,-1.1341856718063354
185,-0.6654388308525085,0.926112711429596,0.05729306489229202,1.7472960948944092,2.0306529998779297,-1.1292165517807007
186,-0.6710289120674133,0.9294251203536987,0.05599953979253769,1.7207589149475098,2.0084495544433594,-1.1386996507644653
187,-0.6648014187812805,0.9276127815246582,0.06160804256796837,1.6996643543243408,2.0258312225341797,-1.1068602800369263
188,-0.6579905152320862,0.9287210702896118,0.05181002989411354,1.7187061309814453,2.0076987743377686,-1.1304304599761963
189,-0.6570621132850647,0.9289880990982056,0.04940153658390045,1.726926326751709,2.017651319503784,-1.1133450269699097
190,-0.6567785739898682,0.9303522109985352,0.05516298487782478,1.7253472805023193,2.0236847400665283,-1.1231145858764648
191,-0.6552706360816956,0.9306992888450623,0.050641462206840515,1.7291160821914673,1.9956928491592407,-1.1468350887298584
192,-0.6561307907104492,0.9324624538421631,0.05211694538593292,1.7508500814437866,2.0138704776763916,-1.1145739555358887
193,-0.6549461483955383,0.9318984150886536,0.04640140384435654,1.720173954963684,2.0034842491149902,-1.1116963624954224
194,-0.657036542892456,0.9323103427886963,0.055212367326021194,1.7231427431106567,2.000986099243164,-1.134002685546875
195,-0.6491755843162537,0.9323003888130188,0.052986741065979004,1.7200350761413574,1.9910897016525269,-1.1354939937591553
196,-0.6456664800643921,0.9310030341148376,0.034095678478479385,1.717773675918579,2.0000154972076416,-1.122313141822815
197,-0.6424918174743652,0.9319852590560913,0.04984790459275246,1.7057101726531982,2.014925718307495,-1.130455493927002
198,-0.6437885165214539,0.9327308535575867,0.05516673997044563,1.7578238248825073,2.0191073417663574,-1.1561884880065918
199,-0.6363803148269653,0.9326339960098267,0.05956284701824188,1.7314223051071167,2.0249462127685547,-1.1465785503387451
200,-0.6301888227462769,0.9337049126625061,0.05454104393720627,1.7501840591430664,2.0079636573791504,-1.1195553541183472
