epoch,train_mae,test_mae
1,56.21921920776367,78.74281311035156
2,0.0,18.767057418823242
3,0.0,5.5631232261657715
4,0.0,3.160219430923462
5,0.0,2.40826678276062
6,0.0,2.0405161380767822
7,0.0,1.8354361057281494
8,0.0,1.7645564079284668
9,0.0,1.609247088432312
10,0.0,1.529191255569458
11,0.0,1.5130902528762817
12,0.0,1.5185563564300537
13,0.0,1.3830808401107788
14,0.0,1.4214775562286377
15,0.0,1.3016046285629272
16,0.0,1.2494198083877563
17,0.0,1.2518218755722046
18,0.0,1.2157423496246338
19,0.0,1.2428444623947144
20,0.0,1.2048423290252686
21,0.0,1.193162441253662
22,0.0,1.1569792032241821
23,0.0,1.2698590755462646
24,0.0,1.102217674255371
25,0.0,1.082077145576477
26,0.0,1.1956788301467896
27,0.0,1.0876471996307373
28,0.0,1.0901180505752563
29,0.0,1.0926676988601685
30,0.0,1.087183952331543
31,0.0,1.075301170349121
32,0.0,1.1047897338867188
33,0.0,1.0367521047592163
34,0.0,1.574070692062378
35,0.0,1.1149193048477173
36,0.0,1.090964674949646
37,0.0,1.044999599456787
38,0.0,1.042020320892334
39,0.0,1.0156984329223633
40,0.0,1.0228087902069092
41,0.0,0.9715816974639893
42,0.0,1.0263049602508545
43,0.0,1.0485581159591675
44,0.0,1.0407459735870361
45,0.0,1.0420011281967163
46,0.0,1.0083128213882446
47,0.0,1.0537878274917603
48,0.0,0.9718277454376221
49,0.0,1.0124214887619019
50,0.6648722290992737,1.0879610776901245
51,0.0,0.9821394085884094
52,0.0,1.0363754034042358
53,0.0,1.050978183746338
54,0.0,1.1060882806777954
55,0.0,1.0878323316574097
56,0.0,0.9981845617294312
57,0.0,1.0182267427444458
58,0.0,0.9673920273780823
59,0.0,0.9741118550300598
60,0.0,1.0151433944702148
61,0.0,0.9784845113754272
62,0.0,0.9696304202079773
63,0.0,0.9534112215042114
64,0.0,0.9597805738449097
65,0.0,1.0166605710983276
66,0.0,0.9656444787979126
67,0.0,0.9965466260910034
68,0.0,1.044059157371521
69,0.0,0.9654887914657593
70,0.0,0.9874053001403809
71,0.0,0.9663529396057129
72,0.0,1.0036474466323853
73,0.0,1.0305027961730957
74,0.0,0.9601254463195801
75,0.0,0.9962726831436157
76,0.0,0.9490823149681091
77,0.0,1.0012186765670776
78,0.0,1.019257664680481
79,0.0,0.9715551137924194
80,0.0,0.9814873337745667
81,0.0,1.1010581254959106
82,0.0,1.0829271078109741
83,0.0,1.082782506942749
84,0.0,0.9885395765304565
85,0.0,0.9945740103721619
86,0.0,0.9752814173698425
87,0.0,1.0044035911560059
88,0.0,1.0660961866378784
89,0.0,1.0743950605392456
90,0.0,1.034088134765625
91,0.0,0.9845979809761047
92,0.0,0.9708654284477234
93,0.0,1.0066545009613037
94,0.0,1.0096533298492432
95,0.0,0.9954574704170227
96,0.0,1.044624924659729
97,0.0,0.9955011010169983
98,0.0,0.9978098273277283
99,0.0,1.0424036979675293
100,0.39361876249313354,1.0040160417556763
