timestamp,step,actual,predicted
2017/12/8 9:00,1,14.494322,14.06095
2017/12/8 10:00,2,17.683691,17.30622
2017/12/8 11:00,3,19.70115,20.096111
2017/12/8 12:00,4,20.419104,21.013258
2017/12/8 13:00,5,19.963516,19.597914
2017/12/8 14:00,6,18.266783,17.698614
2017/12/8 15:00,7,15.489989,15.324541
2017/12/8 16:00,8,10.349824,10.554964
2017/12/8 17:00,9,5.894592,5.556942
2017/12/8 18:00,10,1.4880427,1.6572303
2017/12/8 19:00,11,0.0821816,0.22551686
2017/12/8 20:00,12,-0.02156172,0.4994925
2017/12/8 21:00,13,-0.021413803,0.11889887
2017/12/8 22:00,14,-0.021352293,0.011255398
2017/12/8 23:00,15,-0.021284588,-0.3658744
2017/12/9 0:00,16,-0.021027042,-0.96030575
2017/12/9 1:00,17,-0.021282673,-0.5985133
2017/12/9 2:00,18,-0.02134782,0.03167723
2017/12/9 3:00,19,-0.021582201,0.20244592
2017/12/9 4:00,20,-0.021568941,0.7402506
2017/12/9 5:00,21,-0.021383516,0.2232722
2017/12/9 6:00,22,0.72915316,0.40651593
2017/12/9 7:00,23,4.675529,3.8651485
2017/12/9 8:00,24,10.106802,9.619682
