epoch,train_eval_loss,train_step_loss,test_loss,train_RMSE,test_RMSE,train_R2,test_R2
1,3.818200339450811,11.894920016234776,6.509645264648996,40.83208338063495,53.3151788966449,-37.48516082763672,-55.740962982177734
2,2.3645438673692576,3.022064397919853,4.286524411131137,32.1326007089422,43.26381925628648,-22.833179473876953,-36.363250732421875
3,1.6297056723429093,2.0219270238336526,2.966924991247789,26.67637355882542,35.993614478169945,-15.426454544067383,-24.861034393310547
4,1.1779367954075048,1.4455272431643504,2.1443457889720463,22.67948566048663,30.599871107839757,-10.872895240783691,-17.691070556640625
5,0.8970492265195513,1.084034948978784,1.6052253574831545,19.79157449265817,26.475258847737212,-8.041717529296875,-12.991857528686523
6,0.6947959762088942,0.8411931901607873,1.234750148976033,17.418102345164947,23.21997362817126,-6.00312614440918,-9.762630462646484
7,0.5237291524227868,0.6664823895355441,0.9335283003513168,15.122568486759079,20.18998206974346,-4.27887487411499,-7.137046813964844
8,0.3945707948441148,0.5127024808019962,0.706276690230634,13.126067781156237,17.56142001377994,-2.9770359992980957,-5.156221389770508
9,0.31299813086306194,0.39279099118034794,0.5501515893952516,11.690768677278026,15.499346319381505,-2.1548330783843994,-3.795365810394287
10,0.2467006658172161,0.31566583604182835,0.44143273477352574,10.379043710277154,13.883675826947755,-1.4865942001342773,-2.8477237224578857
11,0.19706841723096288,0.2561869334499791,0.35563744075506876,9.276426352667542,12.461660563857013,-0.9863311052322388,-2.099893808364868
12,0.16859753204748543,0.21372059128194484,0.3033308331253462,8.58020772473542,11.508811560290377,-0.6993616819381714,-1.6439661979675293
13,0.14043153685332216,0.18199652517741582,0.25581561721618545,7.830770871544318,10.569044264041732,-0.41546547412872314,-1.2298026084899902
14,0.12264735884915427,0.15534324058384266,0.22405331689606672,7.318149568733312,9.891174590402903,-0.2362116575241089,-0.9529480934143066
15,0.10675058794488888,0.13510393309143354,0.19444939257282062,6.827431091385485,9.214578803418746,-0.0759817361831665,-0.6949073076248169
16,0.09127282834774886,0.11689447217954779,0.16859387697118428,6.3131042795546515,8.580114804369016,0.08002465963363647,-0.46953916549682617
17,0.08040985801998628,0.10385483348706984,0.14877130373196304,5.925525033600662,8.059939428816534,0.18951696157455444,-0.2967567443847656
18,0.07037877668601406,0.09171175745860585,0.1316417772610437,5.543614764537014,7.5817429548165345,0.2906242609024048,-0.14744818210601807
19,0.06233225515472169,0.08117192547838643,0.11677697728605799,5.2170935646048004,7.140864595696537,0.3717283010482788,-0.017879962921142578
20,0.05551152449350216,0.0724460946501426,0.10566391353269111,4.923384565131173,6.792592209859455,0.44047725200653076,0.07898640632629395
21,0.0497486453159556,0.06542717876299373,0.09527464032922901,4.660825184137968,6.450016926587983,0.49856358766555786,0.16954392194747925
22,0.0451641960225643,0.058813859620746575,0.08628773321213894,4.440882937988897,6.138280367526505,0.5447720289230347,0.24787777662277222
23,0.04156626993946919,0.05414698568155181,0.0790070409158627,4.260324839353967,5.873609662405955,0.5810370445251465,0.3113396167755127
24,0.037311640633325996,0.04920141075579625,0.07201782562447794,4.036401340533465,5.607795854332794,0.6239211559295654,0.3722606301307678
25,0.0342767293234919,0.044273788003988984,0.06602027635699753,3.8687606540218935,5.369215758329802,0.6545112133026123,0.4245379567146301
