epoch,gamma_psg,gamma_wase,gamma_dsc,alpha_pgia_layer0,alpha_pgia_layer1,alpha_pgia_layer2,alpha_pgia_layer3,alpha_pgia_layer4
1,-0.7692098617553711,0.22704318165779114,0.1772250235080719,-0.0017125433078035712,-0.002262687310576439,0.004808803088963032,-0.034692469984292984,0.019330183044075966
2,-1.33314847946167,0.4888826906681061,0.21218976378440857,-0.0013294755481183529,-0.0035422758664935827,0.008906703442335129,-0.037573765963315964,0.026000991463661194
3,-1.5879615545272827,0.5719149112701416,0.21876496076583862,-0.001512895803898573,-0.003604134079068899,0.00927272904664278,-0.03676322102546692,0.0288664773106575
4,-1.7374635934829712,0.6105141639709473,0.22185303270816803,-0.0014488014858216047,-0.003756596241146326,0.00946679525077343,-0.03652074933052063,0.03254951164126396
5,-1.833650827407837,0.6334047317504883,0.223653644323349,-0.0014179443242028356,-0.00385226309299469,0.0097196688875556,-0.03628731518983841,0.034816060215234756
6,-1.9033809900283813,0.6493313908576965,0.22490911185741425,-0.001420282176695764,-0.003918429836630821,0.009862791746854782,-0.036212578415870667,0.03597337007522583
7,-1.955165982246399,0.6612119674682617,0.22580692172050476,-0.001380609697662294,-0.0039497846737504005,0.009936599060893059,-0.03620116040110588,0.03771030157804489
8,-1.9956985712051392,0.6702722311019897,0.2264951467514038,-0.001376311294734478,-0.003975897561758757,0.010031795129179955,-0.036094240844249725,0.03880758583545685
9,-2.0285346508026123,0.6778342723846436,0.2270631194114685,-0.0013467916287481785,-0.003993691876530647,0.010116228833794594,-0.036082711070775986,0.040492501109838486
10,-2.0552284717559814,0.6839025020599365,0.22751803696155548,-0.0013234998332336545,-0.004002631176263094,0.01014681812375784,-0.03607022762298584,0.04231896623969078
11,-2.076381206512451,0.6888877749443054,0.22787144780158997,-0.0013172507751733065,-0.004012885503470898,0.010142682120203972,-0.03597298637032509,0.04422580078244209
12,-2.094773530960083,0.6931219696998596,0.2281823754310608,-0.0013108777347952127,-0.004026679787784815,0.010154427960515022,-0.03588685020804405,0.046104706823825836
13,-2.1108665466308594,0.6967747211456299,0.22845302522182465,-0.0012945838971063495,-0.004027610179036856,0.010127287358045578,-0.03592603653669357,0.04847556725144386
14,-2.124802827835083,0.6999363303184509,0.22868621349334717,-0.001293980167247355,-0.0040250481106340885,0.010102583095431328,-0.03593672439455986,0.050679340958595276
15,-2.1370351314544678,0.702694296836853,0.22888994216918945,-0.0013027471723034978,-0.004032674711197615,0.01006634533405304,-0.03589978814125061,0.052866268903017044
16,-2.1470563411712646,0.7051026821136475,0.22905510663986206,-0.0012985331704840064,-0.004030677489936352,0.010047429241240025,-0.035903140902519226,0.05541687086224556
17,-2.1566267013549805,0.7073137164115906,0.22921471297740936,-0.0012921373127028346,-0.0040279231034219265,0.010019324719905853,-0.035904813557863235,0.058447256684303284
18,-2.1653480529785156,0.7092814445495605,0.2293636053800583,-0.0012936928542330861,-0.004028548486530781,0.009981890209019184,-0.03585946559906006,0.0607069693505764
19,-2.1733627319335938,0.7110974788665771,0.22949780523777008,-0.001294732908718288,-0.0040276371873915195,0.009947506710886955,-0.03583480790257454,0.06315182149410248
20,-2.1805310249328613,0.7127711772918701,0.22961534559726715,-0.0012898303102701902,-0.004026804119348526,0.009912852197885513,-0.03580918535590172,0.0658368468284607
21,-2.18739652633667,0.7143281698226929,0.22972942888736725,-0.0012854296946898103,-0.004019862972199917,0.009871230460703373,-0.03586103767156601,0.06842134892940521
22,-2.1936166286468506,0.7157776951789856,0.2298337072134018,-0.0012843828881159425,-0.004019082523882389,0.00983471516519785,-0.03580312430858612,0.07114078849554062
23,-2.1992523670196533,0.7170963287353516,0.22992630302906036,-0.0012809564359486103,-0.004015559796243906,0.009779609739780426,-0.03575212135910988,0.073616161942482
24,-2.2050814628601074,0.7184244990348816,0.2300257682800293,-0.0012737466022372246,-0.004008920397609472,0.00975063256919384,-0.035758331418037415,0.07699782401323318
25,-2.210446834564209,0.7196288108825684,0.2301139384508133,-0.0012699291110038757,-0.004005203954875469,0.009703225456178188,-0.035735201090574265,0.07971446216106415
26,-2.2154533863067627,0.7207810282707214,0.23019900918006897,-0.0012672314187511802,-0.004001903347671032,0.009652196429669857,-0.035712454468011856,0.08238673210144043
27,-2.2202255725860596,0.7218851447105408,0.2302764654159546,-0.0012641953071579337,-0.003996961750090122,0.009597355499863625,-0.035704802721738815,0.08460868895053864
28,-2.2250170707702637,0.7229695320129395,0.2303563505411148,-0.0012568224919959903,-0.003989870660007,0.009557980112731457,-0.035742033272981644,0.08748450875282288
29,-2.229477882385254,0.723979651927948,0.23043136298656464,-0.0012511495733633637,-0.003986289259046316,0.009507197886705399,-0.035690564662218094,0.09120716154575348
30,-2.2337446212768555,0.7249506115913391,0.2304999977350235,-0.001245192252099514,-0.0039797150529921055,0.009466427378356457,-0.035689231008291245,0.09456504881381989
31,-2.2378122806549072,0.7258829474449158,0.23056548833847046,-0.001240393379703164,-0.003973154816776514,0.009417295455932617,-0.03566903620958328,0.09952402114868164
32,-2.2418229579925537,0.7267826795578003,0.23063050210475922,-0.0012349998578429222,-0.00396639434620738,0.00935875903815031,-0.03573526814579964,0.10296986997127533
33,-2.2456960678100586,0.7276504635810852,0.2306939661502838,-0.001228012260980904,-0.003959954716265202,0.009321780875325203,-0.0357760414481163,0.10858020186424255
34,-2.249473810195923,0.7284790873527527,0.23075465857982635,-0.001220756326802075,-0.0039528668858110905,0.009273490868508816,-0.03585115447640419,0.1134488433599472
35,-2.2531540393829346,0.7292736768722534,0.2308155596256256,-0.0012170622358098626,-0.0039482503198087215,0.009203559719026089,-0.035890478640794754,0.11904745548963547
36,-2.2565009593963623,0.7300256490707397,0.23087221384048462,-0.0012085515772923827,-0.0039412290789186954,0.009153435006737709,-0.035946570336818695,0.1264723837375641
37,-2.259674549102783,0.7307497262954712,0.2309218943119049,-0.0011970767518505454,-0.003935421351343393,0.009107326157391071,-0.0360269621014595,0.13507457077503204
38,-2.2631256580352783,0.7314807176589966,0.23098096251487732,-0.0011894546914845705,-0.003929482772946358,0.009080285206437111,-0.03619483858346939,0.1425650417804718
39,-2.2662086486816406,0.7321417927742004,0.23103424906730652,-0.0011784581001847982,-0.003921189345419407,0.009020127356052399,-0.036278240382671356,0.1533193588256836
40,-2.2691946029663086,0.7327843904495239,0.2310815155506134,-0.0011656112037599087,-0.003914802800863981,0.008979992009699345,-0.036366213113069534,0.16450996696949005
41,-2.2720422744750977,0.7334079146385193,0.231127068400383,-0.0011566680623218417,-0.00390956224873662,0.008953035809099674,-0.03651103377342224,0.17632469534873962
42,-2.2748024463653564,0.7340241074562073,0.23117397725582123,-0.0011392254382371902,-0.0038985901046544313,0.008893338963389397,-0.03667444735765457,0.19669926166534424
43,-2.2774465084075928,0.7345854640007019,0.23121649026870728,-0.0011285475920885801,-0.0038929609581828117,0.008839327841997147,-0.03692084550857544,0.21516259014606476
44,-2.279604911804199,0.7350873351097107,0.23124903440475464,-0.0011196768609806895,-0.003887193277478218,0.00878339447081089,-0.03699276223778725,0.23518185317516327
45,-2.2819128036499023,0.7355969548225403,0.23128925263881683,-0.001106749870814383,-0.0038800451438874006,0.008751899935305119,-0.037195801734924316,0.2629498541355133
46,-2.2843477725982666,0.7361019253730774,0.23133404552936554,-0.0010927760740742087,-0.0038720599841326475,0.008710292167961597,-0.03737820312380791,0.29509398341178894
47,-2.286228656768799,0.7365296483039856,0.2313706874847412,-0.0010799611918628216,-0.0038643761072307825,0.008662288077175617,-0.03752972558140755,0.33309227228164673
48,-2.2882347106933594,0.7369627952575684,0.23140616714954376,-0.0010642019333317876,-0.0038562933914363384,0.008619655855000019,-0.03774767369031906,0.3918846547603607
49,-2.290219306945801,0.7372948527336121,0.23144051432609558,-0.00105144118424505,-0.003851628862321377,0.008599597960710526,-0.038001906126737595,0.44771528244018555
50,-2.2924234867095947,0.7376827597618103,0.23147223889827728,-0.001038279733620584,-0.003841869765892625,0.008562279865145683,-0.03816140443086624,0.50002521276474
51,-2.2942097187042236,0.7380014061927795,0.23149144649505615,-0.0010286213364452124,-0.003831663867458701,0.008520537056028843,-0.03823603689670563,0.587977409362793
52,-2.2962288856506348,0.7383555173873901,0.23152326047420502,-0.0010262560099363327,-0.0038230568170547485,0.008504537865519524,-0.03852174058556557,0.6607736349105835
53,-2.297833204269409,0.7386640906333923,0.23153774440288544,-0.001010844367556274,-0.003812049748376012,0.00843629240989685,-0.03871911019086838,0.7372498512268066
54,-2.299872398376465,0.7389984726905823,0.23157909512519836,-0.000990880187600851,-0.0037986524403095245,0.00839136727154255,-0.038816552609205246,0.828115701675415
55,-2.302004337310791,0.7394080758094788,0.2316177487373352,-0.000976043869741261,-0.00379164214245975,0.008389701135456562,-0.038857534527778625,0.9218027591705322
56,-2.3040542602539062,0.7397213578224182,0.23165443539619446,-0.0009846395114436746,-0.0037821887526661158,0.008347767405211926,-0.03929723799228668,1.010842204093933
57,-2.306413173675537,0.740656316280365,0.2316373884677887,-0.000979828299023211,-0.0037673364859074354,0.008236497640609741,-0.040009014308452606,1.1133416891098022
58,-2.3101747035980225,0.741197943687439,0.23169560730457306,-0.0009668616112321615,-0.003762640058994293,0.008231786079704762,-0.04012221097946167,1.1559574604034424
59,-2.317099094390869,0.7422494292259216,0.2318183332681656,-0.0009652648586779833,-0.003757534082978964,0.00809800997376442,-0.04054224118590355,1.205629587173462
60,-2.322781801223755,0.7440094351768494,0.23190142214298248,-0.0010256745154038072,-0.0037596800830215216,0.008117374032735825,-0.04245816543698311,1.232980489730835
61,-2.3275833129882812,0.7452114820480347,0.23192818462848663,-0.0010469674598425627,-0.003753251861780882,0.00802603829652071,-0.042363617569208145,1.3183956146240234
62,-2.3326470851898193,0.7461197376251221,0.23197895288467407,-0.0010094246827065945,-0.003753101686015725,0.00805274024605751,-0.043080687522888184,1.3831748962402344
63,-2.352094888687134,0.7493414282798767,0.23237870633602142,-0.0011159289861097932,-0.0037323373835533857,0.008053049445152283,-0.04530761390924454,1.4475589990615845
64,-2.409412145614624,0.7675989866256714,0.23282648622989655,-0.00037431815871968865,-0.0036132687237113714,0.008493814617395401,-0.05024830996990204,1.504744052886963
65,-2.4540693759918213,0.8556267023086548,0.2288265973329544,0.00152483896818012,-0.0032873956952244043,0.009329532273113728,-0.07882474362850189,1.5100576877593994
66,-2.459716558456421,0.8588970899581909,0.2287372499704361,0.0019792336970567703,-0.003335424931719899,0.00943188089877367,-0.08291491121053696,1.5021108388900757
67,-2.4611399173736572,0.8607762455940247,0.2284119427204132,0.0021662083454430103,-0.003371776081621647,0.009307192638516426,-0.08281625807285309,1.5071583986282349
68,-2.4584450721740723,0.8608524799346924,0.22784367203712463,0.0022884474601596594,-0.003398224012926221,0.0093541843816638,-0.08143075555562973,1.500030517578125
