timestamp,actual,predicted,is_predicted_point
2017/12/16 3:00,-0.021098156,,0
2017/12/16 4:00,-0.021176688,,0
2017/12/16 5:00,-0.020983977,,0
2017/12/16 6:00,0.5809266,,0
2017/12/16 7:00,4.1992607,,0
2017/12/16 8:00,9.221896,,0
2017/12/16 9:00,13.461914,,0
2017/12/16 10:00,16.461,,0
2017/12/16 11:00,18.261597,,0
2017/12/16 12:00,19.024168,,0
2017/12/16 13:00,18.76207,,0
2017/12/16 14:00,17.097366,,0
2017/12/16 15:00,13.633903,,0
2017/12/16 16:00,9.438014,,0
2017/12/16 17:00,2.482196,,0
2017/12/16 18:00,2.1127684,,0
2017/12/16 19:00,0.21913163,,0
2017/12/16 20:00,-0.021494213,,0
2017/12/16 21:00,-0.02127608,,0
2017/12/16 22:00,-0.02109519,,0
2017/12/16 23:00,-0.020959456,,0
2017/12/17 0:00,-0.02071693,,0
2017/12/17 1:00,-0.0208913,,0
2017/12/17 2:00,-0.020832812,,0
2017/12/17 3:00,-0.020794714,-0.02080358937382698,1
2017/12/17 4:00,-0.02086308,,0
2017/12/17 5:00,-0.020653635,,0
2017/12/17 6:00,0.7096155,,0
2017/12/17 7:00,4.189608,,0
2017/12/17 8:00,8.854881,,0
2017/12/17 9:00,13.002732,,0
2017/12/17 10:00,16.028713,,0
2017/12/17 11:00,18.149984,,0
2017/12/17 12:00,15.282559,,0
2017/12/17 13:00,15.429547,,0
2017/12/17 14:00,12.755209,,0
2017/12/17 15:00,9.228975,,0
2017/12/17 16:00,8.8766575,,0
2017/12/17 17:00,3.0448332,,0
2017/12/17 18:00,1.4617434,,0
2017/12/17 19:00,0.23373489,,0
2017/12/17 20:00,-0.020924477,,0
2017/12/17 21:00,-0.02083927,,0
2017/12/17 22:00,-0.020782255,,0
2017/12/17 23:00,-0.020578174,,0
2017/12/18 0:00,-0.020269409,,0
2017/12/18 1:00,-0.020503366,,0
2017/12/18 2:00,-0.020407928,,0
2017/12/18 3:00,-0.020371934,,0
