timestamp,step,actual,predicted
2019/12/8 9:00,1,13.388027,13.466906
2019/12/8 10:00,2,16.554276,16.281681
2019/12/8 11:00,3,18.313885,18.197247
2019/12/8 12:00,4,18.811293,19.1021
2019/12/8 13:00,5,18.694933,17.952446
2019/12/8 14:00,6,15.678499,15.33496
2019/12/8 15:00,7,12.546166,12.976188
2019/12/8 16:00,8,9.39983,8.761426
2019/12/8 17:00,9,5.1382484,4.36208
2019/12/8 18:00,10,1.6155792,0.80900407
2019/12/8 19:00,11,0.026676353,-0.05701999
2019/12/8 20:00,12,-0.021941824,-0.12016632
2019/12/8 21:00,13,-0.021795576,-0.122609675
2019/12/8 22:00,14,-0.02173095,-0.1206522
2019/12/8 23:00,15,-0.021620007,-0.11678006
2019/12/9 0:00,16,-0.02116234,-0.11451599
2019/12/9 1:00,17,-0.02135825,-0.11543222
2019/12/9 2:00,18,-0.021301119,-0.1185592
2019/12/9 3:00,19,-0.021334687,-0.12500846
2019/12/9 4:00,20,-0.021458017,-0.12131046
2019/12/9 5:00,21,-0.021253232,-0.08823626
2019/12/9 6:00,22,0.7795072,0.41803047
2019/12/9 7:00,23,4.281206,4.1058702
2019/12/9 8:00,24,9.0187235,9.277272
