timestamp,step,actual,predicted
2017/10/22 13:00,1,20.011482,20.873835
2017/10/22 14:00,2,17.898777,18.319595
2017/10/22 15:00,3,13.459433,13.559226
2017/10/22 16:00,4,8.520057,8.2585535
