timestamp,step,actual,predicted
2017/12/24 8:00,1,8.70639,8.801254
2017/12/24 9:00,2,12.766358,12.112332
2017/12/24 10:00,3,15.83457,15.481182
2017/12/24 11:00,4,17.859808,17.309116
2017/12/24 12:00,5,18.536917,18.28859
2017/12/24 13:00,6,18.280756,18.199635
2017/12/24 14:00,7,17.125925,17.121515
2017/12/24 15:00,8,14.76016,14.781629
2017/12/24 16:00,9,10.3687725,10.463559
2017/12/24 17:00,10,4.85821,5.0450044
2017/12/24 18:00,11,1.1957948,0.68097043
2017/12/24 19:00,12,0.12952016,-0.087077215
2017/12/24 20:00,13,-0.02133024,-0.13921697
2017/12/24 21:00,14,-0.021135747,-0.1456055
2017/12/24 22:00,15,-0.021048065,-0.1481034
2017/12/24 23:00,16,-0.02096876,-0.14785944
2017/12/25 0:00,17,-0.020819351,-0.14835523
2017/12/25 1:00,18,-0.021045057,-0.14891353
2017/12/25 2:00,19,-0.021033809,-0.14652143
2017/12/25 3:00,20,-0.02105814,-0.14261048
2017/12/25 4:00,21,-0.021140438,-0.13885903
2017/12/25 5:00,22,-0.021013135,-0.1273841
2017/12/25 6:00,23,0.5192887,0.15353836
2017/12/25 7:00,24,3.7541053,4.1565146
