epoch,gamma_psg,gamma_wase,gamma_dsc
153,-0.6771801114082336,0.8415347933769226,0.34004998207092285
154,-0.6774745583534241,0.841509997844696,0.33967825770378113
155,-0.6777359247207642,0.8417707681655884,0.3402901887893677
156,-0.677160382270813,0.8418295979499817,0.33989468216896057
157,-0.6770783066749573,0.8419064283370972,0.3397676646709442
158,-0.6768719553947449,0.8420409560203552,0.33969467878341675
159,-0.6771249175071716,0.8424321413040161,0.3397643566131592
160,-0.6766111254692078,0.842231273651123,0.3398180603981018
161,-0.6767271161079407,0.8423790335655212,0.3394875228404999
162,-0.6766414046287537,0.8425294756889343,0.3401632010936737
163,-0.6761792898178101,0.8423316478729248,0.3395237624645233
164,-0.6764668226242065,0.8425018787384033,0.3401247262954712
165,-0.676110565662384,0.8424662947654724,0.3395399749279022
166,-0.6762034296989441,0.8425548076629639,0.3397727906703949
167,-0.6761476397514343,0.8426326513290405,0.340046226978302
168,-0.6760043501853943,0.8426233530044556,0.34021246433258057
169,-0.6760096549987793,0.8428431153297424,0.3399936258792877
170,-0.6759137511253357,0.8426811099052429,0.3398821949958801
171,-0.6759747862815857,0.8429743051528931,0.34010353684425354
172,-0.6759397983551025,0.843025267124176,0.34014391899108887
173,-0.6757928133010864,0.8429973721504211,0.33969646692276
174,-0.675632894039154,0.8430712819099426,0.3401677906513214
175,-0.6755787134170532,0.8429899215698242,0.33979398012161255
176,-0.6757689714431763,0.843134343624115,0.340135395526886
177,-0.6754449605941772,0.8431428670883179,0.33977434039115906
178,-0.6754812002182007,0.8431957364082336,0.3402266800403595
179,-0.6756120324134827,0.8433342576026917,0.3403382897377014
180,-0.6754306554794312,0.8433122038841248,0.3401337265968323
181,-0.6754318475723267,0.8431622385978699,0.33985617756843567
182,-0.675326406955719,0.8432894349098206,0.3397738039493561
183,-0.675055980682373,0.8430932760238647,0.339688777923584
184,-0.6751144528388977,0.8431777358055115,0.33980831503868103
185,-0.6753081679344177,0.8433430790901184,0.34019747376441956
186,-0.6750806570053101,0.8432344794273376,0.3398960530757904
187,-0.6751736402511597,0.8432819843292236,0.3399980664253235
188,-0.6751566529273987,0.8433638215065002,0.3401189148426056
189,-0.6752005219459534,0.8434094786643982,0.34020110964775085
190,-0.6751419901847839,0.8434021472930908,0.3399669826030731
191,-0.6749055981636047,0.8432820439338684,0.33977243304252625
192,-0.6748921871185303,0.843285083770752,0.33973440527915955
193,-0.675019383430481,0.8433175086975098,0.340035080909729
194,-0.6749836802482605,0.8433278799057007,0.33987998962402344
195,-0.6748746037483215,0.8432518243789673,0.33976149559020996
196,-0.6750062704086304,0.8434408903121948,0.3402855396270752
197,-0.6749362349510193,0.8434306979179382,0.33999350666999817
198,-0.6748934984207153,0.8434025049209595,0.339847207069397
199,-0.6750055551528931,0.8434125781059265,0.34018969535827637
200,-0.6749602556228638,0.8434340953826904,0.3400576710700989
