epoch,gamma_psg,gamma_wase,gamma_dsc
1,-0.02688441425561905,0.025098618119955063,0.03903820738196373
2,-0.1140955463051796,0.06698229163885117,0.1087837889790535
3,-0.27397656440734863,0.16018803417682648,0.2172909677028656
4,-0.5555648803710938,0.40750861167907715,0.3918927013874054
5,-0.7790400981903076,0.6919476985931396,0.504659116268158
6,-0.7542078495025635,0.7221804857254028,0.46554869413375854
7,-0.7543614506721497,0.7284243702888489,0.4582441747188568
8,-0.7538410425186157,0.7330063581466675,0.45224273204803467
9,-0.7564653754234314,0.7389347553253174,0.4514426290988922
10,-0.7551409602165222,0.7413589358329773,0.4480215311050415
11,-0.75360506772995,0.7440227270126343,0.4439809024333954
12,-0.7553069591522217,0.7473693490028381,0.4463061988353729
13,-0.7497454285621643,0.7492882013320923,0.4403287172317505
14,-0.7485317587852478,0.751010000705719,0.438813179731369
15,-0.7445336580276489,0.7523773908615112,0.43453413248062134
16,-0.7424091696739197,0.7545190453529358,0.43368497490882874
17,-0.7395257949829102,0.7575089931488037,0.43246036767959595
18,-0.7339245080947876,0.7555251121520996,0.4272972345352173
19,-0.733566403388977,0.7570663094520569,0.4264792799949646
20,-0.7307601571083069,0.7581356763839722,0.42142000794410706
21,-0.7284240126609802,0.758320152759552,0.418163537979126
22,-0.7291362881660461,0.7610872983932495,0.41826802492141724
23,-0.7264354228973389,0.7634196877479553,0.41921699047088623
24,-0.7255260944366455,0.7630152106285095,0.4142634868621826
25,-0.7233115434646606,0.7647766470909119,0.41313111782073975
26,-0.724689781665802,0.7674582600593567,0.41490620374679565
27,-0.7222859859466553,0.7699583172798157,0.4143974781036377
28,-0.7210091352462769,0.7709472179412842,0.4123286306858063
29,-0.7188076376914978,0.7718135714530945,0.4093312621116638
30,-0.7185642123222351,0.7735230922698975,0.4059728682041168
31,-0.719445526599884,0.7748215198516846,0.40588855743408203
32,-0.7174611687660217,0.7742207646369934,0.4030649662017822
33,-0.7153507471084595,0.7757754921913147,0.39973363280296326
34,-0.7165782451629639,0.7783262133598328,0.39997655153274536
35,-0.7138996720314026,0.7785820364952087,0.397215873003006
36,-0.7134782075881958,0.779366135597229,0.39573153853416443
37,-0.7138024568557739,0.7824817895889282,0.3960220217704773
38,-0.7119950652122498,0.7821203470230103,0.3935677409172058
39,-0.7129627466201782,0.7845681309700012,0.39317217469215393
40,-0.712694525718689,0.785118818283081,0.3926493525505066
41,-0.7125248312950134,0.7873713374137878,0.3925139605998993
42,-0.7106136083602905,0.7880030870437622,0.3869622051715851
43,-0.7098439931869507,0.7888544201850891,0.38597363233566284
44,-0.7087955474853516,0.7905692458152771,0.38882166147232056
45,-0.7087888121604919,0.7913959622383118,0.38915643095970154
46,-0.7073076963424683,0.7916594743728638,0.38626134395599365
47,-0.706457257270813,0.7918802499771118,0.3837999701499939
48,-0.7065993547439575,0.7937754392623901,0.3856286406517029
49,-0.7046735882759094,0.7938452959060669,0.38260406255722046
50,-0.706537127494812,0.7958086133003235,0.3845132291316986
51,-0.7072793841362,0.7967169880867004,0.38272324204444885
52,-0.7056275606155396,0.7974137663841248,0.3819168210029602
53,-0.7038384675979614,0.7975152730941772,0.38128864765167236
54,-0.7060043811798096,0.7988286018371582,0.3810552954673767
55,-0.7045398950576782,0.7996718287467957,0.37968069314956665
56,-0.7038288116455078,0.8001711368560791,0.3793063461780548
57,-0.7020849585533142,0.7997393012046814,0.37733346223831177
58,-0.702731728553772,0.8014305830001831,0.37778210639953613
59,-0.7014977931976318,0.801247775554657,0.3761027157306671
60,-0.702323853969574,0.802631676197052,0.3754858374595642
61,-0.7014380693435669,0.8039975762367249,0.3753352463245392
62,-0.7013064026832581,0.8049301505088806,0.3741704821586609
63,-0.7001470327377319,0.8048051595687866,0.3717976212501526
64,-0.6991987228393555,0.8043503761291504,0.37132754921913147
65,-0.6997467875480652,0.8060294985771179,0.37170884013175964
66,-0.6995599865913391,0.8077334761619568,0.3722236156463623
67,-0.6983646154403687,0.8080732226371765,0.37074947357177734
68,-0.698321521282196,0.8083276152610779,0.3697275221347809
69,-0.6986678838729858,0.8094185590744019,0.3704848289489746
70,-0.6956469416618347,0.8089984655380249,0.3670101463794708
71,-0.6980605721473694,0.810690701007843,0.368784099817276
72,-0.6971297264099121,0.811225414276123,0.36761245131492615
73,-0.697353184223175,0.8125161528587341,0.3671685457229614
74,-0.6945689916610718,0.8125084638595581,0.3655240535736084
75,-0.6956718564033508,0.8130080103874207,0.3648945093154907
76,-0.6948373317718506,0.8139707446098328,0.36446890234947205
77,-0.6947441101074219,0.8137385845184326,0.3632504940032959
78,-0.693386435508728,0.8145757913589478,0.36255624890327454
79,-0.6934441328048706,0.8146113157272339,0.36096134781837463
80,-0.6946596503257751,0.8160866498947144,0.3642888069152832
81,-0.693719208240509,0.8163051605224609,0.36247557401657104
82,-0.6938783526420593,0.8161932229995728,0.3610519468784332
83,-0.6928291916847229,0.8172650337219238,0.36019906401634216
84,-0.6931314468383789,0.8181362748146057,0.3603212833404541
85,-0.6919934153556824,0.8183589577674866,0.3572998642921448
86,-0.6931596398353577,0.8195187449455261,0.358294814825058
87,-0.691321611404419,0.8202403783798218,0.35690322518348694
88,-0.6916958689689636,0.8215071558952332,0.3570728302001953
89,-0.6918560266494751,0.8225011825561523,0.35657402873039246
90,-0.6911163330078125,0.8217070698738098,0.35428452491760254
91,-0.6907868981361389,0.8226653933525085,0.3548726439476013
92,-0.6893550753593445,0.8231565356254578,0.3521313965320587
93,-0.6901595592498779,0.823249101638794,0.3510076105594635
94,-0.689595103263855,0.8245155811309814,0.3518085777759552
95,-0.6907146573066711,0.8256336450576782,0.35242199897766113
96,-0.6895079612731934,0.8245904445648193,0.35111358761787415
97,-0.6900564432144165,0.8255811929702759,0.3520483374595642
98,-0.6881676912307739,0.8260870575904846,0.34952959418296814
99,-0.6882617473602295,0.8263713717460632,0.3497051000595093
100,-0.6878741979598999,0.8267486095428467,0.34989240765571594
101,-0.6884918212890625,0.8276692628860474,0.34902453422546387
102,-0.6875046491622925,0.8279598355293274,0.3481571674346924
103,-0.6870672106742859,0.8281774520874023,0.34722089767456055
104,-0.6864081621170044,0.8290411233901978,0.34803369641304016
105,-0.68687903881073,0.8294385671615601,0.3479141592979431
106,-0.6871002316474915,0.8302074074745178,0.34954896569252014
107,-0.6853170990943909,0.8297029733657837,0.3478165864944458
108,-0.6862508058547974,0.8310282230377197,0.348388135433197
109,-0.6861287951469421,0.8305143713951111,0.3481654226779938
110,-0.6856489181518555,0.8310768008232117,0.3467954397201538
111,-0.6855000853538513,0.8315228819847107,0.34623968601226807
112,-0.6852113604545593,0.8315650820732117,0.3466208875179291
113,-0.685651957988739,0.8318353295326233,0.3462497293949127
114,-0.6840007901191711,0.8325968384742737,0.3440391421318054
115,-0.6848010420799255,0.8326881527900696,0.3450268805027008
116,-0.6838635206222534,0.8331404328346252,0.3447573781013489
117,-0.6839196681976318,0.8331866264343262,0.3447186350822449
118,-0.6836727261543274,0.8336882591247559,0.34438592195510864
119,-0.6833072900772095,0.8340225219726562,0.3437272608280182
120,-0.6836639046669006,0.8349857926368713,0.3435951769351959
121,-0.6835782527923584,0.8355769515037537,0.34356069564819336
122,-0.6829211115837097,0.8356320858001709,0.3423943817615509
123,-0.6823203563690186,0.8356195688247681,0.34274035692214966
124,-0.6814188361167908,0.835658609867096,0.34132176637649536
125,-0.6824392676353455,0.8362831473350525,0.3421053886413574
126,-0.682226300239563,0.8363732695579529,0.3423307240009308
127,-0.6819251179695129,0.8361840844154358,0.3423810303211212
128,-0.6814878582954407,0.8370236158370972,0.3415416479110718
129,-0.6818574666976929,0.8372255563735962,0.34160542488098145
130,-0.6810889840126038,0.837757408618927,0.34105515480041504
131,-0.6818265318870544,0.8378236293792725,0.3419792354106903
132,-0.6807137131690979,0.838150680065155,0.3416791260242462
133,-0.6800700426101685,0.8377517461776733,0.340457022190094
134,-0.6804472208023071,0.8385456204414368,0.3410492539405823
135,-0.6803600192070007,0.8387291431427002,0.3416477143764496
136,-0.6798685789108276,0.8391684889793396,0.3415919840335846
137,-0.6795090436935425,0.8390751481056213,0.34100791811943054
138,-0.6790568232536316,0.8388007283210754,0.34002485871315
139,-0.6798481345176697,0.8392359018325806,0.3406772017478943
140,-0.6789881587028503,0.8392702341079712,0.3402390480041504
141,-0.6792317628860474,0.8400263786315918,0.3401903808116913
142,-0.6788583993911743,0.8396117687225342,0.3395701050758362
143,-0.6783998608589172,0.8402054309844971,0.339923620223999
144,-0.6787263751029968,0.8403292298316956,0.34008684754371643
145,-0.6785958409309387,0.8403694033622742,0.3405052125453949
146,-0.6786779761314392,0.8405798077583313,0.34017741680145264
147,-0.6781108379364014,0.8410588502883911,0.34008920192718506
148,-0.677963376045227,0.8407841920852661,0.3405853807926178
149,-0.678548276424408,0.8412962555885315,0.3404390215873718
150,-0.678013026714325,0.8411938548088074,0.33968809247016907
151,-0.6777957081794739,0.8413118124008179,0.3398621082305908
152,-0.6775593161582947,0.8411365747451782,0.33915072679519653
