timestamp,step,actual,predicted
2017/12/4 11:00,1,20.41549,19.97472
2017/12/4 12:00,2,21.004423,20.99399
2017/12/4 13:00,3,20.508472,20.214489
2017/12/4 14:00,4,18.480343,17.83981
2017/12/4 15:00,5,14.566881,14.094971
2017/12/4 16:00,6,10.183281,9.153332
2017/12/4 17:00,7,5.384261,5.3308625
2017/12/4 18:00,8,1.4706169,1.9490077
2017/12/4 19:00,9,0.061864983,0.5168674
2017/12/4 20:00,10,-0.02179453,0.35210612
2017/12/4 21:00,11,-0.021789879,0.50339395
2017/12/4 22:00,12,-0.02163227,-0.16417176
2017/12/4 23:00,13,-0.021478325,-0.49674037
2017/12/5 0:00,14,-0.021261582,0.08008833
2017/12/5 1:00,15,-0.021466294,0.18632512
2017/12/5 2:00,16,-0.021419961,-0.49936032
2017/12/5 3:00,17,-0.021493517,-0.05856513
2017/12/5 4:00,18,-0.021645859,0.055862997
2017/12/5 5:00,19,-0.021312525,0.0026036724
2017/12/5 6:00,20,0.78826046,1.157922
2017/12/5 7:00,21,4.2652345,4.633894
2017/12/5 8:00,22,10.218581,9.6779375
2017/12/5 9:00,23,12.441632,14.350271
2017/12/5 10:00,24,17.338678,17.87689
