epoch,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,0.016966985538601875,0.027940906584262848,0.06428845226764679,0.026061682030558586,0.019249416887760162,0.02272472344338894
2,0.045099131762981415,0.07313890010118484,0.13553541898727417,0.05175470560789108,0.04412294179201126,0.03848184645175934
3,0.08023667335510254,0.14220203459262848,0.19682584702968597,0.08071201294660568,0.07451443374156952,0.07138404995203018
4,0.1838209182024002,0.24238577485084534,0.2522848844528198,0.11025763303041458,0.10918588936328888,0.10736067593097687
5,0.41128459572792053,0.40045082569122314,0.2954632043838501,0.13873043656349182,0.13992369174957275,0.13604331016540527
6,0.6688758730888367,0.4933657646179199,0.37677744030952454,0.17292052507400513,0.17052201926708221,0.13475118577480316
7,0.7258158922195435,0.455344557762146,0.5436437129974365,0.26654189825057983,0.2725273072719574,0.33821454644203186
8,0.7303411364555359,0.44111883640289307,0.6603172421455383,0.363320529460907,0.4065019190311432,0.5899309515953064
9,0.734935462474823,0.4362424314022064,0.8374468088150024,0.47421032190322876,0.5797484517097473,0.9021716713905334
10,0.7399581074714661,0.43304532766342163,1.0719239711761475,0.6221494078636169,0.7532566785812378,1.1291602849960327
11,0.7425558567047119,0.4304456114768982,1.3210411071777344,0.8115415573120117,0.9517269134521484,1.277687668800354
12,0.7455280423164368,0.42802244424819946,1.5467947721481323,0.9634130001068115,1.1324315071105957,1.349753975868225
13,0.7489725351333618,0.42706045508384705,1.767828106880188,1.1390635967254639,1.3518022298812866,1.425022006034851
14,0.7518728971481323,0.4260965883731842,1.9771028757095337,1.2925500869750977,1.5818456411361694,1.4572433233261108
15,0.7555097937583923,0.4269275367259979,2.1935718059539795,1.4404301643371582,1.7713992595672607,1.4894347190856934
16,0.7558525204658508,0.4233441948890686,2.401649236679077,1.6660771369934082,2.021050214767456,1.5582228899002075
17,0.759781002998352,0.4252058267593384,2.602203369140625,1.8338695764541626,2.221411943435669,1.6066019535064697
