epoch,gamma_psg,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,0.025980932638049126,0.026156559586524963,0.039136048406362534,0.057197678834199905,0.026898277923464775,0.027042865753173828,0.015079369768500328
2,0.06340386718511581,0.06514319777488708,0.10833033919334412,0.1278778463602066,0.07710853964090347,0.09632422775030136,0.04123593494296074
3,0.11252075433731079,0.1392855942249298,0.22314926981925964,0.19470302760601044,0.12874259054660797,0.1614839881658554,0.0704212635755539
4,0.24691623449325562,0.39381083846092224,0.4144144654273987,0.25649911165237427,0.18042723834514618,0.21447555720806122,0.08879837393760681
5,0.4719390273094177,0.6449815034866333,0.46911996603012085,0.377423495054245,0.21280139684677124,0.216029092669487,0.11705318838357925
6,0.48025596141815186,0.6516351699829102,0.43053752183914185,0.45477455854415894,0.29502883553504944,0.270786315202713,0.25172531604766846
7,0.4808955788612366,0.6520106196403503,0.4162524938583374,0.5953313708305359,0.3981272578239441,0.3428230881690979,0.3957287669181824
8,0.4842211604118347,0.6555218696594238,0.4117177724838257,0.799528181552887,0.5069304704666138,0.4684603214263916,0.5636282563209534
9,0.4863521158695221,0.6581112742424011,0.4049597680568695,1.1235038042068481,0.6289365291595459,0.6258360743522644,0.7635637521743774
10,0.49034449458122253,0.6621997356414795,0.40356379747390747,1.469353437423706,0.7375125885009766,0.8086380362510681,0.915349006652832
11,0.4905470907688141,0.662344753742218,0.3969072103500366,1.6665045022964478,0.8728187084197998,1.0100555419921875,1.0075194835662842
12,0.4942760765552521,0.666265070438385,0.3957342505455017,1.9165829420089722,0.9728744626045227,1.2071973085403442,1.0605506896972656
13,0.49517402052879333,0.6672871708869934,0.3891773521900177,2.0906927585601807,1.1580396890640259,1.3758081197738647,1.1330817937850952
14,0.49674713611602783,0.6679316759109497,0.38598886132240295,2.235193967819214,1.3543951511383057,1.5576801300048828,1.2019126415252686
15,0.4982222318649292,0.6702168583869934,0.38551342487335205,2.356635332107544,1.5823001861572266,1.8601211309432983,1.2503173351287842
16,0.5005285143852234,0.6724894046783447,0.38242655992507935,2.515305519104004,1.8577748537063599,2.218432903289795,1.33162260055542
17,0.5027453303337097,0.6743740439414978,0.37921395897865295,2.667401075363159,2.1658072471618652,2.663627862930298,1.4528669118881226
18,0.5031545162200928,0.675541877746582,0.3769180178642273,2.936098337173462,2.4845337867736816,2.97578501701355,1.5241938829421997
19,0.5044253468513489,0.6775752305984497,0.37232691049575806,3.112138509750366,2.7358672618865967,3.1655142307281494,1.6093297004699707
20,0.5077517032623291,0.6799471378326416,0.3732473850250244,3.311062812805176,2.9480955600738525,3.5318198204040527,1.6543112993240356
21,0.5106770992279053,0.6824128031730652,0.37060967087745667,3.6636579036712646,3.1774649620056152,3.9369254112243652,1.728718638420105
22,0.5114888548851013,0.6834536790847778,0.36560341715812683,3.804896116256714,3.4722275733947754,4.249927997589111,1.8410072326660156
23,0.5127201676368713,0.6855272054672241,0.3662075102329254,4.047690391540527,3.4985501766204834,4.482813835144043,1.8513123989105225
24,0.5356482863426208,0.7019605040550232,0.36775335669517517,4.567627906799316,3.8401808738708496,4.6294379234313965,1.8853415250778198
25,0.53850257396698,0.7037822008132935,0.357943594455719,4.977780342102051,4.268372535705566,4.824347972869873,1.9128663539886475
26,0.5396870970726013,0.7041196823120117,0.3515978753566742,5.134768009185791,4.484788417816162,4.999560356140137,1.9496536254882812
27,0.541206419467926,0.7052302360534668,0.34596648812294006,5.072042465209961,4.5412278175354,5.0486578941345215,1.9329030513763428
28,0.5422471165657043,0.7058924436569214,0.34305620193481445,5.325358867645264,4.70560359954834,5.083104133605957,1.9444574117660522
29,0.542166531085968,0.7051677703857422,0.3395664393901825,5.352879047393799,5.016357421875,5.277704238891602,1.9880989789962769
30,0.5458564758300781,0.7088983058929443,0.3398447334766388,5.473599910736084,5.450212478637695,5.463243007659912,2.0309319496154785
31,0.5466966032981873,0.7093991041183472,0.3367433249950409,5.596575736999512,5.553728103637695,5.572831630706787,1.9991135597229004
32,0.5467261075973511,0.7101357579231262,0.33357295393943787,5.81146240234375,5.573544979095459,5.6727118492126465,2.020040512084961
33,0.548093855381012,0.7106302976608276,0.3292698264122009,5.986341953277588,5.670787811279297,5.757627964019775,2.0013108253479004
34,0.5478926301002502,0.710527241230011,0.32626649737358093,6.133682727813721,5.819459915161133,5.892168045043945,2.0304300785064697
35,0.5487757325172424,0.7119048237800598,0.32451125979423523,6.089456081390381,5.814199924468994,5.929940223693848,2.038435459136963
36,0.5502411127090454,0.7131040692329407,0.32405775785446167,6.180442810058594,5.954324722290039,5.952487945556641,2.038856029510498
37,0.5522465705871582,0.7147341370582581,0.32515519857406616,6.151494979858398,6.007230758666992,6.0236382484436035,2.048056125640869
38,0.5529214143753052,0.7159583568572998,0.3220537304878235,6.334431171417236,6.169658660888672,6.088120460510254,2.067866563796997
39,0.5530680418014526,0.7149064540863037,0.3186909258365631,6.374821186065674,6.2453484535217285,6.176832675933838,2.062321662902832
40,0.5545257329940796,0.7168511152267456,0.3202020525932312,6.3723673820495605,6.35132360458374,6.196566581726074,2.0769948959350586
41,0.5551434755325317,0.7179356217384338,0.31817686557769775,6.380059242248535,6.424377918243408,6.217080593109131,2.1096928119659424
42,0.5569332242012024,0.719380795955658,0.31904906034469604,6.431770324707031,6.458549976348877,6.267274856567383,2.0933661460876465
43,0.5567783117294312,0.7192268967628479,0.3145873248577118,6.5154523849487305,6.579194068908691,6.30312442779541,2.118648052215576
44,0.5574691891670227,0.719312310218811,0.31390380859375,6.620264530181885,6.649084568023682,6.301037788391113,2.1119320392608643
45,0.5587940812110901,0.7206619381904602,0.3117617070674896,6.607848644256592,6.660207748413086,6.33282995223999,2.1146867275238037
46,0.5600361824035645,0.7213785648345947,0.312549889087677,6.644606113433838,6.682470321655273,6.3553595542907715,2.1075310707092285
47,0.5610101819038391,0.7221421599388123,0.31341686844825745,6.639761924743652,6.685164451599121,6.383908271789551,2.0960781574249268
48,0.5611284971237183,0.722204327583313,0.31058862805366516,6.673269748687744,6.748796463012695,6.4122796058654785,2.074669599533081
49,0.5626444816589355,0.7225179672241211,0.31091195344924927,6.770220756530762,6.8511857986450195,6.423210144042969,2.0842761993408203
50,0.5629910230636597,0.7231106162071228,0.308582603931427,6.733303070068359,6.931153774261475,6.45979118347168,2.0939536094665527
51,0.5636905431747437,0.7230316996574402,0.30825045704841614,6.739377498626709,6.934363842010498,6.422755718231201,2.094839096069336
52,0.5645496845245361,0.7236015796661377,0.3068963289260864,6.827613830566406,6.9752397537231445,6.385430335998535,2.1050145626068115
53,0.5651226043701172,0.724582314491272,0.305762380361557,6.7807936668396,6.962336540222168,6.438313961029053,2.1243977546691895
54,0.5658299326896667,0.7255704998970032,0.3036603033542633,6.852685928344727,7.03508996963501,6.482890605926514,2.133519172668457
55,0.5675753355026245,0.7270313501358032,0.3040720522403717,6.893781661987305,7.036690711975098,6.4782562255859375,2.1181588172912598
56,0.5676800012588501,0.7265154123306274,0.3027520477771759,6.91424560546875,7.045013427734375,6.451528072357178,2.1296329498291016
57,0.5683229565620422,0.7275670766830444,0.3027966618537903,6.962597370147705,7.116708278656006,6.470067501068115,2.1209468841552734
