epoch,train_eval_loss,train_step_loss,test_loss,train_RMSE,test_RMSE,train_R2,test_R2
1,4.42351410572721,13.207189299025625,7.309603831235036,43.94969769787245,56.49618436369177,-43.586360931396484,-62.71375274658203
2,2.68538508597253,3.501730774933437,4.6147136655516325,34.24328993063367,44.88948016726748,-26.067068099975586,-39.22389602661133
3,1.8415286463220966,2.293819875087378,3.144682450727983,28.357075276934303,37.0561740359105,-17.56150245666504,-26.41044807434082
4,1.3483773354673587,1.6437588885145367,2.2362532094930363,24.2648678850012,31.248752904803556,-12.590832710266113,-18.492176055908203
5,1.00105131608763,1.2186313743861217,1.647982192216702,20.907417025302813,26.825538150618947,-9.089996337890625,-13.364543914794922
6,0.7925607800675498,0.9489193648662207,1.2696313787147344,18.60323582876864,23.54566836034085,-6.988536357879639,-10.066671371459961
7,0.5972052743355747,0.7510893749740889,0.9796107157494014,16.148567896788478,20.682305274433112,-5.01947021484375,-7.538722038269043
8,0.4567198821008249,0.5820579545677833,0.7599803276781766,14.122031110832198,18.2168528908823,-3.6034622192382812,-5.624325752258301
9,0.3438240106785456,0.44510094399722117,0.5779423263837706,12.252939922449798,15.885996456717834,-2.4655394554138184,-4.037602424621582
10,0.275072530921098,0.3514467567767737,0.4661534561846446,10.95962744977632,14.267130944609185,-1.7725656032562256,-3.0632004737854004
11,0.22834316624419215,0.28606650430076525,0.3875779107749769,9.985416841550068,13.009233570086083,-1.3015618324279785,-2.3783013820648193
12,0.1874069367059058,0.23758438538830234,0.3267287859036079,9.046175862180228,11.94444256765267,-0.8889492750167847,-1.8479132652282715
13,0.16324556416127528,0.20496657265807097,0.28479408713461263,8.442924055904419,11.15161275789519,-0.6454170942306519,-1.482391595840454
14,0.135983443493834,0.17341627939692084,0.24161240385218033,7.705755376604701,10.271451507185006,-0.3706313371658325,-1.1060011386871338
15,0.12001399017834465,0.15099661741054282,0.2127229348123244,7.239158943599274,9.637831420741334,-0.20966875553131104,-0.8541873693466187
16,0.10136103675399273,0.13259407934152856,0.1838326443257231,6.652849788537082,8.959494250874059,-0.02165830135345459,-0.6023669242858887
17,0.08975344068982787,0.11503106144801625,0.16470864542966027,6.260337215518183,8.480674315938995,0.09533929824829102,-0.43567371368408203
18,0.07919589920805546,0.10162198641952479,0.14468929575401554,5.880625851598973,7.948595357159369,0.20175296068191528,-0.26117610931396484
19,0.07021224337466649,0.0916109693781385,0.13084652711487688,5.537052365502373,7.5588077327592025,0.29230278730392456,-0.14051640033721924
20,0.06333463935976194,0.08226966197198292,0.11754268670232042,5.258874930386467,7.164237948965981,0.36162489652633667,-0.02455425262451172
21,0.055837091109165765,0.07278747983136268,0.10592424808194666,4.937801110465928,6.800954572209824,0.43719571828842163,0.07671725749969482
22,0.05112207073626226,0.06598183315879894,0.09607367954504974,4.724723622145962,6.477007768921686,0.48472028970718384,0.16257911920547485
23,0.0451944687613378,0.05986765933767805,0.08676395285395365,4.442371112626108,6.15519527172029,0.5444669723510742,0.243726909160614
24,0.041628816287489996,0.0544113944161613,0.0801587073444434,4.263529168334407,5.916263871070886,0.5804065465927124,0.30130112171173096
25,0.03794273414143837,0.04993060941122613,0.07352170336239675,4.070394504182333,5.666044575072542,0.617560088634491,0.3591521978378296
26,0.03471617865966952,0.0456355943713548,0.06798109113999679,3.893481818159032,5.448365853672445,0.6500817537307739,0.40744662284851074
27,0.031615419234032695,0.04231749383627244,0.062215738530974174,3.7155374707563156,5.212214963881662,0.6813355684280396,0.4577000141143799
28,0.02927440370674002,0.03953798132825573,0.05742944561460483,3.5753306842798644,5.007713852504399,0.7049316167831421,0.4994194507598877
