epoch,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
20,0.8101180791854858,0.35944220423698425,3.3635149002075195,3.1965770721435547,2.491018295288086,1.1851930618286133
21,0.8107872605323792,0.3565533459186554,3.5599279403686523,3.5318729877471924,2.6060492992401123,1.1986185312271118
22,0.8144310116767883,0.35609832406044006,3.8399507999420166,3.894587755203247,2.81021785736084,1.2155903577804565
23,0.81654292345047,0.3542494475841522,4.041824817657471,4.150081157684326,3.0260555744171143,1.2684776782989502
24,0.8181673288345337,0.35208195447921753,4.2592644691467285,4.554929733276367,3.2022182941436768,1.3031951189041138
25,0.8198157548904419,0.3482944965362549,4.38346529006958,4.8292155265808105,3.5072970390319824,1.3130770921707153
26,0.8218909502029419,0.3463045060634613,4.505851745605469,5.054426670074463,3.720057249069214,1.3491268157958984
27,0.8233513832092285,0.346058189868927,4.588651180267334,5.263055801391602,3.8776912689208984,1.3734984397888184
28,0.8265888690948486,0.34515324234962463,4.687448501586914,5.426429748535156,4.048681735992432,1.3542654514312744
29,0.8273719549179077,0.342136412858963,4.85384464263916,5.698609828948975,4.41599702835083,1.3950767517089844
30,0.8258903622627258,0.3382158875465393,5.0129194259643555,5.85444974899292,4.576976299285889,1.4040882587432861
31,0.8293590545654297,0.33843281865119934,5.3426079750061035,6.068447113037109,4.724210262298584,1.4056637287139893
32,0.8276760578155518,0.32398515939712524,5.491508960723877,6.369991779327393,4.907467365264893,1.4326801300048828
33,0.830223798751831,0.3230864703655243,5.6278605461120605,6.6322712898254395,5.157866954803467,1.4482027292251587
34,0.8341555595397949,0.3244832754135132,5.935075283050537,6.7841081619262695,5.392131805419922,1.4919319152832031
35,0.8301324844360352,0.32001709938049316,6.094440937042236,6.9745097160339355,5.5505595207214355,1.513676643371582
36,0.8538506031036377,0.284363716840744,6.058539390563965,7.245983123779297,5.647604942321777,1.569161057472229
37,0.8713141083717346,0.2750653922557831,6.305970191955566,7.494671821594238,5.756435871124268,1.8850390911102295
38,0.865572452545166,0.24670438468456268,7.625074863433838,8.009860038757324,6.027063846588135,1.9408278465270996
39,0.8731243014335632,0.2998800575733185,8.044159889221191,8.129528999328613,6.6169538497924805,2.0644235610961914
40,0.8694182634353638,0.2926025986671448,8.367220878601074,8.2409086227417,6.808218002319336,2.131816864013672
41,0.8663753271102905,0.2869134247303009,8.418819427490234,8.2892484664917,6.958101272583008,2.174027681350708
42,0.8660023808479309,0.28598740696907043,8.450081825256348,8.35335922241211,7.123599052429199,2.1502013206481934
43,0.8663730621337891,0.28562605381011963,8.454964637756348,8.44585132598877,7.120634078979492,2.1534905433654785
44,0.864749014377594,0.28118354082107544,8.437804222106934,8.518119812011719,7.139355659484863,2.1318347454071045
45,0.8645493984222412,0.2788727581501007,8.456049919128418,8.554550170898438,7.213411808013916,2.1600780487060547
46,0.8658450245857239,0.27525240182876587,8.48788070678711,8.656667709350586,7.326577663421631,2.1419687271118164
47,0.8675684332847595,0.27263110876083374,8.454710960388184,8.71722412109375,7.4499592781066895,2.1551177501678467
48,0.8663038611412048,0.2681169807910919,8.44861125946045,8.777411460876465,7.500852584838867,2.186734676361084
49,0.8684969544410706,0.2712102234363556,8.504081726074219,8.786521911621094,7.546977519989014,2.189802885055542
50,0.8661906123161316,0.2703891694545746,8.551669120788574,8.83996868133545,7.575055122375488,2.20113205909729
51,0.8676764369010925,0.27088630199432373,8.577072143554688,8.876113891601562,7.610096454620361,2.1907565593719482
52,0.8691684603691101,0.27074164152145386,8.584039688110352,8.900622367858887,7.656795024871826,2.19500732421875
53,0.8673171997070312,0.2695450484752655,8.640788078308105,8.891054153442383,7.817078113555908,2.2207136154174805
54,0.8676507472991943,0.2677432894706726,8.662663459777832,8.910727500915527,7.978691101074219,2.198819875717163
55,0.8682497143745422,0.2692452669143677,8.632888793945312,8.972982406616211,8.119153022766113,2.1906659603118896
56,0.8681091070175171,0.2688921093940735,8.635698318481445,8.981572151184082,8.181845664978027,2.187122344970703
57,0.8681605458259583,0.26783403754234314,8.647614479064941,8.97771167755127,8.185087203979492,2.1901841163635254
58,0.8693119883537292,0.27122703194618225,8.663213729858398,8.982717514038086,8.19832706451416,2.2015578746795654
59,0.8685600757598877,0.2707962989807129,8.670706748962402,8.966658592224121,8.282394409179688,2.209766387939453
60,0.8687633275985718,0.2707371413707733,8.671964645385742,8.981719970703125,8.339451789855957,2.2044124603271484
61,0.8688259720802307,0.2687646150588989,8.673941612243652,8.95682144165039,8.455865859985352,2.2105300426483154
62,0.8701643347740173,0.270084023475647,8.68810749053955,8.983370780944824,8.494658470153809,2.230933666229248
63,0.8696643710136414,0.26836028695106506,8.69019603729248,8.978938102722168,8.485578536987305,2.2503252029418945
64,0.8691072463989258,0.2683863341808319,8.709894180297852,9.009355545043945,8.563211441040039,2.248173475265503
65,0.8694456815719604,0.2694151997566223,8.708269119262695,9.001052856445312,8.605067253112793,2.2441375255584717
66,0.8702601790428162,0.2691895067691803,8.711677551269531,9.026263236999512,8.613931655883789,2.2508292198181152
67,0.8701137900352478,0.26882338523864746,8.720305442810059,9.031543731689453,8.6190824508667,2.2330706119537354
68,0.8695518970489502,0.26826393604278564,8.73614501953125,9.042922973632812,8.683332443237305,2.243823528289795
69,0.8701099753379822,0.2685450315475464,8.741823196411133,9.044668197631836,8.737339973449707,2.228142023086548
70,0.8699162006378174,0.2688140571117401,8.77544116973877,9.051300048828125,8.784762382507324,2.240910291671753
71,0.8700145483016968,0.2687625586986542,8.780085563659668,9.080137252807617,8.801307678222656,2.2544736862182617
72,0.8706780672073364,0.26874423027038574,8.762022018432617,9.0632963180542,8.836653709411621,2.242619276046753
73,0.8708853721618652,0.2687280774116516,8.766472816467285,9.059905052185059,8.812675476074219,2.245009422302246
74,0.8705064058303833,0.26933926343917847,8.773406982421875,9.060379981994629,8.822564125061035,2.2570323944091797
75,0.8706144690513611,0.26865410804748535,8.800471305847168,9.078465461730957,8.80455493927002,2.2504239082336426
76,0.8712257742881775,0.2683870494365692,8.809386253356934,9.09411334991455,8.864996910095215,2.26771879196167
77,0.8716939687728882,0.2679626941680908,8.81959342956543,9.072431564331055,8.902793884277344,2.258061647415161
78,0.8722363114356995,0.26890838146209717,8.810502052307129,9.074044227600098,8.937028884887695,2.2633605003356934
79,0.8719784617424011,0.2687164545059204,8.814224243164062,9.09591293334961,8.879215240478516,2.27848744392395
80,0.8723751902580261,0.26968806982040405,8.817599296569824,9.071889877319336,8.954818725585938,2.2605233192443848
81,0.8723050355911255,0.26820796728134155,8.827051162719727,9.076164245605469,8.966913223266602,2.269104480743408
82,0.8722453117370605,0.2670658230781555,8.830486297607422,9.079950332641602,8.98052978515625,2.2711181640625
83,0.8722424507141113,0.26735252141952515,8.845396041870117,9.084301948547363,9.010607719421387,2.2663114070892334
84,0.8729787468910217,0.2682735323905945,8.845404624938965,9.093009948730469,9.043434143066406,2.2836084365844727
85,0.8732386231422424,0.26815882325172424,8.852391242980957,9.088306427001953,9.067464828491211,2.2682220935821533
86,0.8729132413864136,0.2681678533554077,8.860102653503418,9.09190845489502,9.076449394226074,2.2611777782440186
87,0.873478889465332,0.2672414183616638,8.873659133911133,9.103351593017578,9.124858856201172,2.268937110900879
88,0.873513400554657,0.2687373161315918,8.88566780090332,9.12542724609375,9.125223159790039,2.255617141723633
89,0.8733429908752441,0.2673130929470062,8.884710311889648,9.138737678527832,9.125008583068848,2.252272844314575
90,0.8736238479614258,0.26681753993034363,8.882901191711426,9.135692596435547,9.161746978759766,2.25323224067688
91,0.8741708397865295,0.2671113610267639,8.907844543457031,9.138487815856934,9.188366889953613,2.25358510017395
92,0.8744801878929138,0.26783934235572815,8.904812812805176,9.174314498901367,9.216818809509277,2.2527220249176025
93,0.8740644454956055,0.2661641538143158,8.904783248901367,9.180961608886719,9.186640739440918,2.2516701221466064
94,0.8745300769805908,0.26617631316185,8.91330623626709,9.21901798248291,9.205205917358398,2.249555826187134
95,0.8753730654716492,0.26680055260658264,8.925539016723633,9.211395263671875,9.270608901977539,2.256425142288208
96,0.874576985836029,0.2657766044139862,8.927471160888672,9.224617004394531,9.275976181030273,2.253735303878784
97,0.876424252986908,0.26772502064704895,8.932807922363281,9.253998756408691,9.282731056213379,2.278278112411499
98,0.8760278820991516,0.2672061622142792,8.937224388122559,9.290929794311523,9.280675888061523,2.274758815765381
99,0.8756799697875977,0.26661843061447144,8.937691688537598,9.265915870666504,9.302740097045898,2.2810885906219482
100,0.8760038614273071,0.2669241726398468,8.927966117858887,9.254329681396484,9.280585289001465,2.2820329666137695
101,0.8750671744346619,0.26549649238586426,8.911762237548828,9.277005195617676,9.314445495605469,2.290586233139038
102,0.8762549757957458,0.2666608691215515,8.937907218933105,9.261231422424316,9.337971687316895,2.2775697708129883
103,0.8749220967292786,0.26628854870796204,8.944823265075684,9.251832962036133,9.346884727478027,2.275973320007324
104,0.8757314682006836,0.265802264213562,8.940217018127441,9.284357070922852,9.363664627075195,2.2694711685180664
105,0.876184344291687,0.26677873730659485,8.934295654296875,9.293658256530762,9.391036987304688,2.2809946537017822
106,0.8757576942443848,0.2652427554130554,8.941580772399902,9.29714298248291,9.394065856933594,2.2731661796569824
107,0.8761148452758789,0.2655435800552368,8.957136154174805,9.301420211791992,9.408350944519043,2.2845935821533203
108,0.8761534094810486,0.2660970091819763,8.964658737182617,9.315970420837402,9.423534393310547,2.2803900241851807
109,0.8758618235588074,0.2647468149662018,8.947617530822754,9.311956405639648,9.425020217895508,2.2670626640319824
110,0.8766289353370667,0.2652987539768219,8.9495849609375,9.30427360534668,9.42782974243164,2.257000684738159
111,0.8772505521774292,0.26560765504837036,8.954118728637695,9.31289005279541,9.45543098449707,2.2721755504608154
112,0.8772127032279968,0.2655705511569977,8.944334030151367,9.321182250976562,9.471919059753418,2.2723488807678223
113,0.877509593963623,0.26528501510620117,8.956564903259277,9.32265567779541,9.48666763305664,2.2751731872558594
114,0.8768677711486816,0.2653566002845764,8.951148986816406,9.326679229736328,9.483540534973145,2.2756011486053467
115,0.8775853514671326,0.26642704010009766,8.942551612854004,9.33784294128418,9.460927963256836,2.2730395793914795
116,0.8777446746826172,0.2672581672668457,8.9446439743042,9.343133926391602,9.458159446716309,2.2588984966278076
117,0.8778626918792725,0.2665508985519409,8.95211410522461,9.36702823638916,9.48371410369873,2.256823778152466
118,0.8778046369552612,0.2669358253479004,8.960992813110352,9.384117126464844,9.481758117675781,2.2635498046875
119,0.8778122067451477,0.26704180240631104,8.964909553527832,9.37458324432373,9.459507942199707,2.2591967582702637
120,0.8782206773757935,0.26627469062805176,8.961892127990723,9.382255554199219,9.459391593933105,2.2668628692626953
121,0.8779284954071045,0.2658068537712097,8.966259002685547,9.392979621887207,9.47541332244873,2.2649176120758057
122,0.8776583075523376,0.2658178508281708,8.972752571105957,9.3995361328125,9.4522066116333,2.2699458599090576
123,0.8784677386283875,0.26594969630241394,8.985651969909668,9.41083812713623,9.444636344909668,2.2704858779907227
124,0.8783590793609619,0.26581871509552,8.992141723632812,9.413497924804688,9.421671867370605,2.2784032821655273
125,0.8789646029472351,0.2656537890434265,8.986808776855469,9.400254249572754,9.432494163513184,2.280219793319702
126,0.8791753649711609,0.266181081533432,8.994476318359375,9.408015251159668,9.452676773071289,2.281223773956299
127,0.87894207239151,0.26587799191474915,8.994425773620605,9.4102783203125,9.442440032958984,2.2690913677215576
128,0.8787036538124084,0.26526308059692383,8.992645263671875,9.409453392028809,9.457847595214844,2.274732828140259
129,0.8794338703155518,0.2668331265449524,8.990598678588867,9.401235580444336,9.448224067687988,2.274265766143799
130,0.8790808320045471,0.2656070291996002,8.99156665802002,9.39998722076416,9.440168380737305,2.276615858078003
131,0.8790837526321411,0.2659817337989807,8.995708465576172,9.408609390258789,9.438055038452148,2.2697060108184814
132,0.8782572746276855,0.2648925185203552,8.99640941619873,9.395983695983887,9.4437894821167,2.2750189304351807
133,0.8791322708129883,0.2654275596141815,8.99817180633545,9.410053253173828,9.450759887695312,2.2677178382873535
134,0.8787394165992737,0.2659713625907898,8.994489669799805,9.413328170776367,9.45716667175293,2.2744345664978027
135,0.878757119178772,0.26505744457244873,8.998906135559082,9.42241382598877,9.471839904785156,2.270249128341675
136,0.8790442943572998,0.2650732696056366,9.001814842224121,9.415572166442871,9.455484390258789,2.2698028087615967
137,0.879260241985321,0.2655770480632782,8.999621391296387,9.417287826538086,9.451797485351562,2.267012596130371
138,0.8795098662376404,0.2646039128303528,8.997714042663574,9.416523933410645,9.453498840332031,2.2653589248657227
139,0.8793890476226807,0.26484590768814087,9.002586364746094,9.416306495666504,9.458545684814453,2.2668087482452393
140,0.8796654939651489,0.2653729319572449,9.004105567932129,9.414021492004395,9.459192276000977,2.2688119411468506
141,0.8793458938598633,0.26533934473991394,9.004204750061035,9.411784172058105,9.42435359954834,2.2649216651916504
142,0.8798182606697083,0.2655365765094757,9.009159088134766,9.413887977600098,9.417219161987305,2.2642078399658203
143,0.8799417018890381,0.2656465172767639,9.008562088012695,9.41488265991211,9.411866188049316,2.2618141174316406
144,0.8798605799674988,0.26549574732780457,9.012581825256348,9.416932106018066,9.424601554870605,2.265618085861206
145,0.8799472451210022,0.26505252718925476,9.015801429748535,9.418935775756836,9.43489933013916,2.2588555812835693
146,0.8797126412391663,0.26518020033836365,9.021587371826172,9.415641784667969,9.436674118041992,2.261843681335449
147,0.8799588680267334,0.2647078335285187,9.018394470214844,9.415239334106445,9.437019348144531,2.2652275562286377
148,0.8802645206451416,0.2655089497566223,9.016128540039062,9.42262077331543,9.441910743713379,2.266780376434326
149,0.8806985020637512,0.2653912603855133,9.01338005065918,9.422886848449707,9.437366485595703,2.261526107788086
150,0.8801042437553406,0.26428139209747314,9.016435623168945,9.423019409179688,9.435017585754395,2.2581324577331543
151,0.8803769946098328,0.26561424136161804,9.015810012817383,9.425061225891113,9.43726921081543,2.2576744556427
152,0.8802434802055359,0.2653855085372925,9.020731925964355,9.425545692443848,9.438364028930664,2.2561404705047607
153,0.8801853060722351,0.26494938135147095,9.018590927124023,9.426894187927246,9.437600135803223,2.2565975189208984
154,0.8804720640182495,0.2653937339782715,9.023351669311523,9.425909042358398,9.435574531555176,2.259406566619873
155,0.8804552555084229,0.26554301381111145,9.021225929260254,9.42622184753418,9.436058044433594,2.2596654891967773
156,0.8804014921188354,0.265038400888443,9.020357131958008,9.423258781433105,9.425909042358398,2.254770517349243
157,0.8807722926139832,0.2657826244831085,9.020676612854004,9.425655364990234,9.42885684967041,2.250580072402954
158,0.8806524276733398,0.26582789421081543,9.019288063049316,9.427887916564941,9.429354667663574,2.2537572383880615
159,0.8805271983146667,0.2655373215675354,9.021231651306152,9.424280166625977,9.4306640625,2.2525408267974854
160,0.8806796669960022,0.2654271423816681,9.018035888671875,9.425625801086426,9.427877426147461,2.2521660327911377
161,0.8806388974189758,0.26551827788352966,9.016847610473633,9.4290771484375,9.427715301513672,2.257218599319458
162,0.8807100653648376,0.26564568281173706,9.01515007019043,9.4312744140625,9.427328109741211,2.2564544677734375
163,0.8810694813728333,0.26620131731033325,9.016514778137207,9.436306953430176,9.431042671203613,2.2580759525299072
164,0.8807969689369202,0.26581162214279175,9.018339157104492,9.43254280090332,9.427657127380371,2.25959849357605
165,0.8810383081436157,0.2653985917568207,9.017765045166016,9.432759284973145,9.430329322814941,2.2620582580566406
166,0.8810981512069702,0.265820175409317,9.019006729125977,9.433385848999023,9.429279327392578,2.25693678855896
167,0.8809158205986023,0.2653381824493408,9.019003868103027,9.434310913085938,9.430107116699219,2.256269931793213
168,0.8809261322021484,0.2654641270637512,9.021413803100586,9.434500694274902,9.431581497192383,2.2541513442993164
169,0.88106769323349,0.2653811275959015,9.020242691040039,9.433195114135742,9.434149742126465,2.251356363296509
170,0.8809215426445007,0.26522305607795715,9.021492958068848,9.432341575622559,9.437505722045898,2.2519094944000244
171,0.8810675144195557,0.2654002904891968,9.021947860717773,9.432393074035645,9.439369201660156,2.2530312538146973
172,0.881201446056366,0.2655019462108612,9.020151138305664,9.433134078979492,9.438157081604004,2.254232168197632
173,0.8810483813285828,0.2650943398475647,9.020268440246582,9.43246841430664,9.438901901245117,2.2536330223083496
174,0.8811935186386108,0.2652803659439087,9.020868301391602,9.43269157409668,9.437103271484375,2.25382924079895
175,0.8811376690864563,0.2653482258319855,9.019953727722168,9.433622360229492,9.437810897827148,2.2541866302490234
176,0.8811799883842468,0.2654837965965271,9.021716117858887,9.433619499206543,9.442898750305176,2.252509117126465
177,0.8813328742980957,0.2657737135887146,9.022344589233398,9.43394660949707,9.444072723388672,2.2542927265167236
178,0.8810975551605225,0.2653510272502899,9.02148723602295,9.434221267700195,9.443506240844727,2.25464129447937
179,0.8812204599380493,0.2655283212661743,9.020570755004883,9.4345703125,9.444629669189453,2.2553133964538574
180,0.8811789155006409,0.26545092463493347,9.020833015441895,9.435213088989258,9.444639205932617,2.255323648452759
181,0.8813772797584534,0.2655792534351349,9.021661758422852,9.43640422821045,9.443609237670898,2.2556066513061523
182,0.8813219666481018,0.26570412516593933,9.021306991577148,9.436898231506348,9.444825172424316,2.255518913269043
183,0.8811928629875183,0.2654707431793213,9.0216703414917,9.435383796691895,9.445487976074219,2.25566029548645
184,0.881334125995636,0.26562565565109253,9.021838188171387,9.4345703125,9.444727897644043,2.255490779876709
185,0.8812472224235535,0.26556289196014404,9.022046089172363,9.434884071350098,9.445032119750977,2.2565414905548096
186,0.8813538551330566,0.2656909227371216,9.022799491882324,9.434977531433105,9.443790435791016,2.256229877471924
187,0.8813920021057129,0.26562634110450745,9.022598266601562,9.435039520263672,9.443333625793457,2.2564070224761963
188,0.8813185691833496,0.26554328203201294,9.022658348083496,9.43591022491455,9.44328784942627,2.257162570953369
189,0.8813049793243408,0.26544004678726196,9.022238731384277,9.435992240905762,9.443004608154297,2.256974697113037
190,0.8812955617904663,0.26536333560943604,9.022065162658691,9.435462951660156,9.442235946655273,2.2571380138397217
191,0.8813270926475525,0.2656469941139221,9.022368431091309,9.435371398925781,9.443202018737793,2.2576897144317627
192,0.8813243508338928,0.2656976580619812,9.022279739379883,9.43523120880127,9.442453384399414,2.2570579051971436
193,0.8813809752464294,0.26576611399650574,9.022412300109863,9.435791969299316,9.442997932434082,2.256819009780884
194,0.8813005685806274,0.26570194959640503,9.02231502532959,9.435830116271973,9.442495346069336,2.25691556930542
195,0.8813828825950623,0.2658836543560028,9.022533416748047,9.435966491699219,9.442472457885742,2.2567713260650635
196,0.881342351436615,0.2658170461654663,9.022454261779785,9.435455322265625,9.442790031433105,2.256682872772217
197,0.8813632726669312,0.2658821940422058,9.022150039672852,9.435833930969238,9.442574501037598,2.256784677505493
198,0.8813586831092834,0.2658734917640686,9.022262573242188,9.435864448547363,9.442733764648438,2.256594181060791
199,0.8813887238502502,0.2658452093601227,9.022507667541504,9.435796737670898,9.441832542419434,2.2562649250030518
200,0.8813416957855225,0.2659305930137634,9.0228271484375,9.436375617980957,9.442169189453125,2.2565438747406006
