epoch,gamma_psg,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,0.07627149671316147,0.11606769263744354,0.14517712593078613,0.15161679685115814,0.20197081565856934,0.17311885952949524,0.07588402181863785
2,0.1286373734474182,0.3436836004257202,0.22328828275203705,0.18010538816452026,0.2444436401128769,0.21152110397815704,0.11269556730985641
3,0.16708780825138092,0.46398651599884033,0.2900555729866028,0.18987679481506348,0.2613445520401001,0.2368248850107193,0.127631276845932
4,0.19184891879558563,0.5444806814193726,0.3470587730407715,0.19765448570251465,0.26577091217041016,0.25409239530563354,0.13436059653759003
5,0.20838674902915955,0.602828323841095,0.39464235305786133,0.20277763903141022,0.2685855031013489,0.2684413194656372,0.14110451936721802
6,0.21996062994003296,0.6466942429542542,0.42900359630584717,0.20458687841892242,0.27143388986587524,0.27695587277412415,0.14463800191879272
7,0.2280522733926773,0.6801537871360779,0.45187780261039734,0.20720785856246948,0.2727423310279846,0.2828451097011566,0.1467185914516449
8,0.23407210409641266,0.7070142030715942,0.4654272496700287,0.20875875651836395,0.27525126934051514,0.2867368459701538,0.14796671271324158
9,0.23854629695415497,0.7285183072090149,0.47107312083244324,0.20994846522808075,0.2777206003665924,0.2906515598297119,0.14905880391597748
10,0.24230219423770905,0.747943103313446,0.47333309054374695,0.2104068547487259,0.279492050409317,0.2935244143009186,0.14934763312339783
11,0.24526764452457428,0.7642541527748108,0.4723166227340698,0.2112371325492859,0.281162828207016,0.2961253821849823,0.15002024173736572
12,0.2478112280368805,0.7789677977561951,0.46766817569732666,0.21213941276073456,0.282620370388031,0.2974326014518738,0.15025624632835388
13,0.24996009469032288,0.7921395897865295,0.4612084925174713,0.2124868631362915,0.2841842770576477,0.29901236295700073,0.150399848818779
14,0.2519701421260834,0.8052316308021545,0.45528459548950195,0.21264778077602386,0.2856186032295227,0.3005785644054413,0.150427907705307
15,0.25373026728630066,0.8173321485519409,0.44734036922454834,0.21292905509471893,0.2870217561721802,0.30180519819259644,0.14999668300151825
16,0.25535276532173157,0.8292363882064819,0.4397565722465515,0.2134283483028412,0.28853803873062134,0.30294761061668396,0.150392085313797
17,0.2568402886390686,0.8408644795417786,0.4321880042552948,0.21382810175418854,0.2897932231426239,0.30357709527015686,0.1500118523836136
18,0.25822973251342773,0.852292537689209,0.4244305491447449,0.2146597057580948,0.29134246706962585,0.3043805658817291,0.1503966599702835
19,0.2593790292739868,0.8622775077819824,0.4156569242477417,0.21502430737018585,0.2923773229122162,0.30518490076065063,0.15011830627918243
20,0.2604881525039673,0.872852087020874,0.40774670243263245,0.21554018557071686,0.29341328144073486,0.3054405450820923,0.15008103847503662
21,0.26143085956573486,0.8823624849319458,0.39841893315315247,0.21592456102371216,0.2943463623523712,0.30603286623954773,0.14975504577159882
22,0.26230570673942566,0.8916001915931702,0.3897370398044586,0.21656356751918793,0.29547590017318726,0.30696287751197815,0.14950092136859894
23,0.2631010413169861,0.9006683826446533,0.38094785809516907,0.2170596569776535,0.29649466276168823,0.30754485726356506,0.14919522404670715
24,0.26376020908355713,0.9087948203086853,0.3718734085559845,0.21748283505439758,0.2972809672355652,0.3080204427242279,0.14883773028850555
25,0.2644084692001343,0.9173261523246765,0.36326682567596436,0.21805976331233978,0.29829299449920654,0.3086053729057312,0.14851467311382294
26,0.2648683488368988,0.9235702753067017,0.3528720438480377,0.21841298043727875,0.29919812083244324,0.3091720938682556,0.14816312491893768
27,0.26533207297325134,0.9303426146507263,0.34370648860931396,0.21867811679840088,0.30028948187828064,0.3096849024295807,0.14770008623600006
28,0.26572760939598083,0.9364169239997864,0.334543913602829,0.2190837562084198,0.3011721074581146,0.3102797269821167,0.14721578359603882
29,0.2660607695579529,0.9416727423667908,0.32516157627105713,0.2195378988981247,0.3020569682121277,0.31075549125671387,0.14670296013355255
30,0.2663428783416748,0.9464731812477112,0.31593677401542664,0.22018013894557953,0.30291804671287537,0.31128495931625366,0.14622677862644196
31,0.26663169264793396,0.9515756368637085,0.3073767423629761,0.2206103503704071,0.30388760566711426,0.3119163513183594,0.1457192301750183
32,0.2668510377407074,0.9551809430122375,0.2982270419597626,0.22105419635772705,0.3047002851963043,0.3123605251312256,0.14521342515945435
33,0.2670685350894928,0.9592276811599731,0.28989842534065247,0.22154025733470917,0.30548426508903503,0.31304556131362915,0.14472344517707825
34,0.2672722339630127,0.9631052613258362,0.28194889426231384,0.2221248894929886,0.3064640462398529,0.31362736225128174,0.14439983665943146
35,0.26743826270103455,0.9659665822982788,0.2744097411632538,0.22261373698711395,0.30736586451530457,0.31411364674568176,0.1440160572528839
36,0.26760154962539673,0.9692422747612,0.26681235432624817,0.2232542186975479,0.30794426798820496,0.3147054612636566,0.1435564011335373
37,0.26775452494621277,0.9722621440887451,0.2600116431713104,0.22354760766029358,0.30867210030555725,0.3150852620601654,0.14308606088161469
38,0.2678717374801636,0.9736711978912354,0.25256264209747314,0.2243078052997589,0.3093891143798828,0.3155742585659027,0.14277544617652893
39,0.2680090069770813,0.976485550403595,0.2466743439435959,0.225032776594162,0.31009548902511597,0.31613120436668396,0.1426151841878891
40,0.2681295871734619,0.9783113598823547,0.240192249417305,0.22543339431285858,0.3106575906276703,0.3167041838169098,0.14208444952964783
41,0.2682344913482666,0.979268491268158,0.23380880057811737,0.2259768843650818,0.3114597201347351,0.31732308864593506,0.14175540208816528
42,0.2683565318584442,0.9817559123039246,0.22861693799495697,0.22664597630500793,0.3119983673095703,0.31794747710227966,0.14121274650096893
43,0.26846566796302795,0.9828276634216309,0.22381846606731415,0.227316215634346,0.312350332736969,0.31873002648353577,0.140728160738945
44,0.26857617497444153,0.9839987754821777,0.2186368703842163,0.2278357297182083,0.31275761127471924,0.31944844126701355,0.14023195207118988
45,0.2686624228954315,0.9846661686897278,0.2145155966281891,0.22846977412700653,0.3133327066898346,0.32026800513267517,0.1397995948791504
46,0.26880505681037903,0.9863192439079285,0.21062098443508148,0.22897067666053772,0.31372740864753723,0.3206842541694641,0.13943780958652496
47,0.26890134811401367,0.9867255091667175,0.20688271522521973,0.22970430552959442,0.314187616109848,0.32127416133880615,0.1391904056072235
48,0.26900818943977356,0.9881181716918945,0.20245380699634552,0.2304200977087021,0.3143843114376068,0.32169109582901,0.13900132477283478
49,0.26914170384407043,0.9888725876808167,0.19982631504535675,0.23093678057193756,0.31486034393310547,0.32221582531929016,0.1382201761007309
50,0.2692536413669586,0.9892220497131348,0.19563978910446167,0.23175443708896637,0.3154309391975403,0.32276931405067444,0.1381247341632843
51,0.2693949043750763,0.9899776577949524,0.19234387576580048,0.23271095752716064,0.31555113196372986,0.3230876326560974,0.1377420574426651
52,0.26950356364250183,0.990566074848175,0.1886698454618454,0.23327089846134186,0.3157566487789154,0.3234066963195801,0.13712845742702484
