timestamp,actual,predicted,is_predicted_point
2017/12/21 8:00,9.50283,,0
2017/12/21 9:00,13.991462,,0
2017/12/21 10:00,17.294268,,0
2017/12/21 11:00,19.266481,,0
2017/12/21 12:00,19.88396,,0
2017/12/21 13:00,19.421808,,0
2017/12/21 14:00,18.07112,,0
2017/12/21 15:00,15.573971,,0
2017/12/21 16:00,10.8073,,0
2017/12/21 17:00,6.3105054,,0
2017/12/21 18:00,1.8173429,,0
2017/12/21 19:00,0.12902597,,0
2017/12/21 20:00,-0.021611543,,0
2017/12/21 21:00,-0.021525986,,0
2017/12/21 22:00,-0.021399045,,0
2017/12/21 23:00,-0.021274209,,0
2017/12/22 0:00,-0.021104874,,0
2017/12/22 1:00,-0.021364616,,0
2017/12/22 2:00,-0.021441923,,0
2017/12/22 3:00,-0.021485623,,0
2017/12/22 4:00,-0.021598792,,0
2017/12/22 5:00,-0.021403488,,0
2017/12/22 6:00,0.54310286,,0
2017/12/22 7:00,4.157081,,0
2017/12/22 8:00,9.389981,9.390191078186035,1
2017/12/22 9:00,13.670453,,0
2017/12/22 10:00,16.832638,,0
2017/12/22 11:00,18.58296,,0
2017/12/22 12:00,19.174696,,0
2017/12/22 13:00,18.454517,,0
2017/12/22 14:00,17.717924,,0
2017/12/22 15:00,15.468767,,0
2017/12/22 16:00,10.704536,,0
2017/12/22 17:00,6.2847238,,0
2017/12/22 18:00,1.8289052,,0
2017/12/22 19:00,0.14042926,,0
2017/12/22 20:00,-0.02120771,,0
2017/12/22 21:00,-0.021233808,,0
2017/12/22 22:00,-0.02112664,,0
2017/12/22 23:00,-0.021007797,,0
2017/12/23 0:00,-0.02074182,,0
2017/12/23 1:00,-0.021019654,,0
2017/12/23 2:00,-0.02103692,,0
2017/12/23 3:00,-0.021126969,,0
2017/12/23 4:00,-0.02124535,,0
2017/12/23 5:00,-0.021108925,,0
2017/12/23 6:00,0.53322697,,0
2017/12/23 7:00,4.025936,,0
2017/12/23 8:00,9.012362,,0
