epoch,gamma_wase,gamma_dsc,physbias_w_norm_layer0,physbias_w_norm_layer1,physbias_w_norm_layer2,physbias_w_norm_layer3
1,0.02612355537712574,0.03746551275253296,0.06681713461875916,0.03554939106106758,0.03511258214712143,0.023079857230186462
2,0.06636029481887817,0.09708347171545029,0.093583844602108,0.053696732968091965,0.0750337764620781,0.03100469708442688
3,0.1375836879014969,0.17878620326519012,0.14995521306991577,0.07333768159151077,0.11943823099136353,0.06399602442979813
4,0.3771076500415802,0.33854198455810547,0.20319677889347076,0.09908143430948257,0.16222016513347626,0.10021133720874786
5,0.7004290819168091,0.5394232869148254,0.28776973485946655,0.15386594831943512,0.2096356451511383,0.144601508975029
6,0.7420892715454102,0.5069366097450256,0.627291738986969,0.26472702622413635,0.3144497275352478,0.46851998567581177
7,0.7429630756378174,0.4947774410247803,0.8503531217575073,0.4840098023414612,0.5102158784866333,0.6926807761192322
8,0.745323896408081,0.490831196308136,1.1251747608184814,0.7873771786689758,0.8387539982795715,0.842361569404602
9,0.7462602257728577,0.48696577548980713,1.276030421257019,1.0653924942016602,1.1019935607910156,0.8725790977478027
10,0.7478139996528625,0.48420900106430054,1.481674313545227,1.2971786260604858,1.3639470338821411,0.9340922236442566
11,0.7503896951675415,0.4832669198513031,1.7081761360168457,1.4943965673446655,1.6094673871994019,0.9711791276931763
12,0.7508414387702942,0.48063933849334717,1.9359421730041504,1.680963158607483,1.8689388036727905,0.9940194487571716
13,0.7553024291992188,0.4816536009311676,2.2364253997802734,1.9048348665237427,2.2926886081695557,1.0591176748275757
14,0.7578582763671875,0.4798699915409088,2.5561516284942627,2.180043935775757,2.5565497875213623,1.1780054569244385
15,0.7574276328086853,0.47601354122161865,2.7760531902313232,2.327622890472412,2.804126262664795,1.168913722038269
16,0.7614277005195618,0.4773431718349457,3.09902024269104,2.5856964588165283,3.1425037384033203,1.2660235166549683
17,0.7615339756011963,0.47355809807777405,3.3901169300079346,2.833240509033203,3.412318468093872,1.2841920852661133
18,0.7659960985183716,0.47454649209976196,3.6261887550354004,3.160379648208618,3.698362112045288,1.339687705039978
19,0.7656600475311279,0.4694989323616028,4.04410457611084,3.5255353450775146,4.10181999206543,1.424866795539856
20,0.7676969170570374,0.46614575386047363,4.165318965911865,3.7610323429107666,4.263839244842529,1.4860970973968506
21,0.7694283127784729,0.46559959650039673,4.408450126647949,3.9568188190460205,4.626715660095215,1.5276023149490356
22,0.7723819613456726,0.4643658399581909,4.505807876586914,4.1326446533203125,4.862572193145752,1.5450036525726318
23,0.7730086445808411,0.45926809310913086,4.812615871429443,4.344319820404053,5.243939399719238,1.5865604877471924
24,0.7750369310379028,0.4558272063732147,4.818228721618652,4.441410541534424,5.431201457977295,1.6136507987976074
25,0.7745052576065063,0.4518539309501648,4.948230743408203,4.569326877593994,5.768823623657227,1.6368281841278076
26,0.7767916917800903,0.45290160179138184,5.089239120483398,4.827549934387207,6.028449535369873,1.678365707397461
27,0.7781849503517151,0.4500974118709564,5.234511852264404,4.961360454559326,6.2441792488098145,1.6918184757232666
28,0.7784571051597595,0.44847655296325684,5.361000061035156,5.222870826721191,6.431659698486328,1.7262821197509766
29,0.7804351449012756,0.44515612721443176,5.419118404388428,5.475801944732666,6.7737321853637695,1.7435576915740967
30,0.7821446061134338,0.4470866918563843,5.524296283721924,5.609501361846924,7.020135879516602,1.7536934614181519
31,0.7830590605735779,0.44445326924324036,5.747862815856934,5.847758769989014,7.381719589233398,1.7675620317459106
32,0.7844571471214294,0.4409387707710266,5.840749263763428,6.011699199676514,7.6195149421691895,1.7833952903747559
33,0.7844820022583008,0.4399336278438568,5.925394058227539,6.11910343170166,7.864577293395996,1.7933396100997925
34,0.7855563163757324,0.4387930929660797,6.0073628425598145,6.256391525268555,8.0501070022583,1.7963684797286987
35,0.7877198457717896,0.4400508999824524,6.22934103012085,6.477506160736084,8.209668159484863,1.8342801332473755
36,0.7869564890861511,0.4367557764053345,6.203090667724609,6.500102519989014,8.300305366516113,1.8411544561386108
37,0.7897339463233948,0.43677791953086853,6.189333915710449,6.59666633605957,8.357592582702637,1.8277500867843628
38,0.7899884581565857,0.43591442704200745,6.276208877563477,6.801544189453125,8.523215293884277,1.8607100248336792
