epoch,train_mae,test_mae
1,943.5418090820312,955.1588745117188
2,376.2674255371094,394.0263366699219
3,151.2206573486328,155.5924530029297
4,99.94159698486328,103.41671752929688
5,77.1773681640625,79.87722778320312
6,63.55021286010742,65.89442443847656
7,54.160987854003906,56.13314437866211
8,46.85403823852539,48.84123992919922
9,41.298095703125,42.95219039916992
10,36.586063385009766,38.33975601196289
11,32.53202438354492,34.0637092590332
12,29.459854125976562,31.13729476928711
13,26.80741310119629,28.300901412963867
14,24.188610076904297,25.436681747436523
15,21.709375381469727,23.003673553466797
16,19.924692153930664,21.16054916381836
17,18.052627563476562,19.257648468017578
18,16.544294357299805,17.6383056640625
19,15.293792724609375,16.436321258544922
20,13.780533790588379,14.868029594421387
21,12.865983963012695,13.798583030700684
22,12.087891578674316,13.108811378479004
23,10.630904197692871,11.543233871459961
24,9.938509941101074,10.79269790649414
25,9.7070951461792,10.686445236206055
26,8.574030876159668,9.344892501831055
27,8.305816650390625,9.17778491973877
28,7.457699775695801,8.27103042602539
29,7.0969438552856445,7.787289619445801
30,6.601012229919434,7.374403476715088
31,6.0843505859375,6.695193290710449
32,5.77329158782959,6.451011657714844
33,5.503102779388428,6.161940574645996
34,5.04183292388916,5.556890487670898
35,4.978606700897217,5.4421772956848145
36,4.5276947021484375,5.062488555908203
37,4.693053722381592,5.285317897796631
38,4.235641002655029,4.687173843383789
39,4.041348457336426,4.531121730804443
40,3.720557928085327,4.1301374435424805
41,3.914846658706665,4.379547595977783
42,3.316621780395508,3.704357147216797
43,3.0419578552246094,3.3714592456817627
44,2.906163215637207,3.2083964347839355
45,3.0563366413116455,3.442535877227783
46,2.7361369132995605,3.0699453353881836
47,2.766718864440918,3.064086675643921
48,2.50402569770813,2.818690538406372
49,2.344334125518799,2.5871002674102783
50,2.5000946521759033,2.790154218673706
51,2.1561663150787354,2.376114845275879
52,2.1373183727264404,2.3676278591156006
53,2.143521547317505,2.421782970428467
54,2.149888277053833,2.4297034740448
55,1.8282601833343506,2.0260119438171387
56,1.871532917022705,2.11063814163208
57,1.853709101676941,2.102837324142456
58,1.6951992511749268,1.9019588232040405
59,1.722234845161438,1.9026693105697632
60,1.5834345817565918,1.7749320268630981
61,1.5337415933609009,1.6897547245025635
62,1.4913138151168823,1.6450151205062866
63,1.5442980527877808,1.7787508964538574
64,1.3373339176177979,1.4717929363250732
65,1.2981390953063965,1.4823973178863525
66,1.3139108419418335,1.4831043481826782
67,1.1739948987960815,1.3305673599243164
68,1.2366243600845337,1.3508517742156982
69,1.238336443901062,1.3661963939666748
70,1.2437279224395752,1.4327638149261475
71,1.153562068939209,1.300155520439148
72,1.0997529029846191,1.1931389570236206
73,1.1339536905288696,1.2897870540618896
74,1.1669683456420898,1.274854063987732
75,1.0825859308242798,1.212947130203247
76,1.1580806970596313,1.327971339225769
77,1.0492196083068848,1.1964044570922852
78,1.1009551286697388,1.2798322439193726
79,1.0130860805511475,1.1285741329193115
80,0.9965214133262634,1.0942665338516235
81,1.0156326293945312,1.1772685050964355
82,1.138068675994873,1.2839429378509521
83,0.9568477272987366,1.111356258392334
84,1.0132787227630615,1.185472846031189
85,0.9977895021438599,1.1636654138565063
86,0.912675142288208,1.0448991060256958
87,0.9280251860618591,1.066247582435608
88,0.9439741373062134,1.105730652809143
89,0.8870785236358643,1.0428671836853027
90,0.9031079411506653,1.0867677927017212
