epoch,train_mae,test_mae
1,1.1782127618789673,1.5695942640304565
2,1.1373111009597778,1.5579936504364014
3,1.0097401142120361,1.3975876569747925
4,1.0899921655654907,1.5012046098709106
5,1.1706384420394897,1.5524842739105225
6,1.1148631572723389,1.4557076692581177
7,1.1131826639175415,1.4900366067886353
8,1.0207833051681519,1.3776034116744995
9,0.9957790374755859,1.331484317779541
10,1.012866497039795,1.3641366958618164
11,0.9441838264465332,1.2800590991973877
12,1.0185753107070923,1.349090814590454
13,0.9123773574829102,1.3194530010223389
14,0.9434294104576111,1.3087363243103027
15,0.9330956339836121,1.2704215049743652
16,0.8352219462394714,1.21272873878479
17,0.9637212753295898,1.3670048713684082
18,1.0516668558120728,1.3295929431915283
19,1.0137474536895752,1.3549878597259521
20,1.004501461982727,1.3862583637237549
21,1.0525106191635132,1.3846920728683472
22,1.0220813751220703,1.4109981060028076
23,0.9624861478805542,1.3365241289138794
24,1.057965874671936,1.4577041864395142
25,0.9074855446815491,1.2660443782806396
26,1.005082130432129,1.3851555585861206
27,1.1021816730499268,1.4847321510314941
28,0.8810188174247742,1.236777663230896
29,0.9204725623130798,1.3448725938796997
30,0.8929347991943359,1.2921675443649292
31,1.0991230010986328,1.4896092414855957
32,0.94195556640625,1.312323808670044
33,1.123612642288208,1.535760521888733
34,0.9104728698730469,1.3350348472595215
35,0.8784579634666443,1.268078088760376
36,1.1738518476486206,1.599366545677185
37,0.9216405749320984,1.3557652235031128
38,0.9237220883369446,1.345549464225769
39,0.8872991800308228,1.2971644401550293
40,0.9637221097946167,1.3625500202178955
41,1.0279418230056763,1.4687401056289673
42,0.9389016628265381,1.3740299940109253
43,0.9566237330436707,1.3853836059570312
44,0.9660752415657043,1.3949618339538574
45,0.9838634133338928,1.4185729026794434
46,0.8477765321731567,1.2918014526367188
47,0.9203252792358398,1.3428658246994019
48,0.8345586657524109,1.2620265483856201
49,0.877395749092102,1.3265105485916138
50,0.9108289480209351,1.3780993223190308
51,1.0455020666122437,1.5245078802108765
52,0.8038274645805359,1.2552098035812378
53,0.9591843485832214,1.4249720573425293
54,0.9431876540184021,1.3944758176803589
55,0.9061599969863892,1.3533529043197632
56,0.8631821870803833,1.2981520891189575
57,0.884698748588562,1.3446745872497559
58,0.8270621299743652,1.3505228757858276
59,0.9402629733085632,1.4186599254608154
60,0.8960910439491272,1.405733585357666
61,0.871583104133606,1.4561277627944946
62,0.9221276640892029,1.4165096282958984
63,0.8306638598442078,1.3587297201156616
64,0.8660251498222351,1.3695884943008423
65,0.839617133140564,1.313941240310669
66,0.8227114081382751,1.3360631465911865
67,0.8063410520553589,1.3090105056762695
68,0.7888749837875366,1.3591824769973755
69,0.8955576419830322,1.4685817956924438
70,0.9100858569145203,1.5283653736114502
71,0.8898207545280457,1.4486980438232422
72,0.8179258108139038,1.3153718709945679
73,0.9525882005691528,1.4926886558532715
74,1.0358597040176392,1.556221604347229
75,0.8615612983703613,1.3639758825302124
76,0.8415873050689697,1.379370093345642
77,0.9434362649917603,1.5261207818984985
