epoch,train_eval_loss,train_step_loss,test_loss,train_RMSE,test_RMSE,train_R2,test_R2
1,4.422916370507341,13.20655856042538,7.308524217382031,43.94672844941077,56.49201409270163,-43.5803337097168,-62.704349517822266
2,2.68497615343858,3.501220356743291,4.613980327625831,34.24068218371605,44.88591223521585,-26.062944412231445,-39.21750259399414
3,1.8411478093096922,2.293411727221507,3.1440029329678345,28.354143586010384,37.052171371193786,-17.557662963867188,-26.404523849487305
4,1.347918749936617,1.6433242379494433,2.235502562569236,24.260739809283436,31.243508114749314,-12.586209297180176,-18.485633850097656
5,1.0004948897373611,1.2181070222044892,1.6470533123419857,20.901604608147014,26.817978661565594,-9.084386825561523,-13.356449127197266
6,0.7915012455307393,0.9481079016091689,1.267953478996927,18.59079627931058,23.53010481318626,-6.977856636047363,-10.052045822143555
7,0.5949172906678933,0.7493916513784876,0.9759870238001515,16.117604060297896,20.644017185534423,-4.996408462524414,-7.507136344909668
8,0.45285341972249527,0.578670803668364,0.7537630668976022,14.062127273706281,18.142186087007953,-3.56449031829834,-5.570133209228516
9,0.3397392257884596,0.44060960299563856,0.5710482218389582,12.179937432289716,15.790962357864704,-2.4243674278259277,-3.9775099754333496
10,0.2707351488869703,0.34657438296192095,0.45890615080478464,10.872877593493175,14.155790275199392,-1.7288472652435303,-3.0000295639038086
11,0.2238191843416427,0.28117376284779244,0.3801610214905169,9.886005305031617,12.88415616571528,-1.255962610244751,-2.313652276992798
12,0.18372395302933073,0.23292982831316175,0.32000639399097197,8.956845560656996,11.820926950321779,-0.8518269062042236,-1.7893180847167969
13,0.16004415543190617,0.200570081483643,0.2789002631717985,8.359727285217092,11.035617730947973,-0.6131488084793091,-1.431018590927124
14,0.13291193786134003,0.16934167917044657,0.23607764726642066,7.618231849481294,10.153122264783027,-0.3396724462509155,-1.0577573776245117
15,0.11713574608114705,0.1472745769709911,0.20736580102221497,7.151825049033458,9.515699965709425,-0.1806577444076538,-0.8074922561645508
16,0.09896126066503319,0.12901789596620597,0.1790848271788155,6.573623095323098,8.843039979503743,0.002530038356781006,-0.5609828233718872
17,0.08740695749996732,0.11187268793582916,0.16007243026113974,6.177961298887108,8.360465119487083,0.11899048089981079,-0.3952622413635254
18,0.07691177177868584,0.09859224240172584,0.1403803609997426,5.795202296678161,7.829343902655249,0.2247755527496338,-0.2236175537109375
19,0.0681471760481862,0.0888030932478185,0.12679391591599357,5.455017111355441,7.440830286519321,0.31311744451522827,-0.10519206523895264
20,0.06137146643070479,0.07968074645636217,0.11374158897421713,5.176728981627177,7.047447435088948,0.3814125657081604,0.00857776403427124
21,0.05423744235346327,0.07038741270607372,0.102529114624512,4.866556729856051,6.691073594785076,0.4533191919326782,0.10631066560745239
22,0.04941368754258434,0.06374322348889315,0.09269378279331004,4.64510799385075,6.362056082657316,0.5019397735595703,0.19203978776931763
23,0.04387259748363174,0.05775376599071161,0.08398338465638812,4.376922403046465,6.055763198294527,0.5577906370162964,0.2679635286331177
24,0.04029050290244564,0.052459703160906736,0.07733963584136527,4.1944356389125215,5.811299517956577,0.5938959717750549,0.32587337493896484
25,0.03676694740986849,0.04812210496023016,0.0709108388921477,4.0068303442183115,5.5645302485660935,0.6294113397598267,0.3819096088409424
26,0.03352801353763694,0.043926875405716444,0.06544009421879118,3.826274440105338,5.345571464057304,0.6620577573776245,0.42959511280059814
27,0.030586181462674143,0.040672721024954096,0.06000038281108666,3.6545575781370507,5.118576490281769,0.6917096972465515,0.47701001167297363
28,0.028213210250265297,0.03798859931950299,0.055210740038706546,3.5099298760345876,4.9100278657017595,0.7156277894973755,0.5187587141990662
