epoch,train_mse,test_mse
1,4.4093194007873535,7.163271903991699
2,3.8936047554016113,6.6063151359558105
3,3.893523931503296,6.720916748046875
4,3.8835723400115967,6.649997711181641
5,3.837531328201294,6.627443313598633
6,3.7181735038757324,6.5675201416015625
7,3.4410386085510254,6.1446051597595215
8,3.5107476711273193,6.221532821655273
9,3.58361554145813,6.396823406219482
10,3.386887311935425,6.027063369750977
11,3.4171407222747803,5.936460971832275
12,3.420581579208374,6.051934242248535
13,3.333778142929077,5.894451141357422
14,3.3086090087890625,5.9077019691467285
15,3.106873035430908,5.677328109741211
16,3.294041633605957,5.855477333068848
17,3.3057031631469727,5.898597240447998
18,3.630979299545288,6.364021301269531
19,3.3029401302337646,5.945374965667725
20,3.001206159591675,5.579932689666748
21,3.2472715377807617,5.836717128753662
22,3.2735934257507324,5.791552543640137
23,3.294018030166626,5.96221923828125
24,3.209341049194336,5.845280647277832
25,3.4066460132598877,6.097611904144287
26,3.0753841400146484,5.598858833312988
27,3.257906675338745,5.899106979370117
28,3.1178243160247803,5.630868434906006
29,3.0126123428344727,5.643037796020508
30,3.055255174636841,5.525704860687256
31,3.0878522396087646,5.7500176429748535
32,2.997868299484253,5.5001115798950195
33,3.110806465148926,5.6354827880859375
34,3.183051347732544,5.691417694091797
35,2.9406917095184326,5.466219425201416
36,3.002601385116577,5.41274881362915
37,2.949253559112549,5.437560558319092
38,3.0523483753204346,5.471014499664307
39,2.955845355987549,5.546350002288818
40,2.8528966903686523,5.354801177978516
41,2.853595018386841,5.399104118347168
42,3.044940710067749,5.653226375579834
43,2.899923324584961,5.370957851409912
44,2.8365280628204346,5.370163440704346
45,2.928333044052124,5.478365421295166
46,2.845773935317993,5.379327774047852
47,2.8442420959472656,5.452288627624512
48,3.194103956222534,5.761709690093994
49,2.9652271270751953,5.522668838500977
50,2.877890110015869,5.436112403869629
51,2.8733112812042236,5.307868957519531
52,2.924726724624634,5.56628942489624
53,2.8607661724090576,5.362636566162109
54,3.023958206176758,5.411617755889893
55,2.98130202293396,5.356386661529541
56,2.9046056270599365,5.493196964263916
57,2.9639742374420166,5.624433994293213
58,2.8298025131225586,5.394960880279541
59,2.879342555999756,5.427631855010986
60,2.9129276275634766,5.3697733879089355
61,3.1256344318389893,5.81492280960083
62,2.85835599899292,5.310720443725586
63,2.8473854064941406,5.356826305389404
64,2.869553565979004,5.31409215927124
65,2.847710609436035,5.255121231079102
66,2.810610294342041,5.278500556945801
67,2.789425849914551,5.247302532196045
68,2.7635955810546875,5.234304904937744
69,2.7540061473846436,5.261414051055908
70,2.791342258453369,5.267428398132324
71,2.8216896057128906,5.37119197845459
72,2.8254904747009277,5.320362091064453
73,2.798356056213379,5.355937957763672
74,2.8299453258514404,5.45640754699707
75,2.9438087940216064,5.59830904006958
76,2.753652572631836,5.290813446044922
77,2.876063346862793,5.507452964782715
78,2.7811388969421387,5.228382110595703
79,2.7485597133636475,5.328380584716797
80,2.838927984237671,5.469798564910889
81,2.7509679794311523,5.307039260864258
82,2.7743146419525146,5.332174301147461
83,2.9524309635162354,5.618318557739258
84,2.7799062728881836,5.3542799949646
85,2.8989193439483643,5.52161979675293
86,2.7363595962524414,5.335472106933594
87,2.7580032348632812,5.337905406951904
88,2.770071029663086,5.30014705657959
89,2.7930216789245605,5.272671222686768
90,2.866914749145508,5.516174793243408
91,2.728341817855835,5.219834327697754
92,2.747044324874878,5.3325676918029785
93,2.697176456451416,5.24912691116333
94,2.6907639503479004,5.225911617279053
95,2.758127450942993,5.369030475616455
96,2.7892072200775146,5.391165256500244
97,2.7570302486419678,5.392119407653809
98,2.7710461616516113,5.364467144012451
99,2.697207450866699,5.2196197509765625
100,2.7575697898864746,5.3977155685424805
