timestamp,step,actual,predicted
2017/12/23 22:00,1,-0.021207184,-0.24358112
2017/12/23 23:00,2,-0.021160567,0.11385432
2017/12/24 0:00,3,-0.020848269,-0.029626418
2017/12/24 1:00,4,-0.021054408,-0.05508048
2017/12/24 2:00,5,-0.021124257,0.024221268
2017/12/24 3:00,6,-0.021227483,-0.14623515
2017/12/24 4:00,7,-0.021332148,0.22466676
2017/12/24 5:00,8,-0.021066941,0.37622064
2017/12/24 6:00,9,0.511073,0.4056417
2017/12/24 7:00,10,3.8295789,3.2288678
2017/12/24 8:00,11,8.70639,7.9280353
2017/12/24 9:00,12,12.766358,12.437157
2017/12/24 10:00,13,15.83457,15.788994
2017/12/24 11:00,14,17.859808,17.33967
2017/12/24 12:00,15,18.536917,18.815222
2017/12/24 13:00,16,18.280756,19.014025
2017/12/24 14:00,17,17.125925,17.050371
2017/12/24 15:00,18,14.76016,14.030703
2017/12/24 16:00,19,10.3687725,10.1069355
2017/12/24 17:00,20,4.85821,4.9848013
2017/12/24 18:00,21,1.1957948,1.0925139
2017/12/24 19:00,22,0.12952016,0.03904074
2017/12/24 20:00,23,-0.02133024,-0.16058023
2017/12/24 21:00,24,-0.021135747,-0.040340498
