epoch,train_loss,validation_loss
1,1798.5854149090467,558.2782143679532
2,264.77582771256124,216.7407929680564
3,113.17455926026113,155.31285045363686
4,58.47967959296774,174.01391796632245
5,31.75572398710533,217.5538684129715
6,17.03484941516402,247.2284707806327
7,9.267637416455873,251.1324785135009
8,4.819033974021144,225.58367870070717
9,2.624678646319011,196.5657466216521
10,1.6039427183788908,171.38568776981398
11,1.0681719303836483,154.0569724630226
12,0.767291612879059,139.56539022211325
13,0.5870357134638453,128.4495886472816
14,0.4634600161800723,119.80527278577739
15,0.3798940915327806,113.18742796575481
16,0.31634595946094696,106.89100749435073
17,0.2680155988451997,103.22541136125272
18,0.22758715709991004,98.57354813492434
19,0.1996229047605977,94.84030382860114
20,0.17063530150955245,91.17990635149181
21,0.15171420962147458,90.22217346008189
22,0.13620265048636487,85.96997542577711
23,0.12152586797990743,85.3617498586801
24,0.10738781403155016,84.06834942043166
25,0.0971372398883986,80.00076869968325
26,0.08750015336292735,77.57998482781377
27,0.07988018676991293,78.70606982496314
28,0.07114904565659501,76.80253508814017
29,0.0651515841528156,76.79705474927852
30,0.06127467542093181,75.4718782230365
31,0.05533741749602662,71.78393187975003
32,0.0500963681746693,71.0233909683302
33,0.046301662943948656,70.35728499428792
34,0.042512615018430545,69.83882231802933
35,0.038696879631228,69.14608322403564
36,0.03574556697534739,70.83361533296888
37,0.032956713435829746,70.16017787988213
38,0.03037909243101552,70.22613783013499
39,0.027987166655045994,70.17956763122824
40,0.025887299786437546,68.76127786464481
41,0.023688402677164277,69.24324146090922
42,0.022235476064699642,69.90662893623283
43,0.020423325445480953,70.74319561689414
44,0.01894022108292615,70.56158789159434
45,0.017666428939566103,71.069166372509
46,0.01667049307839052,72.90469260180411
47,0.015431803607067765,72.70753103505227
48,0.01448688584451492,74.63930185080972
49,0.01354782100899156,75.36483130047351
50,0.012786138761435917,76.74095373259942
